place_name,aggregate_date,isp_name,total_samples,consistency_broadband,consistency_ultra_broadband
Bucaramanga,2019-05-01T00:00:00Z,Tigo,1698,0.160188457008245,0.0382803297997644
Bucaramanga,2019-05-01T00:00:00Z,Claro,3029,0.170023109937273,0.00759326510399471
Bucaramanga,2019-05-01T00:00:00Z,Movistar,2029,0.467718087727945,0.134549038935436
Bucaramanga,2019-05-01T00:00:00Z,ETB,47,0.382978723404255,0.319148936170213
Bucaramanga,2019-06-01T00:00:00Z,Claro,3308,0.143893591293833,0.0060459492140266
Bucaramanga,2019-06-01T00:00:00Z,Movistar,2243,0.534106107891217,0.14088274632189
Bucaramanga,2019-06-01T00:00:00Z,Tigo,1751,0.136493432324386,0.0245573957738435
Bucaramanga,2019-06-01T00:00:00Z,All providers combined,7335,0.262167689161554,0.0528970688479891
Bucaramanga,2019-06-01T00:00:00Z,ETB,33,0.303030303030303,0.272727272727273
Bucaramanga,2019-07-01T00:00:00Z,Claro,3531,0.158595298782215,0.0155763239875389
Bucaramanga,2019-07-01T00:00:00Z,ETB,35,0.2,0.0285714285714286
Bucaramanga,2019-07-01T00:00:00Z,All providers combined,8586,0.298509201024924,0.0789657582110412
Bucaramanga,2019-07-01T00:00:00Z,Tigo,1670,0.14251497005988,0.0425149700598802
Bucaramanga,2019-07-01T00:00:00Z,Movistar,3350,0.524776119402985,0.164477611940299
Bucaramanga,2019-08-01T00:00:00Z,ETB,70,0.442857142857143,0.357142857142857
Bucaramanga,2019-08-01T00:00:00Z,All providers combined,10758,0.307399144822458,0.0861684327941997
Bucaramanga,2019-08-01T00:00:00Z,Movistar,4836,0.474979321753515,0.149917287014061
Bucaramanga,2019-08-01T00:00:00Z,Claro,4087,0.167359921702961,0.0166381208710546
Bucaramanga,2019-08-01T00:00:00Z,Tigo,1765,0.1671388101983,0.0617563739376771
Bucaramanga,2019-09-01T00:00:00Z,All providers combined,9948,0.325894652191395,0.0981101728990752
Bucaramanga,2019-09-01T00:00:00Z,ETB,87,0.482758620689655,0.32183908045977
Bucaramanga,2019-09-01T00:00:00Z,Tigo,1592,0.19786432160804,0.0891959798994975
Bucaramanga,2019-09-01T00:00:00Z,Movistar,4592,0.460801393728223,0.154834494773519
Bucaramanga,2019-09-01T00:00:00Z,Claro,3677,0.209137884144683,0.0258362795757411
Bucaramanga,2019-10-01T00:00:00Z,ETB,87,0.551724137931034,0.390804597701149
Bucaramanga,2019-10-01T00:00:00Z,Tigo,2056,0.176556420233463,0.0476653696498054
Bucaramanga,2019-10-01T00:00:00Z,All providers combined,12197,0.36640157415758,0.11019103058129
Bucaramanga,2019-10-01T00:00:00Z,Movistar,5681,0.467347298010914,0.196620313325119
Bucaramanga,2019-10-01T00:00:00Z,Claro,4373,0.320832380516808,0.0217242167848159
Bucaramanga,2019-11-01T00:00:00Z,All providers combined,12917,0.425408376558024,0.156228226368352
Bucaramanga,2019-11-01T00:00:00Z,Tigo,2055,0.198540145985401,0.0447688564476886
Bucaramanga,2019-11-01T00:00:00Z,ETB,104,0.413461538461538,0.346153846153846
Bucaramanga,2019-11-01T00:00:00Z,Claro,4362,0.389729481889042,0.025905547913801
Bucaramanga,2019-11-01T00:00:00Z,Movistar,6396,0.522826766729206,0.277829893683552
Bucaramanga,2019-12-01T00:00:00Z,Claro,4249,0.413744410449518,0.0225935514238644
Bucaramanga,2019-12-01T00:00:00Z,Tigo,2137,0.224145999064109,0.0294805802526907
Bucaramanga,2019-12-01T00:00:00Z,All providers combined,12551,0.451199107640825,0.173292964704008
Bucaramanga,2019-12-01T00:00:00Z,ETB,55,0.254545454545455,0.254545454545455
Bucaramanga,2019-12-01T00:00:00Z,Movistar,6110,0.558428805237316,0.327659574468085
Bucaramanga,2020-01-01T00:00:00Z,Movistar,6498,0.551708217913204,0.331948291782087
Bucaramanga,2020-01-01T00:00:00Z,ETB,86,0.406976744186046,0.255813953488372
Bucaramanga,2020-01-01T00:00:00Z,All providers combined,13671,0.446565723063419,0.171530977982591
Bucaramanga,2020-01-01T00:00:00Z,Tigo,2611,0.183071620068939,0.0233626962849483
Bucaramanga,2020-01-01T00:00:00Z,Claro,4476,0.448391420911528,0.0234584450402145
Bucaramanga,2020-02-01T00:00:00Z,Movistar,6060,0.563531353135314,0.363861386138614
Bucaramanga,2020-02-01T00:00:00Z,Tigo,2299,0.286646367986081,0.040887342322749
Bucaramanga,2020-02-01T00:00:00Z,Claro,4683,0.491778774289985,0.0266922912662823
Bucaramanga,2020-02-01T00:00:00Z,All providers combined,13117,0.488602576808722,0.186018144392773
Bucaramanga,2020-02-01T00:00:00Z,ETB,75,0.426666666666667,0.213333333333333
Bucaramanga,2020-03-01T00:00:00Z,All providers combined,19161,0.425969417045039,0.187098794426178
Bucaramanga,2020-03-01T00:00:00Z,Movistar,9483,0.527153854265528,0.354318253717178
Bucaramanga,2020-03-01T00:00:00Z,Claro,6520,0.378220858895706,0.0191717791411043
Bucaramanga,2020-03-01T00:00:00Z,Tigo,3105,0.218035426731079,0.028341384863124
Bucaramanga,2020-03-01T00:00:00Z,ETB,53,0.377358490566038,0.226415094339623
Bucaramanga,2020-04-01T00:00:00Z,Claro,7208,0.35377358490566,0.00957269700332963
Bucaramanga,2020-04-01T00:00:00Z,ETB,72,0.277777777777778,0.208333333333333
Bucaramanga,2020-04-01T00:00:00Z,Movistar,10783,0.525642214597051,0.366502828526384
Bucaramanga,2020-04-01T00:00:00Z,Tigo,4374,0.18427069044353,0.0139460448102423
Bucaramanga,2020-04-01T00:00:00Z,All providers combined,22437,0.403084191291171,0.182600169363106
Bucaramanga,2020-05-01T00:00:00Z,Tigo,5100,0.234313725490196,0.0113725490196078
Bucaramanga,2020-05-01T00:00:00Z,Claro,7769,0.451666881194491,0.012228085982752
Bucaramanga,2020-05-01T00:00:00Z,ETB,100,0.17,0.13
Bucaramanga,2020-05-01T00:00:00Z,Movistar,12264,0.556262230919765,0.399380300065232
Bucaramanga,2020-05-01T00:00:00Z,All providers combined,25233,0.457456505369952,0.200689573177981
Bucaramanga,2020-06-01T00:00:00Z,Tigo,4283,0.342750408592108,0.0151762783095961
Bucaramanga,2020-06-01T00:00:00Z,Claro,7385,0.526607989167231,0.0171970209884902
Bucaramanga,2020-06-01T00:00:00Z,Movistar,10103,0.60011877660101,0.445313273285163
Bucaramanga,2020-06-01T00:00:00Z,ETB,119,0.260504201680672,0.184873949579832
Bucaramanga,2020-06-01T00:00:00Z,All providers combined,21890,0.523115577889447,0.215303791685701
Bucaramanga,2020-07-01T00:00:00Z,ETB,131,0.427480916030534,0.229007633587786
Bucaramanga,2020-07-01T00:00:00Z,Claro,8419,0.581066634992279,0.0203112008552085
Bucaramanga,2020-07-01T00:00:00Z,All providers combined,23751,0.561492147699044,0.23342175066313
Bucaramanga,2020-07-01T00:00:00Z,Movistar,11150,0.62914798206278,0.47219730941704
Bucaramanga,2020-07-01T00:00:00Z,Tigo,4051,0.338928659590225,0.0192545050604789
Bucaramanga,2020-08-01T00:00:00Z,ETB,81,0.395061728395062,0.320987654320988
Bucaramanga,2020-08-01T00:00:00Z,Tigo,4179,0.387652548456569,0.0268006700167504
Bucaramanga,2020-08-01T00:00:00Z,Claro,10302,0.57843137254902,0.0205785284410794
Bucaramanga,2020-08-01T00:00:00Z,All providers combined,26941,0.570097620726773,0.228981849226087
Bucaramanga,2020-08-01T00:00:00Z,Movistar,12379,0.625898699410292,0.470070280313434
Bucaramanga,2020-09-01T00:00:00Z,Claro,8903,0.637313265191508,0.0272941705043244
Bucaramanga,2020-09-01T00:00:00Z,Tigo,4605,0.402605863192182,0.0267100977198697
Bucaramanga,2020-09-01T00:00:00Z,ETB,103,0.29126213592233,0.252427184466019
Bucaramanga,2020-09-01T00:00:00Z,All providers combined,26271,0.601804270869019,0.254386966617182
Bucaramanga,2020-09-01T00:00:00Z,Movistar,12660,0.651816745655608,0.496919431279621
Bucaramanga,2020-10-01T00:00:00Z,Claro,8426,0.658319487301211,0.0383337289342511
Bucaramanga,2020-10-01T00:00:00Z,All providers combined,23722,0.604923699519433,0.246564370626423
Bucaramanga,2020-10-01T00:00:00Z,Tigo,4287,0.430604152087707,0.0298577093538605
Bucaramanga,2020-10-01T00:00:00Z,ETB,80,0.2,0.15
Bucaramanga,2020-10-01T00:00:00Z,Movistar,10929,0.63509927715253,0.492817275139537
Bucaramanga,2020-11-01T00:00:00Z,All providers combined,25408,0.619844143576826,0.220245591939547
Bucaramanga,2020-11-01T00:00:00Z,Tigo,4937,0.442779015596516,0.0208628721895888
Bucaramanga,2020-11-01T00:00:00Z,Claro,9995,0.696048024012006,0.0310155077538769
Bucaramanga,2020-11-01T00:00:00Z,Movistar,10412,0.632731463695736,0.496638494045332
Bucaramanga,2020-11-01T00:00:00Z,ETB,64,0.28125,0.1875
Bucaramanga,2020-12-01T00:00:00Z,Tigo,4144,0.531129343629344,0.0333011583011583
Bucaramanga,2020-12-01T00:00:00Z,All providers combined,21558,0.63878838482234,0.232396326189814
Bucaramanga,2020-12-01T00:00:00Z,ETB,54,0.166666666666667,0.037037037037037
Bucaramanga,2020-12-01T00:00:00Z,Claro,8281,0.705228837096969,0.0362275087549813
Bucaramanga,2020-12-01T00:00:00Z,Movistar,9079,0.630135477475493,0.503359400815068
Bucaramanga,2021-01-01T00:00:00Z,All providers combined,23718,0.60498355679231,0.192849312758243
Bucaramanga,2021-01-01T00:00:00Z,Tigo,4677,0.510156082959162,0.0254436604661108
Bucaramanga,2021-01-01T00:00:00Z,ETB,68,0.294117647058824,0.220588235294118
Bucaramanga,2021-01-01T00:00:00Z,Claro,10273,0.649761510756352,0.028424024140952
Bucaramanga,2021-01-01T00:00:00Z,Movistar,8700,0.60551724137931,0.476781609195402
Bucaramanga,2021-02-01T00:00:00Z,ETB,80,0.325,0.2
Bucaramanga,2021-02-01T00:00:00Z,Claro,12041,0.675940536500291,0.03695706336683
Bucaramanga,2021-02-01T00:00:00Z,Tigo,5747,0.478510527231599,0.0274926048373064
Bucaramanga,2021-02-01T00:00:00Z,All providers combined,26444,0.605165633035849,0.170586900620178
Bucaramanga,2021-02-01T00:00:00Z,Movistar,8576,0.593283582089552,0.453824626865672
Bucaramanga,2021-03-01T00:00:00Z,Tigo,5005,0.522877122877123,0.0353646353646354
Bucaramanga,2021-03-01T00:00:00Z,ETB,95,0.410526315789474,0.210526315789474
Bucaramanga,2021-03-01T00:00:00Z,Movistar,7684,0.594742321707444,0.469026548672566
Bucaramanga,2021-03-01T00:00:00Z,All providers combined,22973,0.638009837635485,0.183911548339355
Bucaramanga,2021-03-01T00:00:00Z,Claro,10189,0.729315928942978,0.0416135047600353
Bucaramanga,2021-04-01T00:00:00Z,Tigo,4932,0.551905920519059,0.0362935928629359
Bucaramanga,2021-04-01T00:00:00Z,Claro,8451,0.748668796592119,0.0491066146018223
Bucaramanga,2021-04-01T00:00:00Z,Movistar,7360,0.629619565217391,0.500135869565217
Bucaramanga,2021-04-01T00:00:00Z,ETB,78,0.371794871794872,0.179487179487179
Bucaramanga,2021-04-01T00:00:00Z,All providers combined,20821,0.658565870995629,0.205993948417463
Bucaramanga,2021-05-01T00:00:00Z,Movistar,8295,0.659553948161543,0.536347197106691
Bucaramanga,2021-05-01T00:00:00Z,Claro,8070,0.75092936802974,0.0521685254027261
Bucaramanga,2021-05-01T00:00:00Z,All providers combined,21470,0.682068001863065,0.235072193758733
Bucaramanga,2021-05-01T00:00:00Z,Tigo,5010,0.615369261477046,0.0315369261477046
Bucaramanga,2021-05-01T00:00:00Z,ETB,95,0.315789473684211,0.2
Bucaramanga,2021-06-01T00:00:00Z,ETB,79,0.392405063291139,0.278481012658228
Bucaramanga,2021-06-01T00:00:00Z,All providers combined,22869,0.701998338361975,0.274913638550002
Bucaramanga,2021-06-01T00:00:00Z,Claro,7955,0.772972972972973,0.0695160276555625
Bucaramanga,2021-06-01T00:00:00Z,Tigo,4866,0.633579942457871,0.0328812166050144
Bucaramanga,2021-06-01T00:00:00Z,Movistar,9969,0.681211756444979,0.556926472063397
Bucaramanga,2021-07-01T00:00:00Z,ETB,84,0.464285714285714,0.285714285714286
Bucaramanga,2021-07-01T00:00:00Z,Claro,8272,0.779859767891683,0.0615328820116054
Bucaramanga,2021-07-01T00:00:00Z,Tigo,5916,0.661764705882353,0.035158891142664
Bucaramanga,2021-07-01T00:00:00Z,Movistar,11276,0.689251507626818,0.565271372827244
Bucaramanga,2021-07-01T00:00:00Z,All providers combined,25548,0.711484264913105,0.27849538124315
Bucaramanga,2021-08-01T00:00:00Z,ETB,122,0.590163934426229,0.344262295081967
Bucaramanga,2021-08-01T00:00:00Z,All providers combined,27928,0.692494987109711,0.283299914064738
Bucaramanga,2021-08-01T00:00:00Z,Claro,8554,0.765840542436287,0.0784428337619827
Bucaramanga,2021-08-01T00:00:00Z,Movistar,12866,0.672392351935333,0.539406186849059
Bucaramanga,2021-08-01T00:00:00Z,Tigo,6386,0.636705292828061,0.0405574694644535
Bucaramanga,2021-09-01T00:00:00Z,Movistar,10595,0.697498820198207,0.566965549787636
Bucaramanga,2021-09-01T00:00:00Z,Tigo,4781,0.750261451579168,0.0451788328801506
Bucaramanga,2021-09-01T00:00:00Z,All providers combined,22368,0.736006795422032,0.310085836909871
Bucaramanga,2021-09-01T00:00:00Z,ETB,150,0.68,0.586666666666667
Bucaramanga,2021-09-01T00:00:00Z,Claro,6842,0.78690441391406,0.0913475591932184
Bucaramanga,2021-10-01T00:00:00Z,ETB,85,0.647058823529412,0.470588235294118
Bucaramanga,2021-10-01T00:00:00Z,Movistar,10761,0.715918594926122,0.602081590930211
Bucaramanga,2021-10-01T00:00:00Z,Tigo,4962,0.749496170898831,0.0548166062071745
Bucaramanga,2021-10-01T00:00:00Z,Claro,6171,0.793712526332847,0.100956084913304
Bucaramanga,2021-10-01T00:00:00Z,All providers combined,21979,0.745074844169434,0.337321989171482
Bucaramanga,2021-11-01T00:00:00Z,ETB,97,0.649484536082474,0.402061855670103
Bucaramanga,2021-11-01T00:00:00Z,Claro,5891,0.807163469699542,0.198268545238499
Bucaramanga,2021-11-01T00:00:00Z,Tigo,5496,0.683770014556041,0.0633187772925764
Bucaramanga,2021-11-01T00:00:00Z,Movistar,11156,0.742918608820366,0.625582646109717
Bucaramanga,2021-11-01T00:00:00Z,All providers combined,22640,0.744876325088339,0.376943462897527
Bucaramanga,2021-12-01T00:00:00Z,Claro,6104,0.82978374836173,0.271625163826999
Bucaramanga,2021-12-01T00:00:00Z,All providers combined,20391,0.783482909126575,0.415281251532539
Bucaramanga,2021-12-01T00:00:00Z,Tigo,4038,0.793709757305597,0.0901436354631005
Bucaramanga,2021-12-01T00:00:00Z,Movistar,10170,0.753883972468043,0.631366764995084
Bucaramanga,2021-12-01T00:00:00Z,ETB,79,0.493670886075949,0.316455696202532
Bucaramanga,2022-01-01T00:00:00Z,All providers combined,20362,0.76922699145467,0.432177585698851
Bucaramanga,2022-01-01T00:00:00Z,Movistar,10392,0.74576597382602,0.618167821401078
Bucaramanga,2022-01-01T00:00:00Z,Claro,5451,0.820583379196478,0.342689414786278
Bucaramanga,2022-01-01T00:00:00Z,Tigo,4435,0.767080045095829,0.110259301014656
Bucaramanga,2022-01-01T00:00:00Z,ETB,84,0.452380952380952,0.226190476190476
Bucaramanga,2022-02-01T00:00:00Z,Claro,4857,0.814288655548693,0.437718756434013
Bucaramanga,2022-02-01T00:00:00Z,Tigo,5770,0.755979202772963,0.112824956672444
Bucaramanga,2022-02-01T00:00:00Z,All providers combined,20218,0.76822633297062,0.431842912256405
Bucaramanga,2022-02-01T00:00:00Z,Movistar,9424,0.756366723259762,0.626485568760611
Bucaramanga,2022-02-01T00:00:00Z,ETB,167,0.520958083832335,0.29940119760479
Bucaramanga,2022-03-01T00:00:00Z,All providers combined,20301,0.762228461652135,0.432096941037387
Bucaramanga,2022-03-01T00:00:00Z,Tigo,6402,0.758512964698532,0.127147766323024
Bucaramanga,2022-03-01T00:00:00Z,Movistar,9107,0.74217634786428,0.624354891841441
Bucaramanga,2022-03-01T00:00:00Z,ETB,143,0.643356643356643,0.377622377622378
Bucaramanga,2022-03-01T00:00:00Z,Claro,4649,0.810281781028178,0.477091847709185
Bucaramanga,2022-04-01T00:00:00Z,Movistar,8563,0.715753824594184,0.585425668574098
Bucaramanga,2022-04-01T00:00:00Z,Tigo,5149,0.75412701495436,0.145465138861915
Bucaramanga,2022-04-01T00:00:00Z,ETB,190,0.673684210526316,0.505263157894737
Bucaramanga,2022-04-01T00:00:00Z,Claro,4618,0.81203984408835,0.547639670853183
Bucaramanga,2022-04-01T00:00:00Z,All providers combined,18520,0.75,0.452861771058315
Bucaramanga,2022-05-01T00:00:00Z,ETB,157,0.700636942675159,0.496815286624204
Bucaramanga,2022-05-01T00:00:00Z,Movistar,8472,0.769121813031161,0.65533522190746
Bucaramanga,2022-05-01T00:00:00Z,All providers combined,17414,0.772309635925118,0.510049385551855
Bucaramanga,2022-05-01T00:00:00Z,Tigo,4449,0.739042481456507,0.161834120026972
Bucaramanga,2022-05-01T00:00:00Z,Claro,4336,0.815267527675277,0.583948339483395
Bucaramanga,2022-06-01T00:00:00Z,ETB,153,0.77124183006536,0.647058823529412
Bucaramanga,2022-06-01T00:00:00Z,Tigo,3776,0.769332627118644,0.193061440677966
Bucaramanga,2022-06-01T00:00:00Z,Claro,3809,0.831451824625886,0.62457337883959
Bucaramanga,2022-06-01T00:00:00Z,All providers combined,15377,0.784028093906484,0.538011315601223
Bucaramanga,2022-06-01T00:00:00Z,Movistar,7639,0.767901557795523,0.663175808351879
Bucaramanga,2022-07-01T00:00:00Z,Tigo,4084,0.755142017629775,0.209108716944172
Bucaramanga,2022-07-01T00:00:00Z,Claro,4242,0.83946251768034,0.636963696369637
Bucaramanga,2022-07-01T00:00:00Z,Movistar,7787,0.787723128290741,0.679208937973546
Bucaramanga,2022-07-01T00:00:00Z,ETB,81,0.617283950617284,0.506172839506173
Bucaramanga,2022-07-01T00:00:00Z,All providers combined,16194,0.7922069902433,0.54872174879585
Bucaramanga,2022-08-01T00:00:00Z,All providers combined,17265,0.795713871995366,0.546655082536924
Bucaramanga,2022-08-01T00:00:00Z,ETB,121,0.743801652892562,0.56198347107438
Bucaramanga,2022-08-01T00:00:00Z,Tigo,4735,0.761985216473073,0.228933474128828
Bucaramanga,2022-08-01T00:00:00Z,Movistar,8214,0.796932067202337,0.686754321889457
Bucaramanga,2022-08-01T00:00:00Z,Claro,4195,0.832896305125149,0.630512514898689
Bucaramanga,2022-09-01T00:00:00Z,Movistar,8063,0.796973831080243,0.697631154657075
Bucaramanga,2022-09-01T00:00:00Z,ETB,100,0.64,0.44
Bucaramanga,2022-09-01T00:00:00Z,Tigo,4158,0.719336219336219,0.210918710918711
Bucaramanga,2022-09-01T00:00:00Z,All providers combined,16179,0.782928487545584,0.554978676061561
Bucaramanga,2022-09-01T00:00:00Z,Claro,3858,0.825816485225505,0.630637636080871
Bucaramanga,2022-10-01T00:00:00Z,Movistar,8869,0.803134513473898,0.7008681925809
Bucaramanga,2022-10-01T00:00:00Z,Tigo,4111,0.745803940647044,0.226708829968378
Bucaramanga,2022-10-01T00:00:00Z,ETB,78,0.743589743589744,0.58974358974359
Bucaramanga,2022-10-01T00:00:00Z,Claro,3939,0.829144452906829,0.635186595582635
Bucaramanga,2022-10-01T00:00:00Z,All providers combined,16997,0.795022651056069,0.570453609460493
Bucaramanga,2022-11-01T00:00:00Z,All providers combined,15653,0.801316041653357,0.575672395068038
Bucaramanga,2022-11-01T00:00:00Z,Claro,3711,0.826192400970089,0.629749393694422
Bucaramanga,2022-11-01T00:00:00Z,Movistar,8143,0.815669900528061,0.711654181505588
Bucaramanga,2022-11-01T00:00:00Z,ETB,96,0.739583333333333,0.59375
Bucaramanga,2022-11-01T00:00:00Z,Tigo,3703,0.746421820145828,0.221982176613557
Bucaramanga,2022-12-01T00:00:00Z,All providers combined,14335,0.803069410533659,0.601325427275898
Bucaramanga,2022-12-01T00:00:00Z,Claro,3558,0.836143901068016,0.648679033164699
Bucaramanga,2022-12-01T00:00:00Z,Movistar,7624,0.814926547743966,0.719438614900315
Bucaramanga,2022-12-01T00:00:00Z,ETB,76,0.631578947368421,0.407894736842105
Bucaramanga,2022-12-01T00:00:00Z,Tigo,3077,0.739681507962301,0.258693532661683
Cali,2018-01-01T00:00:00Z,All providers combined,19490,0.0458183683940482,0.00682401231400718
Cali,2018-01-01T00:00:00Z,ETB,9,0,0
Cali,2018-01-01T00:00:00Z,Tigo,4042,0.0324096981692232,0.00964868876793666
Cali,2018-01-01T00:00:00Z,Claro,13719,0.0408193016983745,0.00167650703404038
Cali,2018-01-01T00:00:00Z,Movistar,1720,0.117441860465116,0.0412790697674419
Cali,2018-02-01T00:00:00Z,ETB,9,0,0
Cali,2018-02-01T00:00:00Z,Movistar,1933,0.151060527677186,0.0481117434040352
Cali,2018-02-01T00:00:00Z,All providers combined,20168,0.053103927013090003,0.0100654502181674
Cali,2018-02-01T00:00:00Z,Claro,13948,0.0420848867221107,0.00293948953254946
Cali,2018-02-01T00:00:00Z,Tigo,4278,0.0448807854137447,0.0161290322580645
Cali,2018-03-01T00:00:00Z,Claro,15696,0.0477191641182467,0.0056065239551478
Cali,2018-03-01T00:00:00Z,ETB,10,0.1,0
Cali,2018-03-01T00:00:00Z,Movistar,1742,0.150401836969001,0.0545350172215844
Cali,2018-03-01T00:00:00Z,Tigo,5150,0.0454368932038835,0.0190291262135922
Cali,2018-03-01T00:00:00Z,All providers combined,22598,0.0551376227984777,0.0124347287370564
Cali,2018-04-01T00:00:00Z,Movistar,1835,0.182016348773842,0.0637602179836512
Cali,2018-04-01T00:00:00Z,Tigo,5405,0.0506938020351526,0.020536540240518
Cali,2018-04-01T00:00:00Z,All providers combined,22859,0.0564766612712717,0.0121177654315587
Cali,2018-04-01T00:00:00Z,Claro,15601,0.043651048009743,0.00314082430613422
Cali,2018-04-01T00:00:00Z,ETB,18,0.111111111111111,0
Cali,2018-05-01T00:00:00Z,Tigo,5364,0.0510812826249068,0.0218120805369128
Cali,2018-05-01T00:00:00Z,All providers combined,23567,0.0608902278609921,0.0127720965757203
Cali,2018-05-01T00:00:00Z,Movistar,2074,0.188524590163934,0.0660559305689489
Cali,2018-05-01T00:00:00Z,ETB,14,0.0714285714285714,0
Cali,2018-05-01T00:00:00Z,Claro,16115,0.0477195159789016,0.00291653738752714
Cali,2018-06-01T00:00:00Z,Movistar,1923,0.160686427457098,0.0707228289131565
Cali,2018-06-01T00:00:00Z,Tigo,4691,0.0483905350671499,0.0221701129823065
Cali,2018-06-01T00:00:00Z,ETB,13,0,0
Cali,2018-06-01T00:00:00Z,Claro,15592,0.0657388404309903,0.00230887634684453
Cali,2018-06-01T00:00:00Z,All providers combined,22219,0.0702551870021153,0.0124218011611684
Cali,2018-07-01T00:00:00Z,Tigo,5504,0.0452398255813953,0.0190770348837209
Cali,2018-07-01T00:00:00Z,ETB,23,0.0434782608695652,0
Cali,2018-07-01T00:00:00Z,Claro,17188,0.07895043053293,0.00535257156155457
Cali,2018-07-01T00:00:00Z,All providers combined,24967,0.0816277486281892,0.0144590859935114
Cali,2018-07-01T00:00:00Z,Movistar,2252,0.191385435168739,0.0728241563055062
Cali,2018-08-01T00:00:00Z,All providers combined,27799,0.0901111550775208,0.0145688693837908
Cali,2018-08-01T00:00:00Z,Tigo,6839,0.0407954379295219,0.013890919725106
Cali,2018-08-01T00:00:00Z,Claro,18134,0.0909341568324694,0.00358442704312341
Cali,2018-08-01T00:00:00Z,Movistar,2812,0.205192034139403,0.087126600284495
Cali,2018-08-01T00:00:00Z,ETB,14,0,0
Cali,2018-09-01T00:00:00Z,Tigo,5976,0.0572289156626506,0.0237617135207497
Cali,2018-09-01T00:00:00Z,Movistar,2846,0.192199578355587,0.0720309205903022
Cali,2018-09-01T00:00:00Z,Claro,18916,0.104831888348488,0.00396489744131951
Cali,2018-09-01T00:00:00Z,All providers combined,27748,0.103538993801355,0.0152083033011388
Cali,2018-09-01T00:00:00Z,ETB,10,0.1,0
Cali,2018-10-01T00:00:00Z,Tigo,5642,0.0712513293158454,0.0299539170506912
Cali,2018-10-01T00:00:00Z,Claro,17196,0.117411025819958,0.0102349383577576
Cali,2018-10-01T00:00:00Z,All providers combined,27206,0.117951922370065,0.0242225979563332
Cali,2018-10-01T00:00:00Z,ETB,15,0.133333333333333,0
Cali,2018-10-01T00:00:00Z,Movistar,4353,0.180565127498277,0.0721341603491845
Cali,2018-11-01T00:00:00Z,Claro,15110,0.129185969556585,0.0107875579086698
Cali,2018-11-01T00:00:00Z,All providers combined,25908,0.126138644434152,0.0275976532345222
Cali,2018-11-01T00:00:00Z,ETB,11,0,0
Cali,2018-11-01T00:00:00Z,Movistar,5215,0.172003835091083,0.0688398849472675
Cali,2018-11-01T00:00:00Z,Tigo,5572,0.075197415649677,0.0346374730796841
Cali,2018-12-01T00:00:00Z,Tigo,4919,0.077658060581419,0.0349664565968693
Cali,2018-12-01T00:00:00Z,Claro,13428,0.13375037235627,0.00923443550789395
Cali,2018-12-01T00:00:00Z,Movistar,5226,0.190202831993877,0.0840030616150019
Cali,2018-12-01T00:00:00Z,All providers combined,23591,0.134627612225001,0.0311559493027002
Cali,2018-12-01T00:00:00Z,ETB,18,0.222222222222222,0
Cali,2019-01-01T00:00:00Z,All providers combined,28425,0.142409850483729,0.0300087950747581
Cali,2019-01-01T00:00:00Z,ETB,16,0,0
Cali,2019-01-01T00:00:00Z,Claro,17175,0.145269286754003,0.0119359534206696
Cali,2019-01-01T00:00:00Z,Tigo,6053,0.0832644969436643,0.0322154303651082
Cali,2019-01-01T00:00:00Z,Movistar,5181,0.20247056552789,0.0874348581354951
Cali,2019-02-01T00:00:00Z,Tigo,5406,0.126156122826489,0.0427302996670366
Cali,2019-02-01T00:00:00Z,All providers combined,25591,0.165683248016881,0.0378648743698957
Cali,2019-02-01T00:00:00Z,ETB,23,0,0
Cali,2019-02-01T00:00:00Z,Movistar,4603,0.249402563545514,0.101021073213122
Cali,2019-02-01T00:00:00Z,Claro,15559,0.154894273410888,0.0175461147888682
Cali,2019-03-01T00:00:00Z,Tigo,5357,0.129550121336569,0.043494493186485
Cali,2019-03-01T00:00:00Z,Movistar,5076,0.28585500394011,0.105791962174941
Cali,2019-03-01T00:00:00Z,Claro,15655,0.162376237623762,0.0166719897796231
Cali,2019-03-01T00:00:00Z,All providers combined,26101,0.17964828933757299,0.0395004022834374
Cali,2019-03-01T00:00:00Z,ETB,13,0.153846153846154,0
Cali,2019-04-01T00:00:00Z,Tigo,5900,0.133220338983051,0.0535593220338983
Cali,2019-04-01T00:00:00Z,Movistar,5141,0.327173701614472,0.0933670492122155
Cali,2019-04-01T00:00:00Z,ETB,16,0.3125,0.125
Cali,2019-04-01T00:00:00Z,Claro,15556,0.169066598097197,0.0191565955258421
Cali,2019-04-01T00:00:00Z,All providers combined,26613,0.191748393642205,0.041182880547101
Cali,2019-05-01T00:00:00Z,All providers combined,28705,0.217279219648145,0.046577251349939
Cali,2019-05-01T00:00:00Z,ETB,32,0.1875,0.03125
Cali,2019-05-01T00:00:00Z,Movistar,6009,0.351472790813779,0.114661341321351
Cali,2019-05-01T00:00:00Z,Tigo,5831,0.151260504201681,0.0480192076830732
Cali,2019-05-01T00:00:00Z,Claro,16833,0.192300837640349,0.0218024119289491
Cali,2019-06-01T00:00:00Z,Claro,17406,0.183902102723199,0.020337814546708
Cali,2019-06-01T00:00:00Z,Tigo,5759,0.117902413613475,0.0345546101753777
Cali,2019-06-01T00:00:00Z,Movistar,6019,0.368499750789168,0.136069114470842
Cali,2019-06-01T00:00:00Z,ETB,14,0.142857142857143,0.0714285714285714
