Provider;Location;Device;Aggregate Date;Test Count;Sample Count;Platform;Technology Type;Metric Type;User Count;Minimum Latency;Download Speed;Upload Speed;Download Speed Mbps;Upload Speed Mbps
All Providers Combined;Sincelejo, Sincelejo, Sucre, Colombia;;nov-18;4498;2106;all;N/A;median;921;27;8559;2092;8.56;2.09
All Providers Combined;Armenia, Armenia, Quindio, Colombia;;nov-18;12033;7367;all;N/A;median;2916;43;10408;2153;10.41;2.15
All Providers Combined;Montería, Montería, Córdoba, Colombia;;nov-18;8979;4745;all;N/A;median;1972;38;8710;1924;8.71;1.92
All Providers Combined;Pereira, Pereira, Risaralda, Colombia;;nov-18;19629;11095;all;N/A;median;4928;38;10042;2448;10.04;2.45
All Providers Combined;Popayán, Popayán, Cauca, Colombia;;nov-18;8720;4424;all;N/A;median;1842;53;8597;2107;8.60;2.11
All Providers Combined;Pasto, Pasto, Narino, Colombia;;Dec 2018;8770;4559;all;N/A;median;2269;64;9362;2069;9.36;2.07
All Providers Combined;Santa Marta, Santa Marta, Magdalena, Colombia;;Dec 2018;7781;4654;all;N/A;median;2326;43;9388;2031;9.39;2.03
All Providers Combined;Sincelejo, Sincelejo, Sucre, Colombia;;Dec 2018;3472;1921;all;N/A;median;855;32;8759;2084;8.76;2.08
All Providers Combined;Armenia, Armenia, Quindio, Colombia;;Dec 2018;11307;6641;all;N/A;median;2589;40;10402;2198;10.40;2.20
All Providers Combined;Montería, Montería, Córdoba, Colombia;;Dec 2018;7214;4004;all;N/A;median;1770;39;8771;1838;8.77;1.84
All Providers Combined;Pereira, Pereira, Risaralda, Colombia;;Dec 2018;17557;10092;all;N/A;median;4556;39;9954;2460;9.95;2.46
All Providers Combined;Popayán, Popayán, Cauca, Colombia;;Dec 2018;11104;5546;all;N/A;median;2613;50;9123;2137;9.12;2.14
All Providers Combined;Pasto, Pasto, Narino, Colombia;;Jan 2019;9656;5493;all;N/A;median;2680;62;9368;2074;9.37;2.07
All Providers Combined;Santa Marta, Santa Marta, Magdalena, Colombia;;Jan 2019;13180;7559;all;N/A;median;3765;46;9501;1959;9.50;1.96
All Providers Combined;Sincelejo, Sincelejo, Sucre, Colombia;;Jan 2019;4612;2486;all;N/A;median;1161;32;9073;2095;9.07;2.10
All Providers Combined;Armenia, Armenia, Quindio, Colombia;;Jan 2019;13420;7856;all;N/A;median;3225;43;10365;2194;10.37;2.19
All Providers Combined;Montería, Montería, Córdoba, Colombia;;Jan 2019;8491;4970;all;N/A;median;2412;38;9782;2089;9.78;2.09
All Providers Combined;Pereira, Pereira, Risaralda, Colombia;;Jan 2019;22244;12281;all;N/A;median;5742;37;10086;2847;10.09;2.85
All Providers Combined;Popayán, Popayán, Cauca, Colombia;;Jan 2019;11175;5950;all;N/A;median;2986;50;10039;2156;10.04;2.16
All Providers Combined;Pasto, Pasto, Narino, Colombia;;feb-19;11101;5963;all;N/A;median;2846;62;9215;2073;9.22;2.07
All Providers Combined;Santa Marta, Santa Marta, Magdalena, Colombia;;feb-19;12840;7194;all;N/A;median;3578;43;9875;2130;9.88;2.13
All Providers Combined;Sincelejo, Sincelejo, Sucre, Colombia;;feb-19;4021;2287;all;N/A;median;1196;25;9938;2231;9.94;2.23
All Providers Combined;Armenia, Armenia, Quindio, Colombia;;feb-19;11498;6738;all;N/A;median;2898;39;10437;2207;10.44;2.21
All Providers Combined;Montería, Montería, Córdoba, Colombia;;feb-19;7550;4600;all;N/A;median;2227;34;10279;2159;10.28;2.16
All Providers Combined;Pereira, Pereira, Risaralda, Colombia;;feb-19;21395;11945;all;N/A;median;5517;34;10405;3084;10.41;3.08
All Providers Combined;Popayán, Popayán, Cauca, Colombia;;feb-19;13625;6998;all;N/A;median;3453;48;9867;2146;9.87;2.15
All Providers Combined;Pasto, Pasto, Narino, Colombia;;mar-19;20379;9090;all;N/A;median;3922;63;8339;2124;8.34;2.12
All Providers Combined;Santa Marta, Santa Marta, Magdalena, Colombia;;mar-19;12381;7276;all;N/A;median;3749;43;9623;2122;9.62;2.12
All Providers Combined;Sincelejo, Sincelejo, Sucre, Colombia;;mar-19;4759;2640;all;N/A;median;1355;25;10204;2220;10.20;2.22
All Providers Combined;Armenia, Armenia, Quindio, Colombia;;mar-19;10735;6523;all;N/A;median;2611;39;10346;2253;10.35;2.25
All Providers Combined;Montería, Montería, Córdoba, Colombia;;mar-19;7489;4618;all;N/A;median;2185;34;9968;2130;9.97;2.13
All Providers Combined;Pereira, Pereira, Risaralda, Colombia;;mar-19;20025;11773;all;N/A;median;5349;34;10508;3142;10.51;3.14
All Providers Combined;Popayán, Popayán, Cauca, Colombia;;mar-19;15507;7656;all;N/A;median;3557;52;9202;2189;9.20;2.19
All Providers Combined;Pasto, Pasto, Narino, Colombia;;Apr 2019;11743;6575;all;N/A;median;2972;61;9781;2141;9.78;2.14
All Providers Combined;Santa Marta, Santa Marta, Magdalena, Colombia;;Apr 2019;10044;6045;all;N/A;median;3191;37;10302;2234;10.30;2.23
All Providers Combined;Sincelejo, Sincelejo, Sucre, Colombia;;Apr 2019;4743;2508;all;N/A;median;1256;25;10184;2224;10.18;2.22
All Providers Combined;Armenia, Armenia, Quindio, Colombia;;Apr 2019;12013;6974;all;N/A;median;2879;37;10458;2301;10.46;2.30
All Providers Combined;Montería, Montería, Córdoba, Colombia;;Apr 2019;6451;3930;all;N/A;median;1956;34;10205;2193;10.21;2.19
All Providers Combined;Pereira, Pereira, Risaralda, Colombia;;Apr 2019;20164;11533;all;N/A;median;5387;34;10521;3209;10.52;3.21
All Providers Combined;Popayán, Popayán, Cauca, Colombia;;Apr 2019;15194;7276;all;N/A;median;3469;50;9927;2235;9.93;2.24
All Providers Combined;Pasto, Pasto, Narino, Colombia;;may-19;10479;6051;all;N/A;median;2788;61;10149;2311;10.15;2.31
All Providers Combined;Santa Marta, Santa Marta, Magdalena, Colombia;;may-19;10565;6436;all;N/A;median;3202;35;10640;2636;10.64;2.64
All Providers Combined;Sincelejo, Sincelejo, Sucre, Colombia;;may-19;4901;2768;all;N/A;median;1421;29;10517;2513;10.52;2.51
All Providers Combined;Armenia, Armenia, Quindio, Colombia;;may-19;13057;7666;all;N/A;median;3021;38;10520;2330;10.52;2.33
All Providers Combined;Montería, Montería, Córdoba, Colombia;;may-19;6848;4094;all;N/A;median;2035;35;10350;2381;10.35;2.38
All Providers Combined;Pereira, Pereira, Risaralda, Colombia;;may-19;24091;13448;all;N/A;median;6213;34;10547;3331;10.55;3.33
All Providers Combined;Popayán, Popayán, Cauca, Colombia;;may-19;13543;7159;all;N/A;median;3237;49;10226;2362;10.23;2.36
All Providers Combined;Pasto, Pasto, Narino, Colombia;;jun-19;11631;6342;all;N/A;median;2935;62;9912;2162;9.91;2.16
All Providers Combined;Santa Marta, Santa Marta, Magdalena, Colombia;;jun-19;10931;6418;all;N/A;median;3469;36;10539;2333;10.54;2.33
All Providers Combined;Sincelejo, Sincelejo, Sucre, Colombia;;jun-19;6149;3052;all;N/A;median;1557;34;10266;2327;10.27;2.33
All Providers Combined;Armenia, Armenia, Quindio, Colombia;;jun-19;12795;7535;all;N/A;median;3048;39;10396;2305;10.40;2.31
All Providers Combined;Montería, Montería, Córdoba, Colombia;;jun-19;7498;4152;all;N/A;median;2170;35;10258;2270;10.26;2.27
All Providers Combined;Pereira, Pereira, Risaralda, Colombia;;jun-19;20946;11561;all;N/A;median;5480;34;10642;3327;10.64;3.33
All Providers Combined;Popayán, Popayán, Cauca, Colombia;;jun-19;13009;6594;all;N/A;median;3162;49;10238;2221;10.24;2.22
All Providers Combined;Pasto, Pasto, Narino, Colombia;;jul-19;11998;3006;all;N/A;median;3006;66;9725;2112;9.73;2.11
All Providers Combined;Santa Marta, Santa Marta, Magdalena, Colombia;;jul-19;10913;3322;all;N/A;median;3322;35;10738;2754;10.74;2.75
All Providers Combined;Sincelejo, Sincelejo, Sucre, Colombia;;jul-19;6146;1612;all;N/A;median;1612;26;10446;2491;10.45;2.49
All Providers Combined;Armenia, Armenia, Quindio, Colombia;;jul-19;12223;2854;all;N/A;median;2854;40;10482;2434;10.48;2.43
All Providers Combined;Montería, Montería, Córdoba, Colombia;;jul-19;9315;2500;all;N/A;median;2500;35;9944;2229;9.94;2.23
All Providers Combined;Pereira, Pereira, Risaralda, Colombia;;jul-19;26249;6230;all;N/A;median;6230;35;10712;3594;10.71;3.59
All Providers Combined;Popayán, Popayán, Cauca, Colombia;;jul-19;14811;3606;all;N/A;median;3606;50;10261;2320;10.26;2.32
All Providers Combined;Pasto, Pasto, Narino, Colombia;;Aug 2019;12767;3079;all;N/A;median;3079;63;9979;2271;9.98;2.27
All Providers Combined;Santa Marta, Santa Marta, Magdalena, Colombia;;Aug 2019;10231;3504;all;N/A;median;3504;34;10629;2889;10.63;2.89
All Providers Combined;Sincelejo, Sincelejo, Sucre, Colombia;;Aug 2019;4016;1057;all;N/A;median;1057;28;9997;2650;10.00;2.65
All Providers Combined;Armenia, Armenia, Quindio, Colombia;;Aug 2019;10269;2529;all;N/A;median;2529;39;10758;2715;10.76;2.72
All Providers Combined;Montería, Montería, Córdoba, Colombia;;Aug 2019;9526;2558;all;N/A;median;2558;35;9969;2533;9.97;2.53
All Providers Combined;Pereira, Pereira, Risaralda, Colombia;;Aug 2019;26633;6250;all;N/A;median;6250;32;10759;3702;10.76;3.70
All Providers Combined;Popayán, Popayán, Cauca, Colombia;;Aug 2019;15911;4239;all;N/A;median;4239;49;10260;2457;10.26;2.46
All Providers Combined;Pasto, Pasto, Narino, Colombia;;sep-19;11168;2862;all;N/A;median;2862;63;10333;2384;10.33;2.38
All Providers Combined;Santa Marta, Santa Marta, Magdalena, Colombia;;sep-19;11215;3461;all;N/A;median;3461;34;10703;2821;10.70;2.82
All Providers Combined;Sincelejo, Sincelejo, Sucre, Colombia;;sep-19;4374;1135;all;N/A;median;1135;28;10169;2553;10.17;2.55
All Providers Combined;Armenia, Armenia, Quindio, Colombia;;sep-19;9901;2467;all;N/A;median;2467;39;10766;2925;10.77;2.93
All Providers Combined;Montería, Montería, Córdoba, Colombia;;sep-19;8504;2341;all;N/A;median;2341;33;10219;2659;10.22;2.66
All Providers Combined;Pereira, Pereira, Risaralda, Colombia;;sep-19;25449;5947;all;N/A;median;5947;32;11128;4089;11.13;4.09
All Providers Combined;Popayán, Popayán, Cauca, Colombia;;sep-19;14241;3565;all;N/A;median;3565;51;10143;2676;10.14;2.68
All Providers Combined;Pasto, Pasto, Narino, Colombia;;oct-19;13875;3297;all;N/A;median;3297;63;10756;3129;10.76;3.13
All Providers Combined;Santa Marta, Santa Marta, Magdalena, Colombia;;oct-19;11897;3708;all;N/A;median;3708;33;11245;3334;11.25;3.33
All Providers Combined;Sincelejo, Sincelejo, Sucre, Colombia;;oct-19;3525;993;all;N/A;median;993;25;10518;3470;10.52;3.47
All Providers Combined;Armenia, Armenia, Quindio, Colombia;;oct-19;12536;3301;all;N/A;median;3301;38;12559;3334;12.56;3.33
All Providers Combined;Montería, Montería, Córdoba, Colombia;;oct-19;9475;2605;all;N/A;median;2605;29;10550;3261;10.55;3.26
All Providers Combined;Pereira, Pereira, Risaralda, Colombia;;oct-19;27751;6497;all;N/A;median;6497;35;14204;4870;14.20;4.87
All Providers Combined;Popayán, Popayán, Cauca, Colombia;;oct-19;17084;4185;all;N/A;median;4185;54;10780;3396;10.78;3.40
All Providers Combined;Pasto, Pasto, Narino, Colombia;;nov-19;12369;3013;all;N/A;median;3013;60;12166;4212;12.17;4.21
All Providers Combined;Santa Marta, Santa Marta, Magdalena, Colombia;;nov-19;12015;3613;all;N/A;median;3613;31;13305;4217;13.31;4.22
All Providers Combined;Sincelejo, Sincelejo, Sucre, Colombia;;nov-19;4860;1060;all;N/A;median;1060;25;11494;4234;11.49;4.23
All Providers Combined;Armenia, Armenia, Quindio, Colombia;;nov-19;12719;3319;all;N/A;median;3319;38;14942;4617;14.94;4.62
All Providers Combined;Montería, Montería, Córdoba, Colombia;;nov-19;9567;2754;all;N/A;median;2754;31;11563;3984;11.56;3.98
All Providers Combined;Pereira, Pereira, Risaralda, Colombia;;nov-19;28594;6525;all;N/A;median;6525;37;16077;5455;16.08;5.46
All Providers Combined;Popayán, Popayán, Cauca, Colombia;;nov-19;16355;3804;all;N/A;median;3804;49;11233;4010;11.23;4.01
All Providers Combined;Pasto, Pasto, Narino, Colombia;;Dec 2019;11920;3204;all;N/A;median;3204;42;14865;4841;14.87;4.84
All Providers Combined;Santa Marta, Santa Marta, Magdalena, Colombia;;Dec 2019;11614;3774;all;N/A;median;3774;30;14901;4736;14.90;4.74
All Providers Combined;Sincelejo, Sincelejo, Sucre, Colombia;;Dec 2019;4312;1150;all;N/A;median;1150;22;13212;4600;13.21;4.60
All Providers Combined;Armenia, Armenia, Quindio, Colombia;;Dec 2019;12849;3380;all;N/A;median;3380;36;14906;4716;14.91;4.72
All Providers Combined;Montería, Montería, Córdoba, Colombia;;Dec 2019;9925;2859;all;N/A;median;2859;31;13290;4517;13.29;4.52
All Providers Combined;Pereira, Pereira, Risaralda, Colombia;;Dec 2019;26044;6382;all;N/A;median;6382;35;18122;5611;18.12;5.61
All Providers Combined;Popayán, Popayán, Cauca, Colombia;;Dec 2019;14416;3825;all;N/A;median;3825;46;14122;4644;14.12;4.64
All Providers Combined;Pasto, Pasto, Narino, Colombia;;Jan 2020;11776;3442;all;N/A;median;3442;37;14713;4908;14.71;4.91
All Providers Combined;Santa Marta, Santa Marta, Magdalena, Colombia;;Jan 2020;13260;3980;all;N/A;median;3980;32;15407;4843;15.41;4.84
All Providers Combined;Sincelejo, Sincelejo, Sucre, Colombia;;Jan 2020;4642;1158;all;N/A;median;1158;22;14676;4695;14.68;4.70
All Providers Combined;Armenia, Armenia, Quindio, Colombia;;Jan 2020;12002;3221;all;N/A;median;3221;41;17182;4960;17.18;4.96
All Providers Combined;Montería, Montería, Córdoba, Colombia;;Jan 2020;10192;2779;all;N/A;median;2779;32;11562;4443;11.56;4.44
All Providers Combined;Pereira, Pereira, Risaralda, Colombia;;Jan 2020;27655;6761;all;N/A;median;6761;38;19208;5820;19.21;5.82
All Providers Combined;Popayán, Popayán, Cauca, Colombia;;Jan 2020;15685;4004;all;N/A;median;4004;44;15020;4907;15.02;4.91
All Providers Combined;Pasto, Pasto, Narino, Colombia;;feb-20;14191;4035;all;N/A;median;4035;34;17571;5408;17.57;5.41
All Providers Combined;Santa Marta, Santa Marta, Magdalena, Colombia;;feb-20;13942;4078;all;N/A;median;4078;28;19266;5010;19.27;5.01
All Providers Combined;Sincelejo, Sincelejo, Sucre, Colombia;;feb-20;4400;1128;all;N/A;median;1128;24;18847;5032;18.85;5.03
All Providers Combined;Armenia, Armenia, Quindio, Colombia;;feb-20;14486;3563;all;N/A;median;3563;40;20773;5170;20.77;5.17
All Providers Combined;Montería, Montería, Córdoba, Colombia;;feb-20;10375;2932;all;N/A;median;2932;29;16298;4993;16.30;4.99
All Providers Combined;Pereira, Pereira, Risaralda, Colombia;;feb-20;29747;7256;all;N/A;median;7256;35;20991;6022;20.99;6.02
All Providers Combined;Popayán, Popayán, Cauca, Colombia;;feb-20;16152;4255;all;N/A;median;4255;44;17164;5218;17.16;5.22
All Providers Combined;Pasto, Pasto, Narino, Colombia;;mar-20;22718;5978;all;N/A;median;5978;36;14045;5040;14.05;5.04
All Providers Combined;Santa Marta, Santa Marta, Magdalena, Colombia;;mar-20;18444;5196;all;N/A;median;5196;29;19413;5051;19.41;5.05
All Providers Combined;Sincelejo, Sincelejo, Sucre, Colombia;;mar-20;6783;1779;all;N/A;median;1779;29;16792;4889;16.79;4.89
All Providers Combined;Armenia, Armenia, Quindio, Colombia;;mar-20;22624;5410;all;N/A;median;5410;43;17655;4728;17.66;4.73
All Providers Combined;Montería, Montería, Córdoba, Colombia;;mar-20;14632;3698;all;N/A;median;3698;31;15059;4676;15.06;4.68
All Providers Combined;Pereira, Pereira, Risaralda, Colombia;;mar-20;48564;11987;all;N/A;median;11987;38;13235;5045;13.24;5.05
All Providers Combined;Popayán, Popayán, Cauca, Colombia;;mar-20;24409;5913;all;N/A;median;5913;45;15093;4750;15.09;4.75
All Providers Combined;Pasto, Pasto, Narino, Colombia;;Apr 2020;25035;6238;all;N/A;median;6238;38;11295;4326;11.30;4.33
All Providers Combined;Santa Marta, Santa Marta, Magdalena, Colombia;;Apr 2020;19966;5198;all;N/A;median;5198;32;15291;4576;15.29;4.58
All Providers Combined;Sincelejo, Sincelejo, Sucre, Colombia;;Apr 2020;6941;1742;all;N/A;median;1742;26;16040;4751;16.04;4.75
All Providers Combined;Armenia, Armenia, Quindio, Colombia;;Apr 2020;22350;5244;all;N/A;median;5244;43;17272;4574;17.27;4.57
All Providers Combined;Montería, Montería, Córdoba, Colombia;;Apr 2020;15348;3930;all;N/A;median;3930;32;11060;3958;11.06;3.96
All Providers Combined;Pereira, Pereira, Risaralda, Colombia;;Apr 2020;47810;11279;all;N/A;median;11279;40;16521;5194;16.52;5.19
All Providers Combined;Popayán, Popayán, Cauca, Colombia;;Apr 2020;24918;5976;all;N/A;median;5976;46;14898;4552;14.90;4.55
All Providers Combined;Pasto, Pasto, Narino, Colombia;;may-20;28714;6705;all;N/A;median;6705;40;13644;4902;13.64;4.90
All Providers Combined;Santa Marta, Santa Marta, Magdalena, Colombia;;may-20;20870;5139;all;N/A;median;5139;29;19195;5093;19.20;5.09
All Providers Combined;Sincelejo, Sincelejo, Sucre, Colombia;;may-20;6239;1699;all;N/A;median;1699;21;18807;4955;18.81;4.96
