Provider;Location;Device;Aggregate Date;Test Count;Sample Count;Platform;Technology Type;Metric Type;User Count;Latency;Download Speed;Upload Speed;Download Speed Mbps;Upload Speed Mbps
All Providers Combined;Colombia;;Jan 2021;2939001;749292;all;N/A;mean;749292;31;45447;19148;45.45;19.15
All Providers Combined;Pasto, Pasto, Narino, Colombia;;Jan 2021;20501;5611;all;N/A;mean;5611;41;37369;13758;37.37;13.76
All Providers Combined;Santa Marta, Santa Marta, Magdalena, Colombia;;Jan 2021;17034;4768;all;N/A;mean;4768;40;34973;14373;34.97;14.37
All Providers Combined;Sincelejo, Sincelejo, Sucre, Colombia;;Jan 2021;9640;2393;all;N/A;mean;2393;111;27818;13566;27.82;13.57
All Providers Combined;Armenia, Armenia, Quindio, Colombia;;Jan 2021;18137;4939;all;N/A;mean;4939;41;34891;7737;34.89;7.74
All Providers Combined;Montería, Montería, Córdoba, Colombia;;Jan 2021;13056;3631;all;N/A;mean;3631;45;34720;17369;34.72;17.37
All Providers Combined;Pereira, Pereira, Risaralda, Colombia;;Jan 2021;67800;17840;all;N/A;mean;17840;62;30879;8614;30.88;8.61
All Providers Combined;Popayán, Popayán, Cauca, Colombia;;Jan 2021;19938;5407;all;N/A;mean;5407;44;32367;8689;32.37;8.69
All Providers Combined;Colombia;;feb-21;3222059;828934;all;N/A;mean;828934;30;47373;20568;47.37;20.57
All Providers Combined;Pasto, Pasto, Narino, Colombia;;feb-21;23591;6576;all;N/A;mean;6576;42;37930;15462;37.93;15.46
All Providers Combined;Santa Marta, Santa Marta, Magdalena, Colombia;;feb-21;18620;5396;all;N/A;mean;5396;39;39805;15762;39.81;15.76
All Providers Combined;Sincelejo, Sincelejo, Sucre, Colombia;;feb-21;9966;2564;all;N/A;mean;2564;59;30524;12450;30.52;12.45
All Providers Combined;Armenia, Armenia, Quindio, Colombia;;feb-21;21103;5440;all;N/A;mean;5440;34;35649;8263;35.65;8.26
All Providers Combined;Montería, Montería, Córdoba, Colombia;;feb-21;18999;4774;all;N/A;mean;4774;41;32524;20713;32.52;20.71
All Providers Combined;Pereira, Pereira, Risaralda, Colombia;;feb-21;65689;17597;all;N/A;mean;17597;51;31704;9506;31.70;9.51
All Providers Combined;Popayán, Popayán, Cauca, Colombia;;feb-21;22401;5919;all;N/A;mean;5919;42;35120;10409;35.12;10.41
All Providers Combined;Colombia;;mar-21;3128872;816276;all;N/A;mean;816276;29;50784;22564;50.78;22.56
All Providers Combined;Pasto, Pasto, Narino, Colombia;;mar-21;25414;6614;all;N/A;mean;6614;42;36717;13268;36.72;13.27
All Providers Combined;Santa Marta, Santa Marta, Magdalena, Colombia;;mar-21;20560;5551;all;N/A;mean;5551;37;41477;17477;41.48;17.48
