Provider;Location;Device;Aggregate Date;Test Count;Sample Count;Platform;Technology Type;Metric Type;User Count;Latency;Download Speed;Upload Speed;Download Speed Mbps;Upload Speed Mbps
ETB;Antioquia, Colombia;;Dec 2019;1547;399;all;N/A;mean;398;28;20556;19181;20.56;19.18
ETB;Atlantico, Colombia;;Dec 2019;85;35;all;N/A;mean;35;30;37160;46229;37.16;46.23
ETB;Bogota, Colombia;;Dec 2019;135388;43414;all;N/A;mean;43397;24;40361;27997;40.36;28.00
ETB;Bolivar, Colombia;;Dec 2019;31;6;all;N/A;mean;6;124;20364;17510;20.36;17.51
ETB;Boyaca, Colombia;;Dec 2019;421;103;all;N/A;mean;103;38;16737;21953;16.74;21.95
ETB;Caldas, Colombia;;Dec 2019;27;10;all;N/A;mean;10;15;20488;28916;20.49;28.92
ETB;Casanare, Colombia;;Dec 2019;2;1;all;N/A;mean;1;9;3401;6674;3.40;6.67
ETB;Cauca Department, Colombia;;Dec 2019;16;4;all;N/A;mean;4;19;30142;48790;30.14;48.79
ETB;Cesar, Colombia;;Dec 2019;1;1;all;N/A;mean;1;39;16511;13305;16.51;13.31
ETB;Cordoba, Colombia;;Dec 2019;443;126;all;N/A;mean;126;41;11973;12998;11.97;13.00
ETB;Cundinamarca, Colombia;;Dec 2019;6037;2153;all;N/A;mean;2153;33;27731;20664;27.73;20.66
ETB;Huila, Colombia;;Dec 2019;251;88;all;N/A;mean;88;39;14346;14047;14.35;14.05
ETB;La Guajira, Colombia;;Dec 2019;4;4;all;N/A;mean;4;37;22918;28129;22.92;28.13
ETB;Magdalena, Colombia;;Dec 2019;279;51;all;N/A;mean;51;51;14907;16127;14.91;16.13
ETB;Meta, Colombia;;Dec 2019;2018;547;all;N/A;mean;547;38;13516;11454;13.52;11.45
ETB;Narino, Colombia;;Dec 2019;5;3;all;N/A;mean;3;71;4395;642;4.40;0.64
ETB;North Santander, Colombia;;Dec 2019;1028;276;all;N/A;mean;276;36;29196;37311;29.20;37.31
ETB;Quindio, Colombia;;Dec 2019;1;1;all;N/A;mean;1;23;2943;3057;2.94;3.06
