Provider;Location;Device;Aggregate Date;Test Count;Sample Count;Platform;Technology Type;Metric Type;User Count;Latency;Download Speed;Upload Speed;Download Speed Mbps;Upload Speed Mbps
All Providers Combined;Bogotá, Bogota, Colombia;;Dec 2018;345205;192553;all;N/A;mean;97180;30;19306;8648;19.31;8.65
All Providers Combined;Bucaramanga, Bucaramanga, Santander Department, Colombia;;Dec 2018;25771;14612;all;N/A;mean;7588;43;17672;7658;17.67;7.66
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;Dec 2018;94326;53177;all;N/A;mean;25089;53;15907;5943;15.91;5.94
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;Dec 2018;129904;70223;all;N/A;mean;38891;36;18111;7292;18.11;7.29
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;Dec 2018;33012;17774;all;N/A;mean;9767;38;18242;5431;18.24;5.43
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;Dec 2018;18844;10158;all;N/A;mean;5106;38;14836;5083;14.84;5.08
All Providers Combined;Villavicencio, Villavicencio, Meta, Colombia;;Dec 2018;12077;7048;all;N/A;mean;2954;43;14043;5228;14.04;5.23
All Providers Combined;Ibagué, Ibague, Tolima, Colombia;;Dec 2018;20004;12500;all;N/A;mean;5555;46;11014;4090;11.01;4.09
All Providers Combined;Manizales, Manizales, Caldas, Colombia;;Dec 2018;11195;6456;all;N/A;mean;2903;40;14390;4519;14.39;4.52
All Providers Combined;Tunja, Tunja, Boyacá, Colombia;;Dec 2018;5398;3042;all;N/A;mean;1602;43;12028;4363;12.03;4.36
All Providers Combined;Bogotá, Bogota, Colombia;;Jan 2019;490358;264425;all;N/A;mean;133525;33;19319;8607;19.32;8.61
All Providers Combined;Bucaramanga, Bucaramanga, Santander Department, Colombia;;Jan 2019;32119;18176;all;N/A;mean;9462;43;17732;7632;17.73;7.63
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;Jan 2019;118965;65271;all;N/A;mean;30930;52;16168;5988;16.17;5.99
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;Jan 2019;181223;95588;all;N/A;mean;52190;34;18734;7905;18.73;7.91
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;Jan 2019;66109;37879;all;N/A;mean;18918;46;18677;7031;18.68;7.03
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;Jan 2019;36100;20265;all;N/A;mean;9060;44;15364;5707;15.36;5.71
All Providers Combined;Villavicencio, Villavicencio, Meta, Colombia;;Jan 2019;13533;7903;all;N/A;mean;3214;41;13376;4934;13.38;4.93
All Providers Combined;Ibagué, Ibague, Tolima, Colombia;;Jan 2019;25595;15327;all;N/A;mean;6502;45;11179;4019;11.18;4.02
All Providers Combined;Manizales, Manizales, Caldas, Colombia;;Jan 2019;15901;8743;all;N/A;mean;4117;43;14296;4580;14.30;4.58
All Providers Combined;Tunja, Tunja, Boyacá, Colombia;;Jan 2019;7727;4360;all;N/A;mean;2172;41;11993;4510;11.99;4.51
All Providers Combined;Bogotá, Bogota, Colombia;;feb-19;506595;273979;all;N/A;mean;136508;30;22073;10687;22.07;10.69
All Providers Combined;Bucaramanga, Bucaramanga, Santander Department, Colombia;;feb-19;38518;20296;all;N/A;mean;10624;50;17354;7939;17.35;7.94
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;feb-19;104301;58441;all;N/A;mean;27988;48;18005;8175;18.01;8.18
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;feb-19;185158;99295;all;N/A;mean;56643;35;19804;9243;19.80;9.24
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;feb-19;59419;34579;all;N/A;mean;17902;46;18581;8009;18.58;8.01
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;feb-19;31150;17742;all;N/A;mean;7802;40;16577;6573;16.58;6.57
All Providers Combined;Villavicencio, Villavicencio, Meta, Colombia;;feb-19;13047;7788;all;N/A;mean;3179;41;14785;5171;14.79;5.17
All Providers Combined;Ibagué, Ibague, Tolima, Colombia;;feb-19;24615;14744;all;N/A;mean;6190;42;12934;5564;12.93;5.56
All Providers Combined;Manizales, Manizales, Caldas, Colombia;;feb-19;15443;8516;all;N/A;mean;4134;40;15341;5508;15.34;5.51
All Providers Combined;Tunja, Tunja, Boyacá, Colombia;;feb-19;7678;4379;all;N/A;mean;2273;38;13623;5494;13.62;5.49
All Providers Combined;Bogotá, Bogota, Colombia;;mar-19;477573;263456;all;N/A;mean;131382;29;21505;10043;21.51;10.04
All Providers Combined;Bucaramanga, Bucaramanga, Santander Department, Colombia;;mar-19;29819;17572;all;N/A;mean;9217;45;19878;8894;19.88;8.89
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;mar-19;106950;61459;all;N/A;mean;28539;48;18761;9039;18.76;9.04
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;mar-19;188165;100226;all;N/A;mean;56362;36;20164;9235;20.16;9.24
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;mar-19;62038;36313;all;N/A;mean;18219;43;18636;7526;18.64;7.53
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;mar-19;30191;17070;all;N/A;mean;7258;41;17238;7141;17.24;7.14
All Providers Combined;Villavicencio, Villavicencio, Meta, Colombia;;mar-19;13064;7897;all;N/A;mean;3265;51;14761;5228;14.76;5.23
All Providers Combined;Ibagué, Ibague, Tolima, Colombia;;mar-19;24346;15310;all;N/A;mean;6446;43;12479;4950;12.48;4.95
All Providers Combined;Manizales, Manizales, Caldas, Colombia;;mar-19;16061;8655;all;N/A;mean;4100;38;15479;5440;15.48;5.44
All Providers Combined;Tunja, Tunja, Boyacá, Colombia;;mar-19;7387;4174;all;N/A;mean;2062;39;12985;4430;12.99;4.43
All Providers Combined;Bogotá, Bogota, Colombia;;Apr 2019;464614;255926;all;N/A;mean;129241;34;21596;10175;21.60;10.18
All Providers Combined;Bucaramanga, Bucaramanga, Santander Department, Colombia;;Apr 2019;27423;16203;all;N/A;mean;8660;44;19701;8790;19.70;8.79
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;Apr 2019;109062;61022;all;N/A;mean;28874;49;19193;8806;19.19;8.81
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;Apr 2019;190322;100677;all;N/A;mean;56996;42;20835;9471;20.84;9.47
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;Apr 2019;62882;35295;all;N/A;mean;17786;45;19631;8032;19.63;8.03
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;Apr 2019;27071;15846;all;N/A;mean;6999;41;18766;8760;18.77;8.76
All Providers Combined;Villavicencio, Villavicencio, Meta, Colombia;;Apr 2019;12444;7432;all;N/A;mean;3007;45;14963;6311;14.96;6.31
All Providers Combined;Ibagué, Ibague, Tolima, Colombia;;Apr 2019;21942;14015;all;N/A;mean;6124;44;13921;6353;13.92;6.35
All Providers Combined;Manizales, Manizales, Caldas, Colombia;;Apr 2019;13338;7787;all;N/A;mean;3893;37;16247;5544;16.25;5.54
All Providers Combined;Tunja, Tunja, Boyacá, Colombia;;Apr 2019;8011;4261;all;N/A;mean;2144;38;13632;5161;13.63;5.16
All Providers Combined;Bogotá, Bogota, Colombia;;may-19;510362;279185;all;N/A;mean;137823;34;22552;10507;22.55;10.51
All Providers Combined;Bucaramanga, Bucaramanga, Santander Department, Colombia;;may-19;31963;18121;all;N/A;mean;9443;43;20761;10592;20.76;10.59
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;may-19;124537;68809;all;N/A;mean;31716;49;20285;9549;20.29;9.55
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;may-19;184342;99420;all;N/A;mean;55911;37;22479;10200;22.48;10.20
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;may-19;70395;39512;all;N/A;mean;19727;41;20982;9562;20.98;9.56
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;may-19;28804;16630;all;N/A;mean;7124;39;20428;10411;20.43;10.41
All Providers Combined;Villavicencio, Villavicencio, Meta, Colombia;;may-19;12341;7541;all;N/A;mean;2974;40;17036;8563;17.04;8.56
All Providers Combined;Ibagué, Ibague, Tolima, Colombia;;may-19;29001;17228;all;N/A;mean;7448;44;15801;7617;15.80;7.62
All Providers Combined;Manizales, Manizales, Caldas, Colombia;;may-19;15941;8796;all;N/A;mean;4133;36;18076;6586;18.08;6.59
All Providers Combined;Tunja, Tunja, Boyacá, Colombia;;may-19;9034;4966;all;N/A;mean;2495;37;14562;6408;14.56;6.41
All Providers Combined;Bogotá, Bogota, Colombia;;jun-19;513244;274730;all;N/A;mean;140329;34;22313;10709;22.31;10.71
All Providers Combined;Bucaramanga, Bucaramanga, Santander Department, Colombia;;jun-19;34181;18708;all;N/A;mean;9619;51;20185;11448;20.19;11.45
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;jun-19;125483;67755;all;N/A;mean;31715;51;19391;9511;19.39;9.51
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;jun-19;165702;87269;all;N/A;mean;49343;36;22265;10430;22.27;10.43
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;jun-19;78795;43265;all;N/A;mean;21928;43;19759;9719;19.76;9.72
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;jun-19;27371;15370;all;N/A;mean;7017;39;20361;11306;20.36;11.31
All Providers Combined;Villavicencio, Villavicencio, Meta, Colombia;;jun-19;13523;7941;all;N/A;mean;3131;41;18335;10145;18.34;10.15
All Providers Combined;Ibagué, Ibague, Tolima, Colombia;;jun-19;27448;16254;all;N/A;mean;7125;44;14891;7578;14.89;7.58
All Providers Combined;Manizales, Manizales, Caldas, Colombia;;jun-19;18286;9456;all;N/A;mean;4634;54;15852;5652;15.85;5.65
All Providers Combined;Tunja, Tunja, Boyacá, Colombia;;jun-19;8249;4654;all;N/A;mean;2313;36;14672;6521;14.67;6.52
All Providers Combined;Bogotá, Bogota, Colombia;;jul-19;608355;160010;all;N/A;mean;160010;34;26048;13823;26.05;13.82
All Providers Combined;Bucaramanga, Bucaramanga, Santander Department, Colombia;;jul-19;29700;8605;all;N/A;mean;8605;50;22933;12979;22.93;12.98
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;jul-19;134007;32943;all;N/A;mean;32943;49;20376;9755;20.38;9.76
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;jul-19;174051;51711;all;N/A;mean;51711;35;24508;13169;24.51;13.17
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;jul-19;77660;21421;all;N/A;mean;21421;46;20569;9733;20.57;9.73
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;jul-19;27796;7324;all;N/A;mean;7324;36;20042;11038;20.04;11.04
All Providers Combined;Villavicencio, Villavicencio, Meta, Colombia;;jul-19;18540;4732;all;N/A;mean;4732;44;17145;7148;17.15;7.15
All Providers Combined;Ibagué, Ibague, Tolima, Colombia;;jul-19;28170;7474;all;N/A;mean;7474;49;15793;7762;15.79;7.76
All Providers Combined;Manizales, Manizales, Caldas, Colombia;;jul-19;17151;4309;all;N/A;mean;4309;44;17807;6310;17.81;6.31
All Providers Combined;Tunja, Tunja, Boyacá, Colombia;;jul-19;9274;2564;all;N/A;mean;2564;36;15066;6348;15.07;6.35
