Provider;Location;Device;Aggregate Date;Test Count;Sample Count;Platform;Technology Type;Metric Type;User Count;Latency;Download Speed;Upload Speed;Download Speed Mbps;Upload Speed Mbps
ETB;Antioquia, Colombia;;Dec 2018;1612;845;all;N/A;mean;605;27;18753;15993;18.75;15.99
ETB;Atlantico, Colombia;;Dec 2018;30;14;all;N/A;mean;11;61;6209;8849;6.21;8.85
ETB;Bogota, Colombia;;Dec 2018;94877;55321;all;N/A;mean;29495;25;24842;16177;24.84;16.18
ETB;Bolivar, Colombia;;Dec 2018;2;2;all;N/A;mean;2;90;1610;1165;1.61;1.17
ETB;Boyaca, Colombia;;Dec 2018;189;116;all;N/A;mean;76;27;24727;18783;24.73;18.78
ETB;Caldas, Colombia;;Dec 2018;5;5;all;N/A;mean;5;32;6144;5690;6.14;5.69
ETB;Casanare, Colombia;;Dec 2018;1;1;all;N/A;mean;1;198;958;188;0.96;0.19
ETB;Cauca Department, Colombia;;Dec 2018;1;1;all;N/A;mean;1;30;22927;13030;22.93;13.03
ETB;Cesar, Colombia;;Dec 2018;1;1;all;N/A;mean;1;38;7570;3501;7.57;3.50
ETB;Cordoba, Colombia;;Dec 2018;28;16;all;N/A;mean;8;39;25529;24250;25.53;24.25
ETB;Cundinamarca, Colombia;;Dec 2018;9548;5576;all;N/A;mean;3584;27;22543;14800;22.54;14.80
ETB;Huila, Colombia;;Dec 2018;499;212;all;N/A;mean;76;65;5210;4091;5.21;4.09
ETB;La Guajira, Colombia;;Dec 2018;4;3;all;N/A;mean;3;40;20245;21872;20.25;21.87
ETB;Magdalena, Colombia;;Dec 2018;51;30;all;N/A;mean;27;46;3766;4948;3.77;4.95
ETB;Meta, Colombia;;Dec 2018;2180;1170;all;N/A;mean;413;59;7111;4327;7.11;4.33
ETB;Narino, Colombia;;Dec 2018;3;1;all;N/A;mean;1;27;8672;9605;8.67;9.61
ETB;North Santander, Colombia;;Dec 2018;261;160;all;N/A;mean;115;38;12058;11579;12.06;11.58
ETB;Quindio, Colombia;;Dec 2018;10;9;all;N/A;mean;7;91;4231;3331;4.23;3.33
ETB;Risaralda, Colombia;;Dec 2018;250;128;all;N/A;mean;50;64;3471;3479;3.47;3.48
ETB;Santander Department, Colombia;;Dec 2018;519;284;all;N/A;mean;122;33;8349;7362;8.35;7.36
ETB;Sucre, Colombia;;Dec 2018;63;37;all;N/A;mean;21;56;10075;5269;10.08;5.27
ETB;Tolima, Colombia;;Dec 2018;188;92;all;N/A;mean;74;41;16864;14780;16.86;14.78
ETB;Valle del Cauca, Colombia;;Dec 2018;61;47;all;N/A;mean;29;52;11306;10791;11.31;10.79
ETB;Guaviare, Colombia;;Dec 2018;5;4;all;N/A;mean;1;41;11670;5425;11.67;5.43
Movistar;Antioquia, Colombia;;Dec 2018;4300;2730;all;N/A;mean;2193;58;11567;5397;11.57;5.40
Movistar;Arauca, Colombia;;Dec 2018;55;35;all;N/A;mean;17;63;11084;5949;11.08;5.95
Movistar;Atlantico, Colombia;;Dec 2018;3452;1796;all;N/A;mean;1336;98;11733;4933;11.73;4.93
Movistar;Bogota, Colombia;;Dec 2018;37320;23630;all;N/A;mean;11070;51;10401;3911;10.40;3.91
Movistar;Bolivar, Colombia;;Dec 2018;4079;2376;all;N/A;mean;1331;86;16567;8498;16.57;8.50
Movistar;Boyaca, Colombia;;Dec 2018;3728;2362;all;N/A;mean;1108;77;5732;1815;5.73;1.82
Movistar;Caldas, Colombia;;Dec 2018;759;469;all;N/A;mean;227;64;6315;2917;6.32;2.92
Movistar;Caquetá, Colombia;;Dec 2018;1082;721;all;N/A;mean;360;56;7669;2710;7.67;2.71
Movistar;Casanare, Colombia;;Dec 2018;541;379;all;N/A;mean;134;64;5884;1003;5.88;1.00
Movistar;Cauca Department, Colombia;;Dec 2018;2326;1492;all;N/A;mean;963;56;9441;2822;9.44;2.82
Movistar;Cesar, Colombia;;Dec 2018;1583;1038;all;N/A;mean;424;85;6588;1599;6.59;1.60
Movistar;Choco, Colombia;;Dec 2018;622;468;all;N/A;mean;160;86;6724;2937;6.72;2.94
Movistar;Cordoba, Colombia;;Dec 2018;2353;1500;all;N/A;mean;591;85;6545;1184;6.55;1.18
Movistar;Cundinamarca, Colombia;;Dec 2018;18700;11198;all;N/A;mean;6180;48;10658;3853;10.66;3.85
Movistar;Huila, Colombia;;Dec 2018;6257;3977;all;N/A;mean;2051;57;7144;2161;7.14;2.16
Movistar;La Guajira, Colombia;;Dec 2018;714;496;all;N/A;mean;220;100;5133;1286;5.13;1.29
Movistar;Magdalena, Colombia;;Dec 2018;4364;2896;all;N/A;mean;1408;77;11078;3886;11.08;3.89
Movistar;Meta, Colombia;;Dec 2018;3656;2404;all;N/A;mean;872;47;15558;8389;15.56;8.39
Movistar;Narino, Colombia;;Dec 2018;1928;1225;all;N/A;mean;457;78;6799;1460;6.80;1.46
Movistar;North Santander, Colombia;;Dec 2018;3580;2239;all;N/A;mean;1532;76;8324;2862;8.32;2.86
Movistar;Putumayo, Colombia;;Dec 2018;346;239;all;N/A;mean;76;75;4685;862;4.69;0.86
Movistar;Quindio, Colombia;;Dec 2018;1673;1120;all;N/A;mean;574;62;6578;1379;6.58;1.38
Movistar;Risaralda, Colombia;;Dec 2018;276;187;all;N/A;mean;109;61;6307;3015;6.31;3.02
Movistar;San Andrés and Providencia, Colombia;;Dec 2018;170;102;all;N/A;mean;59;232;1424;837;1.42;0.84
Movistar;Santander Department, Colombia;;Dec 2018;7489;4886;all;N/A;mean;2675;45;17766;9312;17.77;9.31
Movistar;Sucre, Colombia;;Dec 2018;2053;1341;all;N/A;mean;823;71;16434;6026;16.43;6.03
Movistar;Tolima, Colombia;;Dec 2018;14591;9352;all;N/A;mean;4174;48;8965;3475;8.97;3.48
Movistar;Valle del Cauca, Colombia;;Dec 2018;27042;17426;all;N/A;mean;7960;47;16685;8131;16.69;8.13
Movistar;Guaviare, Colombia;;Dec 2018;2;2;all;N/A;mean;2;25;10719;10217;10.72;10.22
Claro;Antioquia, Colombia;;Dec 2018;55057;28369;all;N/A;mean;15657;47;22990;7545;22.99;7.55
Claro;Arauca, Colombia;;Dec 2018;4;4;all;N/A;mean;4;69;4422;3182;4.42;3.18
Claro;Atlantico, Colombia;;Dec 2018;21057;11710;all;N/A;mean;6283;28;20892;5478;20.89;5.48
Claro;Bogota, Colombia;;Dec 2018;185956;97903;all;N/A;mean;52076;28;18627;5428;18.63;5.43
Claro;Bolivar, Colombia;;Dec 2018;7392;3942;all;N/A;mean;2366;29;17316;4305;17.32;4.31
Claro;Boyaca, Colombia;;Dec 2018;6979;3833;all;N/A;mean;2272;34;14943;3818;14.94;3.82
Claro;Caldas, Colombia;;Dec 2018;6357;3789;all;N/A;mean;1443;52;14910;3648;14.91;3.65
Claro;Caquetá, Colombia;;Dec 2018;849;470;all;N/A;mean;196;39;13920;5167;13.92;5.17
Claro;Casanare, Colombia;;Dec 2018;2426;1412;all;N/A;mean;800;42;16182;3690;16.18;3.69
Claro;Cauca Department, Colombia;;Dec 2018;9162;4699;all;N/A;mean;2259;71;14641;3262;14.64;3.26
Claro;Cesar, Colombia;;Dec 2018;3476;1745;all;N/A;mean;852;43;15682;3525;15.68;3.53
Claro;Choco, Colombia;;Dec 2018;10;10;all;N/A;mean;9;57;15213;3124;15.21;3.12
Claro;Cordoba, Colombia;;Dec 2018;2701;1415;all;N/A;mean;745;44;17045;3963;17.05;3.96
Claro;Cundinamarca, Colombia;;Dec 2018;54853;28117;all;N/A;mean;16379;38;17480;4967;17.48;4.97
Claro;Huila, Colombia;;Dec 2018;6341;3687;all;N/A;mean;1879;41;13137;4312;13.14;4.31
Claro;La Guajira, Colombia;;Dec 2018;1695;949;all;N/A;mean;459;51;12339;3170;12.34;3.17
Claro;Magdalena, Colombia;;Dec 2018;3745;2180;all;N/A;mean;1204;38;22449;7328;22.45;7.33
Claro;Meta, Colombia;;Dec 2018;7500;4116;all;N/A;mean;1985;33;14315;4134;14.32;4.13
Claro;Narino, Colombia;;Dec 2018;6925;3547;all;N/A;mean;1897;87;12419;2771;12.42;2.77
Claro;North Santander, Colombia;;Dec 2018;520;313;all;N/A;mean;250;118;10213;3006;10.21;3.01
Claro;Putumayo, Colombia;;Dec 2018;5;5;all;N/A;mean;5;139;5263;3577;5.26;3.58
Claro;Quindio, Colombia;;Dec 2018;6340;3954;all;N/A;mean;1362;56;14342;3363;14.34;3.36
Claro;Risaralda, Colombia;;Dec 2018;10605;6198;all;N/A;mean;2434;54;16218;4084;16.22;4.08
Claro;San Andrés and Providencia, Colombia;;Dec 2018;6;4;all;N/A;mean;2;2132;3708;3167;3.71;3.17
Claro;Santander Department, Colombia;;Dec 2018;18316;9303;all;N/A;mean;4653;57;15537;3678;15.54;3.68
Claro;Sucre, Colombia;;Dec 2018;1017;595;all;N/A;mean;306;36;16244;3890;16.24;3.89
Claro;Tolima, Colombia;;Dec 2018;7717;4320;all;N/A;mean;2236;47;14825;4321;14.83;4.32
Claro;Valle del Cauca, Colombia;;Dec 2018;58966;32328;all;N/A;mean;16425;62;17125;4221;17.13;4.22
Claro;Guaviare, Colombia;;Dec 2018;1;1;all;N/A;mean;1;40;21582;2722;21.58;2.72
ETB;Antioquia, Colombia;;Jan 2019;2264;1183;all;N/A;mean;815;29;18217;15425;18.22;15.43
ETB;Atlantico, Colombia;;Jan 2019;299;196;all;N/A;mean;135;37;24595;29222;24.60;29.22
ETB;Bogota, Colombia;;Jan 2019;133441;74742;all;N/A;mean;40413;25;25442;16381;25.44;16.38
ETB;Bolivar, Colombia;;Jan 2019;12;10;all;N/A;mean;10;49;2985;2601;2.99;2.60
ETB;Boyaca, Colombia;;Jan 2019;227;134;all;N/A;mean;88;34;11385;11230;11.39;11.23
ETB;Caldas, Colombia;;Jan 2019;2;2;all;N/A;mean;2;31;17975;18050;17.98;18.05
ETB;Casanare, Colombia;;Jan 2019;4;4;all;N/A;mean;3;33;954;1850;0.95;1.85
ETB;Cauca Department, Colombia;;Jan 2019;1;1;all;N/A;mean;1;22;19031;19062;19.03;19.06
ETB;Cesar, Colombia;;Jan 2019;9;2;all;N/A;mean;1;90;7380;5489;7.38;5.49
ETB;Cordoba, Colombia;;Jan 2019;40;25;all;N/A;mean;12;37;16126;15772;16.13;15.77
