Provider;Location;Device;Aggregate Date;Test Count;Sample Count;Platform;Technology Type;Metric Type;User Count;Latency;Download Speed;Upload Speed;Download Speed Mbps;Upload Speed Mbps
Tigo;Antioquia, Colombia;;Dec 2019;151058;46512;all;N/A;mean;46505;26;26425;10846;26.43;10.85
Tigo;Arauca, Colombia;;Dec 2019;2;2;all;N/A;mean;2;12;8007;4085;8.01;4.09
Tigo;Atlantico, Colombia;;Dec 2019;16845;4691;all;N/A;mean;4690;22;23228;7545;23.23;7.55
Tigo;Bogota, Colombia;;Dec 2019;30240;10132;all;N/A;mean;10125;22;26948;12435;26.95;12.44
Tigo;Bolivar, Colombia;;Dec 2019;15414;4679;all;N/A;mean;4676;28;19494;5468;19.49;5.47
Tigo;Boyaca, Colombia;;Dec 2019;2291;737;all;N/A;mean;737;20;19266;4932;19.27;4.93
Tigo;Caldas, Colombia;;Dec 2019;12438;3621;all;N/A;mean;3620;33;20339;9095;20.34;9.10
Tigo;Cauca Department, Colombia;;Dec 2019;5219;1174;all;N/A;mean;1174;47;16427;7258;16.43;7.26
Tigo;Cesar, Colombia;;Dec 2019;3929;1382;all;N/A;mean;1375;45;15144;3595;15.14;3.60
Tigo;Choco, Colombia;;Dec 2019;213;42;all;N/A;mean;42;26;21346;4383;21.35;4.38
Tigo;Cordoba, Colombia;;Dec 2019;4681;1651;all;N/A;mean;1648;40;17841;7923;17.84;7.92
Tigo;Cundinamarca, Colombia;;Dec 2019;5881;1947;all;N/A;mean;1946;27;33167;25069;33.17;25.07
Tigo;Huila, Colombia;;Dec 2019;2;2;all;N/A;mean;2;45;16809;7568;16.81;7.57
Tigo;La Guajira, Colombia;;Dec 2019;8;5;all;N/A;mean;5;73;5145;6408;5.15;6.41
Tigo;Magdalena, Colombia;;Dec 2019;4064;1358;all;N/A;mean;1357;23;19597;8213;19.60;8.21
Tigo;Meta, Colombia;;Dec 2019;1860;649;all;N/A;mean;649;34;22641;5640;22.64;5.64
Tigo;Narino, Colombia;;Dec 2019;1258;424;all;N/A;mean;424;34;23513;5296;23.51;5.30
Tigo;North Santander, Colombia;;Dec 2019;5992;1638;all;N/A;mean;1637;44;19348;8979;19.35;8.98
Tigo;Putumayo, Colombia;;Dec 2019;1;1;all;N/A;mean;1;18;6119;5770;6.12;5.77
Tigo;Quindio, Colombia;;Dec 2019;6603;1952;all;N/A;mean;1952;36;15857;4989;15.86;4.99
Tigo;Risaralda, Colombia;;Dec 2019;19333;5182;all;N/A;mean;5182;31;19803;8495;19.80;8.50
Tigo;San Andrés and Providencia, Colombia;;Dec 2019;71;19;all;N/A;mean;18;131;1723;2280;1.72;2.28
Tigo;Santander Department, Colombia;;Dec 2019;18344;5685;all;N/A;mean;5684;43;20555;6299;20.56;6.30
Tigo;Sucre, Colombia;;Dec 2019;3628;1165;all;N/A;mean;1164;43;14722;4840;14.72;4.84
Tigo;Tolima, Colombia;;Dec 2019;5813;1747;all;N/A;mean;1747;43;25020;13478;25.02;13.48
Tigo;Valle del Cauca, Colombia;;Dec 2019;35405;9306;all;N/A;mean;9305;32;22711;11604;22.71;11.60
Tigo;Vaupes, Colombia;;Dec 2019;6;4;all;N/A;mean;4;27;22930;5398;22.93;5.40
EMCALI;Antioquia, Colombia;;Dec 2019;1;1;all;N/A;mean;1;3;32387;26964;32.39;26.96
EMCALI;Cauca Department, Colombia;;Dec 2019;1;1;all;N/A;mean;1;27;3998;1521;4.00;1.52
EMCALI;Valle del Cauca, Colombia;;Dec 2019;13815;4709;all;N/A;mean;4708;41;11560;6113;11.56;6.11
Tigo;Antioquia, Colombia;;Jan 2020;156344;46619;all;N/A;mean;46619;31;26541;12405;26.54;12.41
Tigo;Atlantico, Colombia;;Jan 2020;17941;5082;all;N/A;mean;5082;24;22131;7355;22.13;7.36
Tigo;Bogota, Colombia;;Jan 2020;33623;10541;all;N/A;mean;10541;26;27187;14583;27.19;14.58
Tigo;Bolivar, Colombia;;Jan 2020;15810;4588;all;N/A;mean;4588;35;19170;5275;19.17;5.28
Tigo;Boyaca, Colombia;;Jan 2020;2755;853;all;N/A;mean;853;25;17384;4961;17.38;4.96
Tigo;Caldas, Colombia;;Jan 2020;13841;3948;all;N/A;mean;3948;35;20157;8662;20.16;8.66
Tigo;Cauca Department, Colombia;;Jan 2020;5196;1221;all;N/A;mean;1221;47;18648;10848;18.65;10.85
Tigo;Cesar, Colombia;;Jan 2020;4918;1572;all;N/A;mean;1572;55;14719;3924;14.72;3.92
Tigo;Choco, Colombia;;Jan 2020;43;11;all;N/A;mean;11;24;14233;3965;14.23;3.97
Tigo;Cordoba, Colombia;;Jan 2020;5032;1707;all;N/A;mean;1707;46;14926;4672;14.93;4.67
Tigo;Cundinamarca, Colombia;;Jan 2020;7292;1952;all;N/A;mean;1952;29;30839;23819;30.84;23.82
Tigo;Huila, Colombia;;Jan 2020;72;17;all;N/A;mean;17;21;63640;67572;63.64;67.57
Tigo;La Guajira, Colombia;;Jan 2020;13;11;all;N/A;mean;11;40;6410;4462;6.41;4.46
Tigo;Magdalena, Colombia;;Jan 2020;5337;1558;all;N/A;mean;1558;37;19665;7527;19.67;7.53
Tigo;Meta, Colombia;;Jan 2020;2102;739;all;N/A;mean;739;41;21145;4942;21.15;4.94
Tigo;Narino, Colombia;;Jan 2020;1290;415;all;N/A;mean;415;36;21897;5892;21.90;5.89
Tigo;North Santander, Colombia;;Jan 2020;7775;1953;all;N/A;mean;1953;62;18272;9210;18.27;9.21
Tigo;Quindio, Colombia;;Jan 2020;6910;1975;all;N/A;mean;1975;38;16542;4643;16.54;4.64
Tigo;Risaralda, Colombia;;Jan 2020;21451;5739;all;N/A;mean;5739;32;22537;10340;22.54;10.34
Tigo;San Andrés and Providencia, Colombia;;Jan 2020;49;17;all;N/A;mean;17;70;1802;1838;1.80;1.84
Tigo;Santander Department, Colombia;;Jan 2020;25868;6862;all;N/A;mean;6862;64;17492;5629;17.49;5.63
