Provider;Location;Device;Aggregate Date;Test Count;Sample Count;Platform;Technology Type;Metric Type;User Count;Latency;Download Speed;Upload Speed;Download Speed Mbps;Upload Speed Mbps
All Providers Combined;Bogotá, Bogota, Colombia;;Dec 2019;528898;145496;all;N/A;mean;145496;39;31797;15745;31.80;15.75
All Providers Combined;Bucaramanga, Bucaramanga, Santander Department, Colombia;;Dec 2019;40091;12121;all;N/A;mean;12121;37;34010;24688;34.01;24.69
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;Dec 2019;135467;36326;all;N/A;mean;36326;45;32497;20279;32.50;20.28
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;Dec 2019;162240;49504;all;N/A;mean;49504;35;29861;12075;29.86;12.08
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;Dec 2019;63301;18547;all;N/A;mean;18547;37;30263;18563;30.26;18.56
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;Dec 2019;30305;8644;all;N/A;mean;8644;31;30261;19753;30.26;19.75
All Providers Combined;Villavicencio, Villavicencio, Meta, Colombia;;Dec 2019;17743;4708;all;N/A;mean;4708;38;27759;13631;27.76;13.63
All Providers Combined;Ibagué, Ibague, Tolima, Colombia;;Dec 2019;26094;7476;all;N/A;mean;7476;45;21715;12464;21.72;12.46
All Providers Combined;Manizales, Manizales, Caldas, Colombia;;Dec 2019;18648;5002;all;N/A;mean;5002;39;23288;7647;23.29;7.65
All Providers Combined;Tunja, Tunja, Boyacá, Colombia;;Dec 2019;7572;2149;all;N/A;mean;2149;33;22243;8660;22.24;8.66
All Providers Combined;Bogotá, Bogota, Colombia;;Jan 2020;636035;170345;all;N/A;mean;170345;40;31588;16671;31.59;16.67
All Providers Combined;Bucaramanga, Bucaramanga, Santander Department, Colombia;;Jan 2020;43461;13102;all;N/A;mean;13102;44;34693;25419;34.69;25.42
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;Jan 2020;136013;36825;all;N/A;mean;36825;45;33252;22232;33.25;22.23
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;Jan 2020;165777;49248;all;N/A;mean;49248;41;30780;13677;30.78;13.68
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;Jan 2020;69555;19934;all;N/A;mean;19934;38;30385;18693;30.39;18.69
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;Jan 2020;31714;8676;all;N/A;mean;8676;34;29584;20445;29.58;20.45
All Providers Combined;Villavicencio, Villavicencio, Meta, Colombia;;Jan 2020;19014;5191;all;N/A;mean;5191;41;27476;13244;27.48;13.24
All Providers Combined;Ibagué, Ibague, Tolima, Colombia;;Jan 2020;29708;7704;all;N/A;mean;7704;45;22068;13655;22.07;13.66
All Providers Combined;Manizales, Manizales, Caldas, Colombia;;Jan 2020;19707;5177;all;N/A;mean;5177;42;23918;8016;23.92;8.02
All Providers Combined;Tunja, Tunja, Boyacá, Colombia;;Jan 2020;9411;2564;all;N/A;mean;2564;46;22194;8360;22.19;8.36
All Providers Combined;Bogotá, Bogota, Colombia;;feb-20;685128;183041;all;N/A;mean;183041;37;35489;18089;35.49;18.09
All Providers Combined;Bucaramanga, Bucaramanga, Santander Department, Colombia;;feb-20;38749;12648;all;N/A;mean;12648;42;37994;26655;37.99;26.66
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;feb-20;136737;37127;all;N/A;mean;37127;42;36405;23809;36.41;23.81
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;feb-20;186602;54241;all;N/A;mean;54241;34;33200;15077;33.20;15.08
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;feb-20;64883;18878;all;N/A;mean;18878;38;33389;20061;33.39;20.06
