Provider;Location;Device;Aggregate Date;Test Count;Sample Count;Platform;Technology Type;Metric Type;Device Count;Minimum Latency;Download Speed;Upload Speed;Download Speed Mbps;Upload Speed Mbps
Movistar;Antioquia, Colombia;;Jan 2018;1315;599;N/A;cellular;median;599;45;8766;3676;8.77;3.68
Movistar;Arauca, Colombia;;Jan 2018;41;15;N/A;cellular;median;15;71;8189;5500;8.19;5.50
Movistar;Atlantico, Colombia;;Jan 2018;386;181;N/A;cellular;median;181;61;16254;8507;16.25;8.51
Movistar;Bogota, Colombia;;Jan 2018;3187;1706;N/A;cellular;median;1706;31;9901;5682;9.90;5.68
Movistar;Bolivar, Colombia;;Jan 2018;293;132;N/A;cellular;median;132;66;8633;5024;8.63;5.02
Movistar;Boyaca, Colombia;;Jan 2018;319;117;N/A;cellular;median;117;41;2844;1276;2.84;1.28
Movistar;Caldas, Colombia;;Jan 2018;160;71;N/A;cellular;median;71;47;8138;5342;8.14;5.34
Movistar;Caquetá, Colombia;;Jan 2018;38;17;N/A;cellular;median;17;55;7869;3446;7.87;3.45
Movistar;Casanare, Colombia;;Jan 2018;55;31;N/A;cellular;median;31;30;16681;4822;16.68;4.82
Movistar;Cauca Department, Colombia;;Jan 2018;111;61;N/A;cellular;median;61;42;7814;5367;7.81;5.37
Movistar;Cesar, Colombia;;Jan 2018;206;82;N/A;cellular;median;82;72;6590;6730;6.59;6.73
Movistar;Choco, Colombia;;Jan 2018;25;11;N/A;cellular;median;11;53;10543;6683;10.54;6.68
Movistar;Cordoba, Colombia;;Jan 2018;78;46;N/A;cellular;median;46;70;3580;2174;3.58;2.17
Movistar;Cundinamarca, Colombia;;Jan 2018;611;334;N/A;cellular;median;334;37;3206;1957;3.21;1.96
Movistar;Huila, Colombia;;Jan 2018;195;95;N/A;cellular;median;95;38;9771;4063;9.77;4.06
Movistar;La Guajira, Colombia;;Jan 2018;69;36;N/A;cellular;median;36;76;2990;2708;2.99;2.71
Movistar;Magdalena, Colombia;;Jan 2018;124;61;N/A;cellular;median;61;69;7424;7271;7.42;7.27
Movistar;Meta, Colombia;;Jan 2018;220;90;N/A;cellular;median;90;34;10013;3351;10.01;3.35
Movistar;Narino, Colombia;;Jan 2018;255;86;N/A;cellular;median;86;51;7960;7686;7.96;7.69
Movistar;North Santander, Colombia;;Jan 2018;197;105;N/A;cellular;median;105;69;14468;5742;14.47;5.74
Movistar;Putumayo, Colombia;;Jan 2018;36;15;N/A;cellular;median;15;58;6006;2105;6.01;2.11
Movistar;Quindio, Colombia;;Jan 2018;128;79;N/A;cellular;median;79;58;11292;7701;11.29;7.70
Movistar;Risaralda, Colombia;;Jan 2018;195;96;N/A;cellular;median;96;50;12265;8074;12.27;8.07
Movistar;San Andrés and Providencia, Colombia;;Jan 2018;79;40;N/A;cellular;median;40;170;749;683;0.75;0.68
Movistar;Santander Department, Colombia;;Jan 2018;750;312;N/A;cellular;median;312;59;7073;3948;7.07;3.95
Movistar;Sucre, Colombia;;Jan 2018;79;31;N/A;cellular;median;31;69;2708;1859;2.71;1.86
Movistar;Tolima, Colombia;;Jan 2018;219;119;N/A;cellular;median;119;32;9234;4159;9.23;4.16
Movistar;Valle del Cauca, Colombia;;Jan 2018;1534;722;N/A;cellular;median;722;41;11793;7960;11.79;7.96
Movistar;Guaviare, Colombia;;Jan 2018;19;9;N/A;cellular;median;9;38;5184;5022;5.18;5.02
Movistar;Antioquia, Colombia;;feb-18;1219;554;N/A;cellular;median;554;41;8617;4719;8.62;4.72
Movistar;Arauca, Colombia;;feb-18;32;20;N/A;cellular;median;20;65;3954;3593;3.95;3.59
Movistar;Atlantico, Colombia;;feb-18;326;172;N/A;cellular;median;172;59;12536;10995;12.54;11.00
Movistar;Bogota, Colombia;;feb-18;3604;1805;N/A;cellular;median;1805;30;9640;5914;9.64;5.91
Movistar;Bolivar, Colombia;;feb-18;251;111;N/A;cellular;median;111;65;9101;6666;9.10;6.67
Movistar;Boyaca, Colombia;;feb-18;205;90;N/A;cellular;median;90;37;3585;1738;3.59;1.74
Movistar;Caldas, Colombia;;feb-18;179;77;N/A;cellular;median;77;44;9015;5806;9.02;5.81
Movistar;Caquetá, Colombia;;feb-18;60;28;N/A;cellular;median;28;43;4030;3551;4.03;3.55
Movistar;Casanare, Colombia;;feb-18;57;26;N/A;cellular;median;26;39;7719;3911;7.72;3.91
Movistar;Cauca Department, Colombia;;feb-18;146;55;N/A;cellular;median;55;46;3834;2411;3.83;2.41
Movistar;Cesar, Colombia;;feb-18;264;90;N/A;cellular;median;90;76;5858;5916;5.86;5.92
Movistar;Choco, Colombia;;feb-18;24;9;N/A;cellular;median;9;56;8924;2173;8.92;2.17
Movistar;Cordoba, Colombia;;feb-18;70;39;N/A;cellular;median;39;72;3308;2077;3.31;2.08
Movistar;Cundinamarca, Colombia;;feb-18;894;311;N/A;cellular;median;311;34;5304;2795;5.30;2.80
Movistar;Huila, Colombia;;feb-18;152;84;N/A;cellular;median;84;41;12505;5167;12.51;5.17
Movistar;La Guajira, Colombia;;feb-18;96;36;N/A;cellular;median;36;71;3280;3383;3.28;3.38
Movistar;Magdalena, Colombia;;feb-18;85;51;N/A;cellular;median;51;66;6915;6229;6.92;6.23
Movistar;Meta, Colombia;;feb-18;220;82;N/A;cellular;median;82;38;4802;1351;4.80;1.35
Movistar;Narino, Colombia;;feb-18;192;90;N/A;cellular;median;90;47;13192;9812;13.19;9.81
Movistar;North Santander, Colombia;;feb-18;212;99;N/A;cellular;median;99;67;6993;7005;6.99;7.01
Movistar;Putumayo, Colombia;;feb-18;21;10;N/A;cellular;median;10;40;13493;9290;13.49;9.29
Movistar;Quindio, Colombia;;feb-18;121;64;N/A;cellular;median;64;58;10471;7745;10.47;7.75
Movistar;Risaralda, Colombia;;feb-18;120;82;N/A;cellular;median;82;48;9525;6569;9.53;6.57
Movistar;San Andrés and Providencia, Colombia;;feb-18;63;28;N/A;cellular;median;28;186;776;1654;0.78;1.65
Movistar;Santander Department, Colombia;;feb-18;807;280;N/A;cellular;median;280;61;6951;5025;6.95;5.03
Movistar;Sucre, Colombia;;feb-18;48;15;N/A;cellular;median;15;73;4959;1238;4.96;1.24
Movistar;Tolima, Colombia;;feb-18;284;117;N/A;cellular;median;117;33;7882;3883;7.88;3.88
Movistar;Valle del Cauca, Colombia;;feb-18;1365;655;N/A;cellular;median;655;39;14867;9610;14.87;9.61
Movistar;Guaviare, Colombia;;feb-18;17;9;N/A;cellular;median;9;37;11110;5962;11.11;5.96
Movistar;Antioquia, Colombia;;mar-18;1316;607;N/A;cellular;median;607;41;8137;4699;8.14;4.70
Movistar;Arauca, Colombia;;mar-18;68;20;N/A;cellular;median;20;80;3010;3112;3.01;3.11
Movistar;Atlantico, Colombia;;mar-18;148;83;N/A;cellular;median;83;64;13354;7430;13.35;7.43
Movistar;Bogota, Colombia;;mar-18;4035;1925;N/A;cellular;median;1925;29;10222;6234;10.22;6.23
Movistar;Bolivar, Colombia;;mar-18;365;145;N/A;cellular;median;145;64;7999;4770;8.00;4.77
Movistar;Boyaca, Colombia;;mar-18;274;121;N/A;cellular;median;121;38;2843;1448;2.84;1.45
Movistar;Caldas, Colombia;;mar-18;126;64;N/A;cellular;median;64;44;8364;5028;8.36;5.03
Movistar;Caquetá, Colombia;;mar-18;73;43;N/A;cellular;median;43;43;2927;1549;2.93;1.55
Movistar;Casanare, Colombia;;mar-18;48;14;N/A;cellular;median;14;42;7816;1590;7.82;1.59
Movistar;Cauca Department, Colombia;;mar-18;164;64;N/A;cellular;median;64;43;6575;3806;6.58;3.81
Movistar;Cesar, Colombia;;mar-18;217;91;N/A;cellular;median;91;74;6113;6438;6.11;6.44
Movistar;Choco, Colombia;;mar-18;23;14;N/A;cellular;median;14;57;3604;1835;3.60;1.84
Movistar;Cordoba, Colombia;;mar-18;85;39;N/A;cellular;median;39;72;2944;3193;2.94;3.19
Movistar;Cundinamarca, Colombia;;mar-18;1107;389;N/A;cellular;median;389;35;4614;2559;4.61;2.56
Movistar;Huila, Colombia;;mar-18;212;98;N/A;cellular;median;98;37;11141;6918;11.14;6.92
Movistar;La Guajira, Colombia;;mar-18;180;44;N/A;cellular;median;44;75;2908;2661;2.91;2.66
Movistar;Magdalena, Colombia;;mar-18;106;70;N/A;cellular;median;70;69;8187;8143;8.19;8.14
Movistar;Meta, Colombia;;mar-18;204;99;N/A;cellular;median;99;37;11211;4574;11.21;4.57
Movistar;Narino, Colombia;;mar-18;187;76;N/A;cellular;median;76;46;12861;9254;12.86;9.25
Movistar;North Santander, Colombia;;mar-18;194;102;N/A;cellular;median;102;65;10967;5441;10.97;5.44
Movistar;Putumayo, Colombia;;mar-18;22;13;N/A;cellular;median;13;44;9390;7351;9.39;7.35
Movistar;Quindio, Colombia;;mar-18;145;60;N/A;cellular;median;60;58;8199;6331;8.20;6.33
Movistar;Risaralda, Colombia;;mar-18;205;89;N/A;cellular;median;89;50;10932;7421;10.93;7.42
Movistar;San Andrés and Providencia, Colombia;;mar-18;76;39;N/A;cellular;median;39;176;1462;708;1.46;0.71
Movistar;Santander Department, Colombia;;mar-18;908;302;N/A;cellular;median;302;58;9028;5423;9.03;5.42
Movistar;Sucre, Colombia;;mar-18;70;32;N/A;cellular;median;32;70;4441;6387;4.44;6.39
Movistar;Tolima, Colombia;;mar-18;247;131;N/A;cellular;median;131;33;8452;3624;8.45;3.62
Movistar;Valle del Cauca, Colombia;;mar-18;1504;715;N/A;cellular;median;715;39;13073;8800;13.07;8.80
Movistar;Vichada, Colombia;;mar-18;1;1;N/A;cellular;median;1;655;1990;1094;1.99;1.09
Movistar;Guaviare, Colombia;;mar-18;24;14;N/A;cellular;median;14;38;4409;6020;4.41;6.02
Movistar;Antioquia, Colombia;;Apr 2018;1377;694;N/A;cellular;median;694;40;9247;5204;9.25;5.20
Movistar;Arauca, Colombia;;Apr 2018;1;1;N/A;cellular;median;1;89;1633;504;1.63;0.50
Movistar;Atlantico, Colombia;;Apr 2018;161;95;N/A;cellular;median;95;62;13649;8036;13.65;8.04
Movistar;Bogota, Colombia;;Apr 2018;4482;2077;N/A;cellular;median;2077;29;10110;6065;10.11;6.07
Movistar;Bolivar, Colombia;;Apr 2018;201;100;N/A;cellular;median;100;67;7408;4504;7.41;4.50
Movistar;Boyaca, Colombia;;Apr 2018;306;99;N/A;cellular;median;99;39;5535;4972;5.54;4.97
Movistar;Caldas, Colombia;;Apr 2018;144;73;N/A;cellular;median;73;45;9221;7618;9.22;7.62
Movistar;Caquetá, Colombia;;Apr 2018;81;30;N/A;cellular;median;30;44;3404;3960;3.40;3.96
Movistar;Casanare, Colombia;;Apr 2018;52;33;N/A;cellular;median;33;40;14714;6527;14.71;6.53
Movistar;Cauca Department, Colombia;;Apr 2018;114;52;N/A;cellular;median;52;39;11124;7014;11.12;7.01
Movistar;Cesar, Colombia;;Apr 2018;181;62;N/A;cellular;median;62;69;7454;5751;7.45;5.75
Movistar;Choco, Colombia;;Apr 2018;12;8;N/A;cellular;median;8;52;7189;6317;7.19;6.32
Movistar;Cordoba, Colombia;;Apr 2018;66;30;N/A;cellular;median;30;73;5206;5462;5.21;5.46
Movistar;Cundinamarca, Colombia;;Apr 2018;931;377;N/A;cellular;median;377;33;7152;3154;7.15;3.15
Movistar;Huila, Colombia;;Apr 2018;202;115;N/A;cellular;median;115;39;10022;5269;10.02;5.27
Movistar;La Guajira, Colombia;;Apr 2018;38;28;N/A;cellular;median;28;68;3976;5635;3.98;5.64
Movistar;Magdalena, Colombia;;Apr 2018;92;58;N/A;cellular;median;58;67;7753;9346;7.75;9.35
Movistar;Meta, Colombia;;Apr 2018;185;88;N/A;cellular;median;88;39;7849;4209;7.85;4.21
Movistar;Narino, Colombia;;Apr 2018;217;82;N/A;cellular;median;82;46;10780;8112;10.78;8.11
Movistar;North Santander, Colombia;;Apr 2018;66;27;N/A;cellular;median;27;72;2916;934;2.92;0.93
Movistar;Putumayo, Colombia;;Apr 2018;20;10;N/A;cellular;median;10;47;6354;3616;6.35;3.62
Movistar;Quindio, Colombia;;Apr 2018;127;57;N/A;cellular;median;57;59;9834;6254;9.83;6.25
Movistar;Risaralda, Colombia;;Apr 2018;181;90;N/A;cellular;median;90;47;11485;8471;11.49;8.47
Movistar;San Andrés and Providencia, Colombia;;Apr 2018;29;17;N/A;cellular;median;17;182;2047;591;2.05;0.59
Movistar;Santander Department, Colombia;;Apr 2018;844;343;N/A;cellular;median;343;58;9093;4757;9.09;4.76
Movistar;Sucre, Colombia;;Apr 2018;41;20;N/A;cellular;median;20;67;5717;8245;5.72;8.25
Movistar;Tolima, Colombia;;Apr 2018;253;133;N/A;cellular;median;133;32;10361;5335;10.36;5.34
Movistar;Valle del Cauca, Colombia;;Apr 2018;1511;752;N/A;cellular;median;752;39;13986;9430;13.99;9.43
Movistar;Guaviare, Colombia;;Apr 2018;14;8;N/A;cellular;median;8;50;3362;7861;3.36;7.86
Movistar;Antioquia, Colombia;;may-18;1101;538;N/A;cellular;median;538;42;9852;6024;9.85;6.02
Movistar;Arauca, Colombia;;may-18;9;2;N/A;cellular;median;2;65;25645;7360;25.65;7.36
Movistar;Atlantico, Colombia;;may-18;151;84;N/A;cellular;median;84;61;8774;10918;8.77;10.92
Movistar;Bogota, Colombia;;may-18;4291;2008;N/A;cellular;median;2008;29;10252;6721;10.25;6.72
Movistar;Bolivar, Colombia;;may-18;133;76;N/A;cellular;median;76;65;7106;9073;7.11;9.07
Movistar;Boyaca, Colombia;;may-18;257;106;N/A;cellular;median;106;38;8482;3339;8.48;3.34
Movistar;Caldas, Colombia;;may-18;162;86;N/A;cellular;median;86;47;12849;9434;12.85;9.43
Movistar;Caquetá, Colombia;;may-18;48;26;N/A;cellular;median;26;42;4820;4772;4.82;4.77
Movistar;Casanare, Colombia;;may-18;37;26;N/A;cellular;median;26;32;19544;6841;19.54;6.84
Movistar;Cauca Department, Colombia;;may-18;100;48;N/A;cellular;median;48;39;12078;7963;12.08;7.96
Movistar;Cesar, Colombia;;may-18;300;70;N/A;cellular;median;70;70;4048;6209;4.05;6.21
Movistar;Choco, Colombia;;may-18;19;10;N/A;cellular;median;10;46;17427;12745;17.43;12.75
Movistar;Cordoba, Colombia;;may-18;60;35;N/A;cellular;median;35;69;2710;7936;2.71;7.94
Movistar;Cundinamarca, Colombia;;may-18;745;369;N/A;cellular;median;369;35;7103;3110;7.10;3.11
Movistar;Huila, Colombia;;may-18;242;120;N/A;cellular;median;120;39;8873;5023;8.87;5.02
Movistar;La Guajira, Colombia;;may-18;54;38;N/A;cellular;median;38;69;2908;4134;2.91;4.13
Movistar;Magdalena, Colombia;;may-18;112;66;N/A;cellular;median;66;67;4942;5910;4.94;5.91
Movistar;Meta, Colombia;;may-18;197;82;N/A;cellular;median;82;32;15925;7700;15.93;7.70
Movistar;Narino, Colombia;;may-18;201;91;N/A;cellular;median;91;44;6850;6184;6.85;6.18
Movistar;North Santander, Colombia;;may-18;38;13;N/A;cellular;median;13;75;6211;3855;6.21;3.86
Movistar;Putumayo, Colombia;;may-18;23;16;N/A;cellular;median;16;47;4915;3640;4.92;3.64
Movistar;Quindio, Colombia;;may-18;134;59;N/A;cellular;median;59;59;8792;7595;8.79;7.60
Movistar;Risaralda, Colombia;;may-18;174;87;N/A;cellular;median;87;51;8718;6114;8.72;6.11
Movistar;San Andrés and Providencia, Colombia;;may-18;6;4;N/A;cellular;median;4;308;856;479;0.86;0.48
Movistar;Santander Department, Colombia;;may-18;575;286;N/A;cellular;median;286;59;8171;5197;8.17;5.20
Movistar;Sucre, Colombia;;may-18;17;12;N/A;cellular;median;12;76;2744;1592;2.74;1.59
Movistar;Tolima, Colombia;;may-18;255;130;N/A;cellular;median;130;32;10134;6432;10.13;6.43
Movistar;Valle del Cauca, Colombia;;may-18;1466;761;N/A;cellular;median;761;40;10769;8192;10.77;8.19
Movistar;Guaviare, Colombia;;may-18;4;4;N/A;cellular;median;4;45;7787;5224;7.79;5.22
Movistar;Antioquia, Colombia;;jun-18;1221;541;N/A;cellular;median;541;44;9385;5328;9.39;5.33
Movistar;Arauca, Colombia;;jun-18;2;1;N/A;cellular;median;1;63;49320;26856;49.32;26.86
Movistar;Atlantico, Colombia;;jun-18;317;122;N/A;cellular;median;122;54;8801;12655;8.80;12.66
Movistar;Bogota, Colombia;;jun-18;3733;1905;N/A;cellular;median;1905;30;9634;6367;9.63;6.37
Movistar;Bolivar, Colombia;;jun-18;190;88;N/A;cellular;median;88;61;6169;6539;6.17;6.54
Movistar;Boyaca, Colombia;;jun-18;186;109;N/A;cellular;median;109;37;5634;3038;5.63;3.04
Movistar;Caldas, Colombia;;jun-18;131;75;N/A;cellular;median;75;45;11920;8169;11.92;8.17
Movistar;Caquetá, Colombia;;jun-18;56;16;N/A;cellular;median;16;38;4226;4548;4.23;4.55
Movistar;Casanare, Colombia;;jun-18;63;32;N/A;cellular;median;32;38;6459;1734;6.46;1.73
Movistar;Cauca Department, Colombia;;jun-18;85;42;N/A;cellular;median;42;44;6318;2872;6.32;2.87
Movistar;Cesar, Colombia;;jun-18;155;68;N/A;cellular;median;68;65;5928;4850;5.93;4.85
Movistar;Choco, Colombia;;jun-18;11;10;N/A;cellular;median;10;62;7174;2618;7.17;2.62
Movistar;Cordoba, Colombia;;jun-18;178;37;N/A;cellular;median;37;69;3321;9221;3.32;9.22
Movistar;Cundinamarca, Colombia;;jun-18;698;340;N/A;cellular;median;340;34;4313;2692;4.31;2.69
Movistar;Huila, Colombia;;jun-18;204;100;N/A;cellular;median;100;38;9468;6201;9.47;6.20
Movistar;La Guajira, Colombia;;jun-18;83;30;N/A;cellular;median;30;69;2068;6191;2.07;6.19
Movistar;Magdalena, Colombia;;jun-18;100;54;N/A;cellular;median;54;65;4022;5216;4.02;5.22
Movistar;Meta, Colombia;;jun-18;218;86;N/A;cellular;median;86;37;7740;3647;7.74;3.65
Movistar;Narino, Colombia;;jun-18;182;88;N/A;cellular;median;88;49;8871;6879;8.87;6.88
Movistar;North Santander, Colombia;;jun-18;60;31;N/A;cellular;median;31;78;4620;4427;4.62;4.43
Movistar;Putumayo, Colombia;;jun-18;101;20;N/A;cellular;median;20;57;5994;2581;5.99;2.58
Movistar;Quindio, Colombia;;jun-18;135;60;N/A;cellular;median;60;53;15693;12656;15.69;12.66
Movistar;Risaralda, Colombia;;jun-18;182;75;N/A;cellular;median;75;50;10012;4611;10.01;4.61
Movistar;San Andrés and Providencia, Colombia;;jun-18;16;9;N/A;cellular;median;9;300;704;605;0.70;0.61
Movistar;Santander Department, Colombia;;jun-18;688;290;N/A;cellular;median;290;60;11550;6454;11.55;6.45
Movistar;Sucre, Colombia;;jun-18;27;17;N/A;cellular;median;17;60;4640;3753;4.64;3.75
Movistar;Tolima, Colombia;;jun-18;186;121;N/A;cellular;median;121;34;7274;2828;7.27;2.83
Movistar;Valle del Cauca, Colombia;;jun-18;1311;672;N/A;cellular;median;672;38;11427;8700;11.43;8.70
Movistar;Guaviare, Colombia;;jun-18;28;9;N/A;cellular;median;9;42;5574;4354;5.57;4.35
Movistar;Antioquia, Colombia;;jul-18;974;484;N/A;cellular;median;484;47;13236;6589;13.24;6.59
Movistar;Arauca, Colombia;;jul-18;1;1;N/A;cellular;median;1;58;33243;2811;33.24;2.81
Movistar;Atlantico, Colombia;;jul-18;279;138;N/A;cellular;median;138;48;11620;11389;11.62;11.39
Movistar;Bogota, Colombia;;jul-18;3783;1982;N/A;cellular;median;1982;29;11032;6624;11.03;6.62
Movistar;Bolivar, Colombia;;jul-18;212;101;N/A;cellular;median;101;53;8299;6329;8.30;6.33
Movistar;Boyaca, Colombia;;jul-18;130;90;N/A;cellular;median;90;38;2893;1155;2.89;1.16
Movistar;Caldas, Colombia;;jul-18;202;85;N/A;cellular;median;85;45;12436;6800;12.44;6.80
Movistar;Caquetá, Colombia;;jul-18;37;26;N/A;cellular;median;26;47;5368;2974;5.37;2.97
Movistar;Casanare, Colombia;;jul-18;88;37;N/A;cellular;median;37;33;8216;3223;8.22;3.22
Movistar;Cauca Department, Colombia;;jul-18;179;72;N/A;cellular;median;72;42;12506;6142;12.51;6.14
Movistar;Cesar, Colombia;;jul-18;416;82;N/A;cellular;median;82;60;6705;5157;6.71;5.16
Movistar;Choco, Colombia;;jul-18;21;11;N/A;cellular;median;11;51;8774;4293;8.77;4.29
Movistar;Cordoba, Colombia;;jul-18;79;39;N/A;cellular;median;39;60;5568;10146;5.57;10.15
Movistar;Cundinamarca, Colombia;;jul-18;723;366;N/A;cellular;median;366;32;5928;3032;5.93;3.03
Movistar;Huila, Colombia;;jul-18;280;114;N/A;cellular;median;114;38;11071;6141;11.07;6.14
Movistar;La Guajira, Colombia;;jul-18;48;24;N/A;cellular;median;24;60;3877;7295;3.88;7.30
Movistar;Magdalena, Colombia;;jul-18;119;59;N/A;cellular;median;59;60;6954;7092;6.95;7.09
Movistar;Meta, Colombia;;jul-18;336;102;N/A;cellular;median;102;38;12285;5011;12.29;5.01
Movistar;Narino, Colombia;;jul-18;173;83;N/A;cellular;median;83;49;11198;7017;11.20;7.02
Movistar;North Santander, Colombia;;jul-18;35;19;N/A;cellular;median;19;68;4545;2757;4.55;2.76
Movistar;Putumayo, Colombia;;jul-18;19;15;N/A;cellular;median;15;49;5468;966;5.47;0.97
Movistar;Quindio, Colombia;;jul-18;141;72;N/A;cellular;median;72;61;17303;7339;17.30;7.34
Movistar;Risaralda, Colombia;;jul-18;179;95;N/A;cellular;median;95;50;15131;6477;15.13;6.48
Movistar;San Andrés and Providencia, Colombia;;jul-18;4;2;N/A;cellular;median;2;322;830;2195;0.83;2.20
Movistar;Santander Department, Colombia;;jul-18;819;345;N/A;cellular;median;345;56;9673;5769;9.67;5.77
Movistar;Sucre, Colombia;;jul-18;20;14;N/A;cellular;median;14;58;4577;13831;4.58;13.83
Movistar;Tolima, Colombia;;jul-18;220;121;N/A;cellular;median;121;36;12259;4340;12.26;4.34
Movistar;Valle del Cauca, Colombia;;jul-18;1446;740;N/A;cellular;median;740;39;16234;9567;16.23;9.57
Movistar;Guaviare, Colombia;;jul-18;30;8;N/A;cellular;median;8;36;9117;4969;9.12;4.97
Movistar;Antioquia, Colombia;;Aug 2018;1359;527;N/A;cellular;median;527;46;14047;6364;14.05;6.36
Movistar;Arauca, Colombia;;Aug 2018;12;4;N/A;cellular;median;4;58;28743;7749;28.74;7.75
Movistar;Atlantico, Colombia;;Aug 2018;411;105;N/A;cellular;median;105;57;11051;14864;11.05;14.86
Movistar;Bogota, Colombia;;Aug 2018;4759;2237;N/A;cellular;median;2237;30;10549;6691;10.55;6.69
Movistar;Bolivar, Colombia;;Aug 2018;296;108;N/A;cellular;median;108;61;7954;8953;7.95;8.95
Movistar;Boyaca, Colombia;;Aug 2018;209;116;N/A;cellular;median;116;35;6399;3765;6.40;3.77
Movistar;Caldas, Colombia;;Aug 2018;149;85;N/A;cellular;median;85;49;13042;5934;13.04;5.93
Movistar;Caquetá, Colombia;;Aug 2018;45;22;N/A;cellular;median;22;46;7078;3852;7.08;3.85
Movistar;Casanare, Colombia;;Aug 2018;44;30;N/A;cellular;median;30;36;22349;3796;22.35;3.80
Movistar;Cauca Department, Colombia;;Aug 2018;149;65;N/A;cellular;median;65;41;15045;6344;15.05;6.34
Movistar;Cesar, Colombia;;Aug 2018;327;78;N/A;cellular;median;78;66;6222;7561;6.22;7.56
Movistar;Choco, Colombia;;Aug 2018;45;21;N/A;cellular;median;21;52;9493;3326;9.49;3.33
Movistar;Cordoba, Colombia;;Aug 2018;96;49;N/A;cellular;median;49;64;4752;8326;4.75;8.33
Movistar;Cundinamarca, Colombia;;Aug 2018;1059;407;N/A;cellular;median;407;34;5159;1909;5.16;1.91
Movistar;Huila, Colombia;;Aug 2018;252;125;N/A;cellular;median;125;39;16931;8112;16.93;8.11
Movistar;La Guajira, Colombia;;Aug 2018;133;43;N/A;cellular;median;43;72;3264;7079;3.26;7.08
Movistar;Magdalena, Colombia;;Aug 2018;167;73;N/A;cellular;median;73;77;4515;8259;4.52;8.26
Movistar;Meta, Colombia;;Aug 2018;226;94;N/A;cellular;median;94;34;12369;5887;12.37;5.89
Movistar;Narino, Colombia;;Aug 2018;218;86;N/A;cellular;median;86;59;12767;10290;12.77;10.29
Movistar;North Santander, Colombia;;Aug 2018;90;44;N/A;cellular;median;44;69;7261;5546;7.26;5.55
Movistar;Putumayo, Colombia;;Aug 2018;24;15;N/A;cellular;median;15;49;13949;6436;13.95;6.44
Movistar;Quindio, Colombia;;Aug 2018;184;73;N/A;cellular;median;73;58;17720;8306;17.72;8.31
Movistar;Risaralda, Colombia;;Aug 2018;191;86;N/A;cellular;median;86;49;16460;7333;16.46;7.33
Movistar;San Andrés and Providencia, Colombia;;Aug 2018;46;19;N/A;cellular;median;19;170;1999;2046;2.00;2.05
Movistar;Santander Department, Colombia;;Aug 2018;1175;338;N/A;cellular;median;338;59;14434;7160;14.43;7.16
Movistar;Sucre, Colombia;;Aug 2018;35;18;N/A;cellular;median;18;60;4971;5303;4.97;5.30
Movistar;Tolima, Colombia;;Aug 2018;349;128;N/A;cellular;median;128;31;9080;3410;9.08;3.41
Movistar;Valle del Cauca, Colombia;;Aug 2018;1843;880;N/A;cellular;median;880;39;18639;9858;18.64;9.86
Movistar;Guaviare, Colombia;;Aug 2018;24;6;N/A;cellular;median;6;123;6694;3727;6.69;3.73
Movistar;Antioquia, Colombia;;sep-18;1446;614;N/A;cellular;median;614;42;13415;6545;13.42;6.55
Movistar;Arauca, Colombia;;sep-18;11;5;N/A;cellular;median;5;59;12999;3030;13.00;3.03
Movistar;Atlantico, Colombia;;sep-18;428;116;N/A;cellular;median;116;57;22704;12141;22.70;12.14
Movistar;Bogota, Colombia;;sep-18;7147;2668;N/A;cellular;median;2668;29;10250;6883;10.25;6.88
Movistar;Bolivar, Colombia;;sep-18;202;115;N/A;cellular;median;115;65;11491;7288;11.49;7.29
Movistar;Boyaca, Colombia;;sep-18;272;120;N/A;cellular;median;120;34;10107;5400;10.11;5.40
Movistar;Caldas, Colombia;;sep-18;188;87;N/A;cellular;median;87;49;15626;7312;15.63;7.31
Movistar;Caquetá, Colombia;;sep-18;70;25;N/A;cellular;median;25;45;11926;7162;11.93;7.16
Movistar;Casanare, Colombia;;sep-18;43;32;N/A;cellular;median;32;35;17976;5717;17.98;5.72
Movistar;Cauca Department, Colombia;;sep-18;174;78;N/A;cellular;median;78;42;7338;3645;7.34;3.65
Movistar;Cesar, Colombia;;sep-18;252;79;N/A;cellular;median;79;67;8443;5404;8.44;5.40
Movistar;Choco, Colombia;;sep-18;36;12;N/A;cellular;median;12;55;20789;9132;20.79;9.13
Movistar;Cordoba, Colombia;;sep-18;117;50;N/A;cellular;median;50;64;6878;5702;6.88;5.70
Movistar;Cundinamarca, Colombia;;sep-18;915;435;N/A;cellular;median;435;34;5571;2876;5.57;2.88
Movistar;Huila, Colombia;;sep-18;464;123;N/A;cellular;median;123;38;13106;6010;13.11;6.01
Movistar;La Guajira, Colombia;;sep-18;101;37;N/A;cellular;median;37;75;5369;5016;5.37;5.02
Movistar;Magdalena, Colombia;;sep-18;145;72;N/A;cellular;median;72;64;11243;10674;11.24;10.67
Movistar;Meta, Colombia;;sep-18;301;116;N/A;cellular;median;116;34;10879;5557;10.88;5.56
Movistar;Narino, Colombia;;sep-18;312;125;N/A;cellular;median;125;56;10406;7739;10.41;7.74
Movistar;North Santander, Colombia;;sep-18;142;33;N/A;cellular;median;33;72;8741;6501;8.74;6.50
Movistar;Putumayo, Colombia;;sep-18;31;15;N/A;cellular;median;15;58;2886;1070;2.89;1.07
Movistar;Quindio, Colombia;;sep-18;172;73;N/A;cellular;median;73;53;13964;9607;13.96;9.61
