Provider;Location;Device;Aggregate Date;Test Count;Sample Count;Platform;Technology Type;Metric Type;Device Count;Minimum Latency;Download Speed;Upload Speed;Download Speed Mbps;Upload Speed Mbps
Claro;Antioquia, Colombia;;Jan 2018;1695;813;N/A;cellular;median;813;63;13352;3471;13.35;3.47
Claro;Arauca, Colombia;;Jan 2018;50;16;N/A;cellular;median;16;71;8192;3377;8.19;3.38
Claro;Atlantico, Colombia;;Jan 2018;713;243;N/A;cellular;median;243;65;20702;7552;20.70;7.55
Claro;Bogota, Colombia;;Jan 2018;5231;2411;N/A;cellular;median;2411;58;13123;5356;13.12;5.36
Claro;Bolivar, Colombia;;Jan 2018;362;184;N/A;cellular;median;184;74;14712;4423;14.71;4.42
Claro;Boyaca, Colombia;;Jan 2018;322;166;N/A;cellular;median;166;63;12042;2317;12.04;2.32
Claro;Caldas, Colombia;;Jan 2018;321;121;N/A;cellular;median;121;70;11936;3403;11.94;3.40
Claro;Caquetá, Colombia;;Jan 2018;54;31;N/A;cellular;median;31;71;6480;2335;6.48;2.34
Claro;Casanare, Colombia;;Jan 2018;93;49;N/A;cellular;median;49;59;13814;5699;13.81;5.70
Claro;Cauca Department, Colombia;;Jan 2018;107;68;N/A;cellular;median;68;75;6589;1509;6.59;1.51
Claro;Cesar, Colombia;;Jan 2018;105;60;N/A;cellular;median;60;82;10724;1988;10.72;1.99
Claro;Choco, Colombia;;Jan 2018;60;35;N/A;cellular;median;35;89;5083;4950;5.08;4.95
Claro;Cordoba, Colombia;;Jan 2018;223;98;N/A;cellular;median;98;71;17648;5909;17.65;5.91
Claro;Cundinamarca, Colombia;;Jan 2018;999;494;N/A;cellular;median;494;58;9270;1630;9.27;1.63
Claro;Guainia, Colombia;;Jan 2018;3;1;N/A;cellular;median;1;664;329;100;0.33;0.10
Claro;Huila, Colombia;;Jan 2018;134;87;N/A;cellular;median;87;70;9913;1946;9.91;1.95
Claro;La Guajira, Colombia;;Jan 2018;134;28;N/A;cellular;median;28;89;5974;743;5.97;0.74
Claro;Magdalena, Colombia;;Jan 2018;194;85;N/A;cellular;median;85;78;8591;1666;8.59;1.67
Claro;Meta, Colombia;;Jan 2018;264;137;N/A;cellular;median;137;66;13027;5371;13.03;5.37
Claro;Narino, Colombia;;Jan 2018;154;75;N/A;cellular;median;75;80;8761;3029;8.76;3.03
Claro;North Santander, Colombia;;Jan 2018;189;94;N/A;cellular;median;94;72;16709;5898;16.71;5.90
Claro;Putumayo, Colombia;;Jan 2018;44;25;N/A;cellular;median;25;90;8077;4363;8.08;4.36
Claro;Quindio, Colombia;;Jan 2018;174;85;N/A;cellular;median;85;75;8997;1108;9.00;1.11
Claro;Risaralda, Colombia;;Jan 2018;264;117;N/A;cellular;median;117;72;8369;2385;8.37;2.39
Claro;San Andrés and Providencia, Colombia;;Jan 2018;47;25;N/A;cellular;median;25;162;4209;6016;4.21;6.02
Claro;Santander Department, Colombia;;Jan 2018;346;191;N/A;cellular;median;191;74;13993;2376;13.99;2.38
Claro;Sucre, Colombia;;Jan 2018;103;56;N/A;cellular;median;56;79;8867;1292;8.87;1.29
Claro;Tolima, Colombia;;Jan 2018;198;108;N/A;cellular;median;108;64;7575;1334;7.58;1.33
Claro;Valle del Cauca, Colombia;;Jan 2018;941;501;N/A;cellular;median;501;72;9522;1701;9.52;1.70
Claro;Vichada, Colombia;;Jan 2018;6;1;N/A;cellular;median;1;93;1904;646;1.90;0.65
Claro;Guaviare, Colombia;;Jan 2018;7;3;N/A;cellular;median;3;56;9918;2239;9.92;2.24
Claro;Antioquia, Colombia;;feb-18;1617;764;N/A;cellular;median;764;60;11288;3759;11.29;3.76
Claro;Arauca, Colombia;;feb-18;40;21;N/A;cellular;median;21;79;11904;8671;11.90;8.67
Claro;Atlantico, Colombia;;feb-18;977;232;N/A;cellular;median;232;59;17674;8100;17.67;8.10
Claro;Bogota, Colombia;;feb-18;5582;2526;N/A;cellular;median;2526;57;11326;6325;11.33;6.33
Claro;Bolivar, Colombia;;feb-18;344;155;N/A;cellular;median;155;73;14514;3996;14.51;4.00
Claro;Boyaca, Colombia;;feb-18;254;142;N/A;cellular;median;142;63;8797;2759;8.80;2.76
Claro;Caldas, Colombia;;feb-18;212;106;N/A;cellular;median;106;67;14936;5393;14.94;5.39
Claro;Caquetá, Colombia;;feb-18;94;53;N/A;cellular;median;53;79;8226;3869;8.23;3.87
Claro;Casanare, Colombia;;feb-18;126;51;N/A;cellular;median;51;59;13550;5836;13.55;5.84
Claro;Cauca Department, Colombia;;feb-18;137;58;N/A;cellular;median;58;70;9308;3658;9.31;3.66
Claro;Cesar, Colombia;;feb-18;130;51;N/A;cellular;median;51;83;9335;1532;9.34;1.53
Claro;Choco, Colombia;;feb-18;47;30;N/A;cellular;median;30;81;6609;9289;6.61;9.29
Claro;Cordoba, Colombia;;feb-18;158;72;N/A;cellular;median;72;73;14879;4039;14.88;4.04
Claro;Cundinamarca, Colombia;;feb-18;959;442;N/A;cellular;median;442;59;8435;2147;8.44;2.15
Claro;Huila, Colombia;;feb-18;147;91;N/A;cellular;median;91;78;8496;3002;8.50;3.00
Claro;La Guajira, Colombia;;feb-18;38;24;N/A;cellular;median;24;88;5325;909;5.33;0.91
Claro;Magdalena, Colombia;;feb-18;108;62;N/A;cellular;median;62;76;9730;1679;9.73;1.68
Claro;Meta, Colombia;;feb-18;244;137;N/A;cellular;median;137;71;11495;4806;11.50;4.81
Claro;Narino, Colombia;;feb-18;100;50;N/A;cellular;median;50;77;7015;1226;7.02;1.23
Claro;North Santander, Colombia;;feb-18;193;97;N/A;cellular;median;97;77;9307;2877;9.31;2.88
Claro;Putumayo, Colombia;;feb-18;37;18;N/A;cellular;median;18;88;3722;718;3.72;0.72
Claro;Quindio, Colombia;;feb-18;177;77;N/A;cellular;median;77;74;8695;1290;8.70;1.29
Claro;Risaralda, Colombia;;feb-18;274;131;N/A;cellular;median;131;72;10760;3082;10.76;3.08
Claro;San Andrés and Providencia, Colombia;;feb-18;85;19;N/A;cellular;median;19;177;3366;5075;3.37;5.08
Claro;Santander Department, Colombia;;feb-18;371;167;N/A;cellular;median;167;76;11903;3253;11.90;3.25
Claro;Sucre, Colombia;;feb-18;90;27;N/A;cellular;median;27;76;7474;2038;7.47;2.04
Claro;Tolima, Colombia;;feb-18;205;107;N/A;cellular;median;107;66;8756;1185;8.76;1.19
Claro;Valle del Cauca, Colombia;;feb-18;1027;470;N/A;cellular;median;470;69;10522;2126;10.52;2.13
Claro;Guaviare, Colombia;;feb-18;19;8;N/A;cellular;median;8;71;3666;760;3.67;0.76
Claro;Antioquia, Colombia;;mar-18;1924;1021;N/A;cellular;median;1021;58;12950;4903;12.95;4.90
Claro;Arauca, Colombia;;mar-18;33;17;N/A;cellular;median;17;80;8377;1331;8.38;1.33
Claro;Atlantico, Colombia;;mar-18;496;223;N/A;cellular;median;223;58;21048;6574;21.05;6.57
Claro;Bogota, Colombia;;mar-18;6309;3020;N/A;cellular;median;3020;55;12806;5823;12.81;5.82
Claro;Bolivar, Colombia;;mar-18;318;165;N/A;cellular;median;165;63;17416;6231;17.42;6.23
Claro;Boyaca, Colombia;;mar-18;367;197;N/A;cellular;median;197;64;10851;2912;10.85;2.91
Claro;Caldas, Colombia;;mar-18;229;114;N/A;cellular;median;114;69;12970;3334;12.97;3.33
Claro;Caquetá, Colombia;;mar-18;108;54;N/A;cellular;median;54;76;9065;4102;9.07;4.10
Claro;Casanare, Colombia;;mar-18;144;60;N/A;cellular;median;60;59;13837;6183;13.84;6.18
Claro;Cauca Department, Colombia;;mar-18;221;94;N/A;cellular;median;94;72;7489;1692;7.49;1.69
Claro;Cesar, Colombia;;mar-18;160;77;N/A;cellular;median;77;75;11364;2168;11.36;2.17
Claro;Choco, Colombia;;mar-18;111;42;N/A;cellular;median;42;87;3967;2075;3.97;2.08
Claro;Cordoba, Colombia;;mar-18;250;77;N/A;cellular;median;77;65;10481;2253;10.48;2.25
Claro;Cundinamarca, Colombia;;mar-18;1195;601;N/A;cellular;median;601;59;9100;2162;9.10;2.16
Claro;Huila, Colombia;;mar-18;205;84;N/A;cellular;median;84;71;7961;2660;7.96;2.66
Claro;La Guajira, Colombia;;mar-18;75;35;N/A;cellular;median;35;77;8711;1310;8.71;1.31
Claro;Magdalena, Colombia;;mar-18;225;86;N/A;cellular;median;86;70;9104;1895;9.10;1.90
Claro;Meta, Colombia;;mar-18;430;193;N/A;cellular;median;193;66;13668;7728;13.67;7.73
Claro;Narino, Colombia;;mar-18;154;71;N/A;cellular;median;71;73;11936;4077;11.94;4.08
Claro;North Santander, Colombia;;mar-18;208;118;N/A;cellular;median;118;72;14200;4141;14.20;4.14
Claro;Putumayo, Colombia;;mar-18;57;22;N/A;cellular;median;22;81;1484;835;1.48;0.84
Claro;Quindio, Colombia;;mar-18;188;88;N/A;cellular;median;88;70;9052;1992;9.05;1.99
Claro;Risaralda, Colombia;;mar-18;318;168;N/A;cellular;median;168;70;16950;5192;16.95;5.19
Claro;San Andrés and Providencia, Colombia;;mar-18;80;25;N/A;cellular;median;25;170;4297;3687;4.30;3.69
Claro;Santander Department, Colombia;;mar-18;454;229;N/A;cellular;median;229;72;9343;1851;9.34;1.85
Claro;Sucre, Colombia;;mar-18;92;48;N/A;cellular;median;48;66;8094;1088;8.09;1.09
Claro;Tolima, Colombia;;mar-18;293;157;N/A;cellular;median;157;60;9716;1309;9.72;1.31
Claro;Valle del Cauca, Colombia;;mar-18;1294;562;N/A;cellular;median;562;68;9809;1556;9.81;1.56
Claro;Vichada, Colombia;;mar-18;2;1;N/A;cellular;median;1;191;1699;509;1.70;0.51
Claro;Guaviare, Colombia;;mar-18;12;8;N/A;cellular;median;8;71;10979;1667;10.98;1.67
Claro;Antioquia, Colombia;;Apr 2018;2537;1081;N/A;cellular;median;1081;58;14573;5554;14.57;5.55
Claro;Arauca, Colombia;;Apr 2018;26;11;N/A;cellular;median;11;68;11791;3264;11.79;3.26
Claro;Atlantico, Colombia;;Apr 2018;483;223;N/A;cellular;median;223;53;24221;10065;24.22;10.07
Claro;Bogota, Colombia;;Apr 2018;6167;2816;N/A;cellular;median;2816;56;12393;6354;12.39;6.35
Claro;Bolivar, Colombia;;Apr 2018;262;131;N/A;cellular;median;131;66;15435;6828;15.44;6.83
Claro;Boyaca, Colombia;;Apr 2018;372;177;N/A;cellular;median;177;59;11727;4075;11.73;4.08
Claro;Caldas, Colombia;;Apr 2018;276;122;N/A;cellular;median;122;66;14777;5946;14.78;5.95
Claro;Caquetá, Colombia;;Apr 2018;80;44;N/A;cellular;median;44;83;5582;1494;5.58;1.49
Claro;Casanare, Colombia;;Apr 2018;136;51;N/A;cellular;median;51;63;9151;2390;9.15;2.39
Claro;Cauca Department, Colombia;;Apr 2018;180;85;N/A;cellular;median;85;71;5826;968;5.83;0.97
Claro;Cesar, Colombia;;Apr 2018;210;68;N/A;cellular;median;68;72;19780;10232;19.78;10.23
Claro;Choco, Colombia;;Apr 2018;79;26;N/A;cellular;median;26;80;6081;2099;6.08;2.10
Claro;Cordoba, Colombia;;Apr 2018;138;76;N/A;cellular;median;76;64;16679;5387;16.68;5.39
Claro;Cundinamarca, Colombia;;Apr 2018;1009;512;N/A;cellular;median;512;59;9591;2542;9.59;2.54
Claro;Huila, Colombia;;Apr 2018;236;106;N/A;cellular;median;106;76;7342;1821;7.34;1.82
Claro;La Guajira, Colombia;;Apr 2018;100;34;N/A;cellular;median;34;80;7109;1821;7.11;1.82
Claro;Magdalena, Colombia;;Apr 2018;126;71;N/A;cellular;median;71;72;9995;1551;10.00;1.55
Claro;Meta, Colombia;;Apr 2018;358;165;N/A;cellular;median;165;69;10272;3094;10.27;3.09
Claro;Narino, Colombia;;Apr 2018;173;77;N/A;cellular;median;77;72;8487;3575;8.49;3.58
Claro;North Santander, Colombia;;Apr 2018;77;29;N/A;cellular;median;29;78;7225;1647;7.23;1.65
Claro;Putumayo, Colombia;;Apr 2018;31;19;N/A;cellular;median;19;92;5455;1040;5.46;1.04
Claro;Quindio, Colombia;;Apr 2018;144;72;N/A;cellular;median;72;71;8417;1869;8.42;1.87
Claro;Risaralda, Colombia;;Apr 2018;300;139;N/A;cellular;median;139;69;15405;5499;15.41;5.50
Claro;San Andrés and Providencia, Colombia;;Apr 2018;23;15;N/A;cellular;median;15;177;3681;3016;3.68;3.02
Claro;Santander Department, Colombia;;Apr 2018;483;241;N/A;cellular;median;241;70;13202;3050;13.20;3.05
Claro;Sucre, Colombia;;Apr 2018;64;34;N/A;cellular;median;34;71;7165;1024;7.17;1.02
Claro;Tolima, Colombia;;Apr 2018;289;145;N/A;cellular;median;145;60;11640;3404;11.64;3.40
Claro;Valle del Cauca, Colombia;;Apr 2018;1489;704;N/A;cellular;median;704;69;8341;1221;8.34;1.22
Claro;Guaviare, Colombia;;Apr 2018;11;5;N/A;cellular;median;5;70;12562;11021;12.56;11.02
Claro;Antioquia, Colombia;;may-18;2703;1097;N/A;cellular;median;1097;58;14753;5974;14.75;5.97
Claro;Arauca, Colombia;;may-18;3;3;N/A;cellular;median;3;78;1289;8161;1.29;8.16
Claro;Atlantico, Colombia;;may-18;530;228;N/A;cellular;median;228;55;21889;7907;21.89;7.91
Claro;Bogota, Colombia;;may-18;6437;2851;N/A;cellular;median;2851;56;13160;7191;13.16;7.19
Claro;Bolivar, Colombia;;may-18;283;129;N/A;cellular;median;129;69;18438;8852;18.44;8.85
Claro;Boyaca, Colombia;;may-18;498;203;N/A;cellular;median;203;59;11680;5435;11.68;5.44
Claro;Caldas, Colombia;;may-18;219;109;N/A;cellular;median;109;62;13311;4463;13.31;4.46
Claro;Caquetá, Colombia;;may-18;85;41;N/A;cellular;median;41;78;9565;2511;9.57;2.51
Claro;Casanare, Colombia;;may-18;116;61;N/A;cellular;median;61;64;12797;3959;12.80;3.96
Claro;Cauca Department, Colombia;;may-18;149;75;N/A;cellular;median;75;71;8003;1809;8.00;1.81
Claro;Cesar, Colombia;;may-18;174;68;N/A;cellular;median;68;76;11834;4555;11.83;4.56
Claro;Choco, Colombia;;may-18;89;37;N/A;cellular;median;37;81;4045;1663;4.05;1.66
Claro;Cordoba, Colombia;;may-18;161;72;N/A;cellular;median;72;66;14304;6166;14.30;6.17
Claro;Cundinamarca, Colombia;;may-18;1325;538;N/A;cellular;median;538;58;9281;2158;9.28;2.16
Claro;Huila, Colombia;;may-18;276;106;N/A;cellular;median;106;74;8455;2498;8.46;2.50
Claro;La Guajira, Colombia;;may-18;65;34;N/A;cellular;median;34;73;8620;960;8.62;0.96
Claro;Magdalena, Colombia;;may-18;174;77;N/A;cellular;median;77;64;15584;2194;15.58;2.19
Claro;Meta, Colombia;;may-18;342;169;N/A;cellular;median;169;67;12483;4442;12.48;4.44
Claro;Narino, Colombia;;may-18;161;73;N/A;cellular;median;73;74;14908;3014;14.91;3.01
Claro;North Santander, Colombia;;may-18;22;14;N/A;cellular;median;14;74;3575;1963;3.58;1.96
Claro;Putumayo, Colombia;;may-18;37;16;N/A;cellular;median;16;107;3338;731;3.34;0.73
Claro;Quindio, Colombia;;may-18;223;84;N/A;cellular;median;84;78;8768;2160;8.77;2.16
Claro;Risaralda, Colombia;;may-18;405;156;N/A;cellular;median;156;68;10803;3608;10.80;3.61
Claro;San Andrés and Providencia, Colombia;;may-18;1;1;N/A;cellular;median;1;219;6676;20888;6.68;20.89
Claro;Santander Department, Colombia;;may-18;494;228;N/A;cellular;median;228;72;11195;2645;11.20;2.65
Claro;Sucre, Colombia;;may-18;74;25;N/A;cellular;median;25;67;19664;5934;19.66;5.93
Claro;Tolima, Colombia;;may-18;320;136;N/A;cellular;median;136;60;9112;1515;9.11;1.52
Claro;Valle del Cauca, Colombia;;may-18;2093;859;N/A;cellular;median;859;65;9100;1672;9.10;1.67
Claro;Guaviare, Colombia;;may-18;13;7;N/A;cellular;median;7;89;10236;8011;10.24;8.01
Claro;Antioquia, Colombia;;jun-18;2261;953;N/A;cellular;median;953;58;12803;5125;12.80;5.13
Claro;Arauca, Colombia;;jun-18;3;3;N/A;cellular;median;3;85;3061;604;3.06;0.60
Claro;Atlantico, Colombia;;jun-18;780;223;N/A;cellular;median;223;57;20248;8403;20.25;8.40
Claro;Bogota, Colombia;;jun-18;6379;2615;N/A;cellular;median;2615;55;12467;6748;12.47;6.75
Claro;Bolivar, Colombia;;jun-18;472;137;N/A;cellular;median;137;67;14066;5181;14.07;5.18
Claro;Boyaca, Colombia;;jun-18;423;182;N/A;cellular;median;182;59;11037;6089;11.04;6.09
Claro;Caldas, Colombia;;jun-18;244;117;N/A;cellular;median;117;63;11814;2075;11.81;2.08
Claro;Caquetá, Colombia;;jun-18;24;16;N/A;cellular;median;16;78;19267;12065;19.27;12.07
Claro;Casanare, Colombia;;jun-18;208;60;N/A;cellular;median;60;59;9332;5361;9.33;5.36
Claro;Cauca Department, Colombia;;jun-18;109;51;N/A;cellular;median;51;64;6564;832;6.56;0.83
Claro;Cesar, Colombia;;jun-18;118;65;N/A;cellular;median;65;68;15334;5415;15.33;5.42
Claro;Choco, Colombia;;jun-18;126;34;N/A;cellular;median;34;67;6847;3696;6.85;3.70
Claro;Cordoba, Colombia;;jun-18;244;76;N/A;cellular;median;76;65;18347;6401;18.35;6.40
Claro;Cundinamarca, Colombia;;jun-18;1337;535;N/A;cellular;median;535;58;9768;3368;9.77;3.37
Claro;Huila, Colombia;;jun-18;206;77;N/A;cellular;median;77;59;19071;6445;19.07;6.45
Claro;La Guajira, Colombia;;jun-18;64;28;N/A;cellular;median;28;69;13387;5917;13.39;5.92
Claro;Magdalena, Colombia;;jun-18;128;76;N/A;cellular;median;76;68;14123;2550;14.12;2.55
Claro;Meta, Colombia;;jun-18;319;148;N/A;cellular;median;148;66;12608;5205;12.61;5.21
Claro;Narino, Colombia;;jun-18;55;26;N/A;cellular;median;26;74;18010;5529;18.01;5.53
Claro;North Santander, Colombia;;jun-18;48;19;N/A;cellular;median;19;73;7295;3334;7.30;3.33
Claro;Putumayo, Colombia;;jun-18;11;9;N/A;cellular;median;9;81;2138;864;2.14;0.86
Claro;Quindio, Colombia;;jun-18;173;77;N/A;cellular;median;77;68;10661;2663;10.66;2.66
Claro;Risaralda, Colombia;;jun-18;533;142;N/A;cellular;median;142;59;14184;6306;14.18;6.31
Claro;Santander Department, Colombia;;jun-18;440;199;N/A;cellular;median;199;71;10284;2051;10.28;2.05
Claro;Sucre, Colombia;;jun-18;112;31;N/A;cellular;median;31;59;11531;7997;11.53;8.00
Claro;Tolima, Colombia;;jun-18;217;132;N/A;cellular;median;132;59;10541;2018;10.54;2.02
Claro;Valle del Cauca, Colombia;;jun-18;1669;768;N/A;cellular;median;768;58;9976;1740;9.98;1.74
Claro;Guaviare, Colombia;;jun-18;13;7;N/A;cellular;median;7;68;5102;8863;5.10;8.86
Claro;Antioquia, Colombia;;jul-18;2872;1064;N/A;cellular;median;1064;58;10216;5474;10.22;5.47
Claro;Arauca, Colombia;;jul-18;7;5;N/A;cellular;median;5;54;1545;7511;1.55;7.51
Claro;Atlantico, Colombia;;jul-18;903;288;N/A;cellular;median;288;55;19548;7903;19.55;7.90
Claro;Bogota, Colombia;;jul-18;6416;2803;N/A;cellular;median;2803;55;12184;6843;12.18;6.84
Claro;Bolivar, Colombia;;jul-18;420;174;N/A;cellular;median;174;65;14965;6108;14.97;6.11
Claro;Boyaca, Colombia;;jul-18;532;201;N/A;cellular;median;201;63;8716;2862;8.72;2.86
Claro;Caldas, Colombia;;jul-18;331;140;N/A;cellular;median;140;64;11137;2644;11.14;2.64
Claro;Caquetá, Colombia;;jul-18;51;26;N/A;cellular;median;26;77;8741;3708;8.74;3.71
Claro;Casanare, Colombia;;jul-18;146;71;N/A;cellular;median;71;63;11757;5338;11.76;5.34
Claro;Cauca Department, Colombia;;jul-18;125;46;N/A;cellular;median;46;62;9442;2465;9.44;2.47
Claro;Cesar, Colombia;;jul-18;199;92;N/A;cellular;median;92;71;11433;4452;11.43;4.45
Claro;Choco, Colombia;;jul-18;73;32;N/A;cellular;median;32;76;4576;2603;4.58;2.60
Claro;Cordoba, Colombia;;jul-18;156;72;N/A;cellular;median;72;65;12696;5504;12.70;5.50
Claro;Cundinamarca, Colombia;;jul-18;1314;606;N/A;cellular;median;606;58;9685;3019;9.69;3.02
Claro;Huila, Colombia;;jul-18;268;90;N/A;cellular;median;90;70;9987;3187;9.99;3.19
Claro;La Guajira, Colombia;;jul-18;72;31;N/A;cellular;median;31;78;5155;1027;5.16;1.03
Claro;Magdalena, Colombia;;jul-18;195;104;N/A;cellular;median;104;62;12334;3908;12.33;3.91
Claro;Meta, Colombia;;jul-18;381;178;N/A;cellular;median;178;62;13392;4837;13.39;4.84
Claro;Narino, Colombia;;jul-18;78;42;N/A;cellular;median;42;69;9132;948;9.13;0.95
Claro;North Santander, Colombia;;jul-18;23;7;N/A;cellular;median;7;72;11975;9950;11.98;9.95
Claro;Putumayo, Colombia;;jul-18;21;15;N/A;cellular;median;15;79;2161;829;2.16;0.83
Claro;Quindio, Colombia;;jul-18;178;89;N/A;cellular;median;89;64;9450;2134;9.45;2.13
Claro;Risaralda, Colombia;;jul-18;511;173;N/A;cellular;median;173;65;13072;4847;13.07;4.85
Claro;San Andrés and Providencia, Colombia;;jul-18;1;1;N/A;cellular;median;1;3433;79;242;0.08;0.24
Claro;Santander Department, Colombia;;jul-18;751;231;N/A;cellular;median;231;71;10650;3379;10.65;3.38
Claro;Sucre, Colombia;;jul-18;60;42;N/A;cellular;median;42;59;11150;4418;11.15;4.42
Claro;Tolima, Colombia;;jul-18;324;149;N/A;cellular;median;149;59;9888;2066;9.89;2.07
Claro;Valle del Cauca, Colombia;;jul-18;1836;828;N/A;cellular;median;828;59;9744;1760;9.74;1.76
Claro;Guaviare, Colombia;;jul-18;4;4;N/A;cellular;median;4;75;22481;17242;22.48;17.24
Claro;Antioquia, Colombia;;Aug 2018;2705;1144;N/A;cellular;median;1144;58;9484;4995;9.48;5.00
Claro;Arauca, Colombia;;Aug 2018;38;15;N/A;cellular;median;15;73;6341;2401;6.34;2.40
Claro;Atlantico, Colombia;;Aug 2018;483;222;N/A;cellular;median;222;58;21525;9479;21.53;9.48
Claro;Bogota, Colombia;;Aug 2018;7035;3187;N/A;cellular;median;3187;57;11377;6917;11.38;6.92
Claro;Bolivar, Colombia;;Aug 2018;258;134;N/A;cellular;median;134;72;17095;6770;17.10;6.77
Claro;Boyaca, Colombia;;Aug 2018;485;206;N/A;cellular;median;206;59;11882;5802;11.88;5.80
Claro;Caldas, Colombia;;Aug 2018;311;147;N/A;cellular;median;147;66;10015;2222;10.02;2.22
Claro;Caquetá, Colombia;;Aug 2018;97;59;N/A;cellular;median;59;84;9675;3121;9.68;3.12
Claro;Casanare, Colombia;;Aug 2018;136;73;N/A;cellular;median;73;59;8818;2631;8.82;2.63
Claro;Cauca Department, Colombia;;Aug 2018;225;83;N/A;cellular;median;83;65;9742;2334;9.74;2.33
Claro;Cesar, Colombia;;Aug 2018;234;87;N/A;cellular;median;87;71;13935;3901;13.94;3.90
Claro;Choco, Colombia;;Aug 2018;153;58;N/A;cellular;median;58;76;7552;2199;7.55;2.20
Claro;Cordoba, Colombia;;Aug 2018;184;89;N/A;cellular;median;89;67;14115;5783;14.12;5.78
Claro;Cundinamarca, Colombia;;Aug 2018;1540;687;N/A;cellular;median;687;58;10411;3794;10.41;3.79
Claro;Huila, Colombia;;Aug 2018;440;125;N/A;cellular;median;125;69;16612;5655;16.61;5.66
Claro;La Guajira, Colombia;;Aug 2018;107;45;N/A;cellular;median;45;78;13096;1904;13.10;1.90
Claro;Magdalena, Colombia;;Aug 2018;146;86;N/A;cellular;median;86;69;15592;3659;15.59;3.66
Claro;Meta, Colombia;;Aug 2018;345;187;N/A;cellular;median;187;69;11125;3951;11.13;3.95
Claro;Narino, Colombia;;Aug 2018;97;24;N/A;cellular;median;24;76;9654;3159;9.65;3.16
Claro;North Santander, Colombia;;Aug 2018;72;36;N/A;cellular;median;36;71;9071;4375;9.07;4.38
Claro;Putumayo, Colombia;;Aug 2018;14;10;N/A;cellular;median;10;100;2548;792;2.55;0.79
Claro;Quindio, Colombia;;Aug 2018;156;85;N/A;cellular;median;85;73;12309;3389;12.31;3.39
Claro;Risaralda, Colombia;;Aug 2018;443;189;N/A;cellular;median;189;62;14409;6713;14.41;6.71
Claro;San Andrés and Providencia, Colombia;;Aug 2018;11;6;N/A;cellular;median;6;193;10469;8202;10.47;8.20
Claro;Santander Department, Colombia;;Aug 2018;580;229;N/A;cellular;median;229;72;12008;3867;12.01;3.87
Claro;Sucre, Colombia;;Aug 2018;107;42;N/A;cellular;median;42;66;8844;1830;8.84;1.83
Claro;Tolima, Colombia;;Aug 2018;284;141;N/A;cellular;median;141;59;16231;4729;16.23;4.73
Claro;Valle del Cauca, Colombia;;Aug 2018;1805;739;N/A;cellular;median;739;59;12116;2380;12.12;2.38
Claro;Guaviare, Colombia;;Aug 2018;21;8;N/A;cellular;median;8;48;9456;4357;9.46;4.36
Claro;Antioquia, Colombia;;sep-18;2957;1139;N/A;cellular;median;1139;57;10982;5396;10.98;5.40
Claro;Arauca, Colombia;;sep-18;8;6;N/A;cellular;median;6;69;5589;949;5.59;0.95
Claro;Atlantico, Colombia;;sep-18;492;264;N/A;cellular;median;264;58;21781;7569;21.78;7.57
Claro;Bogota, Colombia;;sep-18;8006;3551;N/A;cellular;median;3551;56;11906;7018;11.91;7.02
Claro;Bolivar, Colombia;;sep-18;455;148;N/A;cellular;median;148;71;12387;4928;12.39;4.93
Claro;Boyaca, Colombia;;sep-18;539;234;N/A;cellular;median;234;58;12614;4929;12.61;4.93
Claro;Caldas, Colombia;;sep-18;332;159;N/A;cellular;median;159;65;13466;4256;13.47;4.26
Claro;Caquetá, Colombia;;sep-18;47;27;N/A;cellular;median;27;73;5468;1150;5.47;1.15
Claro;Casanare, Colombia;;sep-18;139;71;N/A;cellular;median;71;59;12549;6149;12.55;6.15
Claro;Cauca Department, Colombia;;sep-18;359;90;N/A;cellular;median;90;64;9548;2874;9.55;2.87
Claro;Cesar, Colombia;;sep-18;271;100;N/A;cellular;median;100;60;11107;3433;11.11;3.43
Claro;Choco, Colombia;;sep-18;213;40;N/A;cellular;median;40;75;6710;2349;6.71;2.35
Claro;Cordoba, Colombia;;sep-18;189;100;N/A;cellular;median;100;64;16295;4282;16.30;4.28
Claro;Cundinamarca, Colombia;;sep-18;1662;725;N/A;cellular;median;725;57;10860;3344;10.86;3.34
Claro;Huila, Colombia;;sep-18;450;127;N/A;cellular;median;127;66;12824;3296;12.82;3.30
Claro;La Guajira, Colombia;;sep-18;93;44;N/A;cellular;median;44;81;5562;1216;5.56;1.22
Claro;Magdalena, Colombia;;sep-18;183;90;N/A;cellular;median;90;67;17269;5439;17.27;5.44
Claro;Meta, Colombia;;sep-18;496;233;N/A;cellular;median;233;65;13492;6955;13.49;6.96
Claro;Narino, Colombia;;sep-18;80;31;N/A;cellular;median;31;73;12106;5358;12.11;5.36
Claro;North Santander, Colombia;;sep-18;88;34;N/A;cellular;median;34;74;6627;3339;6.63;3.34
Claro;Putumayo, Colombia;;sep-18;22;14;N/A;cellular;median;14;74;3391;4753;3.39;4.75
Claro;Quindio, Colombia;;sep-18;249;86;N/A;cellular;median;86;71;12524;2951;12.52;2.95
Claro;Risaralda, Colombia;;sep-18;456;205;N/A;cellular;median;205;60;15835;6017;15.84;6.02
Claro;San Andrés and Providencia, Colombia;;sep-18;5;3;N/A;cellular;median;3;146;1032;3193;1.03;3.19
Claro;Santander Department, Colombia;;sep-18;662;281;N/A;cellular;median;281;71;11317;3079;11.32;3.08
Claro;Sucre, Colombia;;sep-18;109;46;N/A;cellular;median;46;67;13179;5853;13.18;5.85
