Provider;Location;Device;Aggregate Date;Test Count;Sample Count;Platform;Technology Type;Metric Type;User Count;Minimum Latency;Download Speed;Upload Speed;Download Speed Mbps;Upload Speed Mbps;Multi-Server Latency;Multi-Server Jitter,
Tigo;Caldas, Colombia;;Apr 2019;10284.0;5726.0;all;;median;3107.0;17.0;10315.0;2260.0;10.32;2.26;;
Tigo;Caquetá, Colombia;;Apr 2019;3.0;3.0;all;;median;3.0;37.0;3116.0;2853.0;3.12;2.85;;
Tigo;Casanare, Colombia;;Apr 2019;40.0;36.0;all;;median;12.0;46.0;6463.0;2254.0;6.46;2.25;;
Tigo;Cauca Department, Colombia;;Apr 2019;3530.0;1702.0;all;;median;840.0;34.0;9437.0;2079.0;9.44;2.08;;
Tigo;Cesar, Colombia;;Apr 2019;3255.0;1875.0;all;;median;985.0;42.0;10113.0;2330.0;10.11;2.33;;
Tigo;Choco, Colombia;;Apr 2019;347.0;162.0;all;;median;72.0;23.0;5266.0;3092.0;5.27;3.09;;
Tigo;Cordoba, Colombia;;Apr 2019;3034.0;1796.0;all;;median;945.0;18.0;10276.0;2201.0;10.28;2.2;;
Tigo;Cundinamarca, Colombia;;Apr 2019;5395.0;2842.0;all;;median;1513.0;16.0;9118.0;2187.0;9.12;2.19;;
Tigo;Huila, Colombia;;Apr 2019;29.0;23.0;all;;median;14.0;64.0;4911.0;1820.0;4.91;1.82;;
Tigo;La Guajira, Colombia;;Apr 2019;57.0;46.0;all;;median;19.0;79.0;3051.0;966.0;3.05;0.97;;
Tigo;Magdalena, Colombia;;Apr 2019;3871.0;2121.0;all;;median;1036.0;13.0;10355.0;2330.0;10.36;2.33;;
Tigo;Meta, Colombia;;Apr 2019;1181.0;750.0;all;;median;431.0;15.0;10424.0;2234.0;10.42;2.23;;
Tigo;Narino, Colombia;;Apr 2019;724.0;427.0;all;;median;177.0;26.0;16572.0;2586.0;16.57;2.59;;
Tigo;North Santander, Colombia;;Apr 2019;5896.0;3045.0;all;;median;1525.0;34.0;8983.0;2298.0;8.98;2.3;;
Tigo;Quindio, Colombia;;Apr 2019;7567.0;3894.0;all;;median;1770.0;28.0;10123.0;2286.0;10.12;2.29;;
Tigo;Risaralda, Colombia;;Apr 2019;18498.0;10449.0;all;;median;5322.0;18.0;10218.0;3237.0;10.22;3.24;;
Tigo;San Andrés and Providencia, Colombia;;Apr 2019;294.0;182.0;all;;median;73.0;100.0;1638.0;985.0;1.64;0.99;;
Tigo;Santander Department, Colombia;;Apr 2019;16639.0;9155.0;all;;median;4669.0;38.0;10265.0;2209.0;10.27;2.21;;
Tigo;Sucre, Colombia;;Apr 2019;1791.0;1108.0;all;;median;566.0;19.0;10172.0;2216.0;10.17;2.22;;
Tigo;Tolima, Colombia;;Apr 2019;4661.0;2703.0;all;;median;1371.0;39.0;10295.0;4166.0;10.3;4.17;;
Tigo;Valle del Cauca, Colombia;;Apr 2019;41618.0;20489.0;all;;median;9468.0;25.0;9565.0;2238.0;9.57;2.24;;
Tigo;Vaupes, Colombia;;Apr 2019;10.0;8.0;all;;median;5.0;31.0;9677.0;2327.0;9.68;2.33;;
EMCALI;Antioquia, Colombia;;Apr 2019;12.0;6.0;all;;median;6.0;27.0;4646.0;922.0;4.65;0.92;;
EMCALI;Cauca Department, Colombia;;Apr 2019;53.0;32.0;all;;median;11.0;33.0;1516.0;912.0;1.52;0.91;;
EMCALI;Choco, Colombia;;Apr 2019;2.0;2.0;all;;median;2.0;28.0;6902.0;752.0;6.9;0.75;;
EMCALI;Valle del Cauca, Colombia;;Apr 2019;12477.0;7434.0;all;;median;4176.0;26.0;4752.0;852.0;4.75;0.85;;
Tigo;Antioquia, Colombia;;may-19;151934.0;85984.0;all;;median;44433.0;12.0;10476.0;2515.0;10.48;2.52;;
Tigo;Arauca, Colombia;;may-19;1.0;1.0;all;;median;1.0;89.0;1318.0;521.0;1.32;0.52;;
Tigo;Atlantico, Colombia;;may-19;18622.0;9430.0;all;;median;4578.0;12.0;10489.0;2464.0;10.49;2.46;;
Tigo;Bogota, Colombia;;may-19;29577.0;17184.0;all;;median;9782.0;11.0;10581.0;2941.0;10.58;2.94;;
Tigo;Bolivar, Colombia;;may-19;13356.0;7589.0;all;;median;3759.0;14.0;10410.0;2429.0;10.41;2.43;;
Tigo;Boyaca, Colombia;;may-19;2261.0;1219.0;all;;median;595.0;17.0;9982.0;2317.0;9.98;2.32;;
Tigo;Caldas, Colombia;;may-19;12883.0;6617.0;all;;median;3377.0;18.0;10395.0;2405.0;10.4;2.41;;
Tigo;Caquetá, Colombia;;may-19;11.0;8.0;all;;median;7.0;39.0;16309.0;17160.0;16.31;17.16;;
Tigo;Casanare, Colombia;;may-19;29.0;22.0;all;;median;7.0;47.0;2731.0;1782.0;2.73;1.78;;
Tigo;Cauca Department, Colombia;;may-19;3920.0;1880.0;all;;median;876.0;36.0;8806.0;2366.0;8.81;2.37;;
Tigo;Cesar, Colombia;;may-19;3464.0;1974.0;all;;median;1165.0;39.0;10104.0;2395.0;10.1;2.4;;
Tigo;Choco, Colombia;;may-19;481.0;241.0;all;;median;102.0;26.0;6481.0;4076.0;6.48;4.08;;
Tigo;Cordoba, Colombia;;may-19;5431.0;3111.0;all;;median;1660.0;29.0;9280.0;2054.0;9.28;2.05;;
Tigo;Cundinamarca, Colombia;;may-19;7198.0;3368.0;all;;median;1737.0;15.0;9701.0;2467.0;9.7;2.47;;
Tigo;Huila, Colombia;;may-19;22.0;16.0;all;;median;10.0;89.0;4819.0;1763.0;4.82;1.76;;
Tigo;La Guajira, Colombia;;may-19;144.0;65.0;all;;median;18.0;47.0;3467.0;2394.0;3.47;2.39;;
Tigo;Magdalena, Colombia;;may-19;4346.0;2467.0;all;;median;1189.0;12.0;10455.0;2780.0;10.46;2.78;;
Tigo;Meta, Colombia;;may-19;1722.0;1041.0;all;;median;511.0;15.0;10415.0;2306.0;10.42;2.31;;
Tigo;Narino, Colombia;;may-19;749.0;421.0;all;;median;179.0;30.0;10528.0;2320.0;10.53;2.32;;
Tigo;North Santander, Colombia;;may-19;6272.0;3214.0;all;;median;1599.0;33.0;9429.0;2365.0;9.43;2.37;;
Tigo;Putumayo, Colombia;;may-19;7.0;5.0;all;;median;4.0;54.0;8521.0;20447.0;8.52;20.45;;
Tigo;Quindio, Colombia;;may-19;8492.0;4312.0;all;;median;1833.0;27.0;10411.0;2416.0;10.41;2.42;;
Tigo;Risaralda, Colombia;;may-19;24742.0;12914.0;all;;median;6338.0;18.0;10136.0;3369.0;10.14;3.37;;
Tigo;San Andrés and Providencia, Colombia;;may-19;284.0;177.0;all;;median;86.0;98.0;1978.0;1109.0;1.98;1.11;;
Tigo;Santander Department, Colombia;;may-19;18687.0;9716.0;all;;median;4973.0;37.0;10380.0;2323.0;10.38;2.32;;
Tigo;Sucre, Colombia;;may-19;3020.0;1667.0;all;;median;943.0;29.0;9691.0;2227.0;9.69;2.23;;
Tigo;Tolima, Colombia;;may-19;8048.0;3811.0;all;;median;1766.0;40.0;10254.0;5515.0;10.25;5.52;;
Tigo;Valle del Cauca, Colombia;;may-19;43262.0;20732.0;all;;median;9411.0;25.0;9546.0;2479.0;9.55;2.48;;
Tigo;Vaupes, Colombia;;may-19;21.0;8.0;all;;median;4.0;39.0;13675.0;4571.0;13.68;4.57;;
EMCALI;Antioquia, Colombia;;may-19;18.0;11.0;all;;median;8.0;45.0;4780.0;840.0;4.78;0.84;;
EMCALI;Bogota, Colombia;;may-19;1.0;1.0;all;;median;1.0;31.0;12421.0;1107.0;12.42;1.11;;
EMCALI;Cauca Department, Colombia;;may-19;119.0;38.0;all;;median;15.0;36.0;2100.0;3043.0;2.1;3.04;;
EMCALI;Cundinamarca, Colombia;;may-19;1.0;1.0;all;;median;1.0;42.0;4361.0;1101.0;4.36;1.1;;
EMCALI;Valle del Cauca, Colombia;;may-19;15784.0;9206.0;all;;median;5013.0;24.0;5142.0;912.0;5.14;0.91;;
Tigo;Antioquia, Colombia;;jun-19;145478.0;80005.0;all;;median;42103.0;12.0;10415.0;2385.0;10.42;2.39;;
Tigo;Arauca, Colombia;;jun-19;2.0;2.0;all;;median;2.0;104.0;4152.0;2326.0;4.15;2.33;;
Tigo;Atlantico, Colombia;;jun-19;15143.0;8193.0;all;;median;4197.0;12.0;10451.0;2356.0;10.45;2.36;;
Tigo;Bogota, Colombia;;jun-19;29243.0;16706.0;all;;median;9762.0;11.0;10555.0;2785.0;10.56;2.79;;
Tigo;Bolivar, Colombia;;jun-19;14122.0;7760.0;all;;median;3983.0;14.0;10309.0;2297.0;10.31;2.3;;
Tigo;Boyaca, Colombia;;jun-19;2800.0;1538.0;all;;median;820.0;17.0;10061.0;2357.0;10.06;2.36;;
Tigo;Caldas, Colombia;;jun-19;14668.0;7192.0;all;;median;3796.0;18.0;9992.0;2255.0;9.99;2.26;;
Tigo;Caquetá, Colombia;;jun-19;15.0;11.0;all;;median;11.0;37.0;27461.0;26838.0;27.46;26.84;;
Tigo;Casanare, Colombia;;jun-19;24.0;21.0;all;;median;8.0;54.0;1750.0;1353.0;1.75;1.35;;
Tigo;Cauca Department, Colombia;;jun-19;4260.0;1856.0;all;;median;895.0;37.0;8820.0;2332.0;8.82;2.33;;
Tigo;Cesar, Colombia;;jun-19;3882.0;2250.0;all;;median;1293.0;39.0;9675.0;2251.0;9.68;2.25;;
Tigo;Choco, Colombia;;jun-19;360.0;218.0;all;;median;83.0;26.0;4930.0;3816.0;4.93;3.82;;
Tigo;Cordoba, Colombia;;jun-19;6633.0;3469.0;all;;median;1879.0;31.0;8205.0;1584.0;8.21;1.58;;
Tigo;Cundinamarca, Colombia;;jun-19;6828.0;3228.0;all;;median;1668.0;14.0;9760.0;2424.0;9.76;2.42;;
Tigo;Huila, Colombia;;jun-19;60.0;37.0;all;;median;19.0;65.0;6535.0;1987.0;6.54;1.99;;
Tigo;La Guajira, Colombia;;jun-19;108.0;58.0;all;;median;16.0;54.0;3680.0;2378.0;3.68;2.38;;
Tigo;Magdalena, Colombia;;jun-19;3762.0;2164.0;all;;median;1169.0;13.0;10407.0;2481.0;10.41;2.48;;
Tigo;Meta, Colombia;;jun-19;2054.0;1116.0;all;;median;535.0;15.0;10400.0;2323.0;10.4;2.32;;
Tigo;Narino, Colombia;;jun-19;521.0;290.0;all;;median;128.0;31.0;10366.0;2303.0;10.37;2.3;;
Tigo;North Santander, Colombia;;jun-19;6998.0;3314.0;all;;median;1704.0;34.0;8731.0;2275.0;8.73;2.28;;
Tigo;Quindio, Colombia;;jun-19;8302.0;4235.0;all;;median;1911.0;28.0;10157.0;2338.0;10.16;2.34;;
Tigo;Risaralda, Colombia;;jun-19;20298.0;10569.0;all;;median;5222.0;17.0;10236.0;3286.0;10.24;3.29;;
Tigo;San Andrés and Providencia, Colombia;;jun-19;235.0;150.0;all;;median;72.0;112.0;1138.0;1065.0;1.14;1.07;;
Tigo;Santander Department, Colombia;;jun-19;21279.0;10534.0;all;;median;5235.0;36.0;10339.0;2308.0;10.34;2.31;;
Tigo;Sucre, Colombia;;jun-19;4077.0;2101.0;all;;median;1168.0;35.0;9128.0;2116.0;9.13;2.12;;
Tigo;Tolima, Colombia;;jun-19;7010.0;3341.0;all;;median;1584.0;40.0;10289.0;5635.0;10.29;5.64;;
Tigo;Valle del Cauca, Colombia;;jun-19;40951.0;19863.0;all;;median;9126.0;25.0;9205.0;2405.0;9.21;2.41;;
Tigo;Vaupes, Colombia;;jun-19;15.0;10.0;all;;median;9.0;29.0;10070.0;2866.0;10.07;2.87;;
Tigo;Vichada, Colombia;;jun-19;1.0;1.0;all;;median;1.0;46.0;4349.0;3632.0;4.35;3.63;;
EMCALI;Antioquia, Colombia;;jun-19;12.0;10.0;all;;median;8.0;29.0;4615.0;881.0;4.62;0.88;;
EMCALI;Bogota, Colombia;;jun-19;1.0;1.0;all;;median;1.0;10.0;20137.0;14776.0;20.14;14.78;;
EMCALI;Cauca Department, Colombia;;jun-19;87.0;44.0;all;;median;25.0;3.0;9672.0;7018.0;9.67;7.02;;
EMCALI;Cundinamarca, Colombia;;jun-19;1.0;1.0;all;;median;1.0;39.0;3705.0;549.0;3.71;0.55;;
EMCALI;Valle del Cauca, Colombia;;jun-19;16072.0;8969.0;all;;median;4708.0;25.0;4863.0;843.0;4.86;0.84;;
Tigo;Antioquia, Colombia;;jul-19;140568.0;41862.0;all;;median;41862.0;12.0;11223.0;3329.0;11.22;3.33;;
Tigo;Arauca, Colombia;;jul-19;1.0;1.0;all;;median;1.0;218.0;2422.0;394.0;2.42;0.39;;
Tigo;Atlantico, Colombia;;jul-19;17946.0;4363.0;all;;median;4363.0;12.0;10365.0;2947.0;10.37;2.95;;
Tigo;Bogota, Colombia;;jul-19;34370.0;10419.0;all;;median;10419.0;12.0;11380.0;3676.0;11.38;3.68;;
Tigo;Bolivar, Colombia;;jul-19;15036.0;4019.0;all;;median;4019.0;15.0;10290.0;2257.0;10.29;2.26;;
Tigo;Boyaca, Colombia;;jul-19;2757.0;851.0;all;;median;851.0;18.0;9639.0;2418.0;9.64;2.42;;
Tigo;Caldas, Colombia;;jul-19;13661.0;3617.0;all;;median;3617.0;20.0;9904.0;2259.0;9.9;2.26;;
Tigo;Caquetá, Colombia;;jul-19;66.0;21.0;all;;median;21.0;37.0;16530.0;17248.0;16.53;17.25;;
Tigo;Casanare, Colombia;;jul-19;57.0;11.0;all;;median;11.0;63.0;4204.0;2100.0;4.2;2.1;;
Tigo;Cauca Department, Colombia;;jul-19;5064.0;1027.0;all;;median;1027.0;36.0;9737.0;2398.0;9.74;2.4;;
Tigo;Cesar, Colombia;;jul-19;3026.0;1012.0;all;;median;1012.0;43.0;9653.0;2224.0;9.65;2.22;;
Tigo;Choco, Colombia;;jul-19;490.0;75.0;all;;median;75.0;28.0;6927.0;3658.0;6.93;3.66;;
Tigo;Cordoba, Colombia;;jul-19;5221.0;1571.0;all;;median;1571.0;31.0;8400.0;1734.0;8.4;1.73;;
Tigo;Cundinamarca, Colombia;;jul-19;6659.0;1778.0;all;;median;1778.0;12.0;10410.0;3201.0;10.41;3.2;;
Tigo;Huila, Colombia;;jul-19;8.0;4.0;all;;median;4.0;70.0;8168.0;1623.0;8.17;1.62;;
Tigo;La Guajira, Colombia;;jul-19;73.0;8.0;all;;median;8.0;49.0;4682.0;4962.0;4.68;4.96;;
Tigo;Magdalena, Colombia;;jul-19;4205.0;1169.0;all;;median;1169.0;13.0;10287.0;2833.0;10.29;2.83;;
Tigo;Meta, Colombia;;jul-19;1561.0;545.0;all;;median;545.0;15.0;10370.0;2306.0;10.37;2.31;;
Tigo;Narino, Colombia;;jul-19;377.0;104.0;all;;median;104.0;29.0;10508.0;2876.0;10.51;2.88;;
Tigo;North Santander, Colombia;;jul-19;8572.0;1850.0;all;;median;1850.0;33.0;9891.0;2958.0;9.89;2.96;;
Tigo;Quindio, Colombia;;jul-19;7645.0;1685.0;all;;median;1685.0;27.0;9878.0;2275.0;9.88;2.28;;
Tigo;Risaralda, Colombia;;jul-19;24142.0;6025.0;all;;median;6025.0;19.0;9869.0;3314.0;9.87;3.31;;
Tigo;San Andrés and Providencia, Colombia;;jul-19;204.0;96.0;all;;median;96.0;120.0;2319.0;1978.0;2.32;1.98;;
Tigo;Santander Department, Colombia;;jul-19;17693.0;4688.0;all;;median;4688.0;34.0;10392.0;2681.0;10.39;2.68;;
Tigo;Sucre, Colombia;;jul-19;4741.0;1398.0;all;;median;1398.0;40.0;7979.0;1756.0;7.98;1.76;;
Tigo;Tolima, Colombia;;jul-19;7168.0;1915.0;all;;median;1915.0;43.0;10093.0;5045.0;10.09;5.05;;
Tigo;Valle del Cauca, Colombia;;jul-19;41215.0;8823.0;all;;median;8823.0;24.0;9777.0;2854.0;9.78;2.85;;
Tigo;Vaupes, Colombia;;jul-19;14.0;9.0;all;;median;9.0;45.0;8068.0;1170.0;8.07;1.17;;
EMCALI;Antioquia, Colombia;;jul-19;3.0;3.0;all;;median;3.0;33.0;4405.0;759.0;4.41;0.76;;
EMCALI;Cauca Department, Colombia;;jul-19;28.0;8.0;all;;median;8.0;7.0;11848.0;9345.0;11.85;9.35;;
EMCALI;Valle del Cauca, Colombia;;jul-19;15478.0;4730.0;all;;median;4730.0;28.0;5302.0;800.0;5.3;0.8;;
Tigo;Antioquia, Colombia;;Aug 2019;128504.0;39687.0;all;;median;39687.0;12.0;11621.0;3697.0;11.62;3.7;;
Tigo;Atlantico, Colombia;;Aug 2019;17260.0;4128.0;all;;median;4128.0;13.0;10380.0;3203.0;10.38;3.2;;
Tigo;Bogota, Colombia;;Aug 2019;31487.0;9870.0;all;;median;9870.0;11.0;13677.0;4246.0;13.68;4.25;;
Tigo;Bolivar, Colombia;;Aug 2019;12189.0;3595.0;all;;median;3595.0;15.0;10349.0;2339.0;10.35;2.34;;
Tigo;Boyaca, Colombia;;Aug 2019;2416.0;730.0;all;;median;730.0;20.0;9557.0;2414.0;9.56;2.41;;
Tigo;Caldas, Colombia;;Aug 2019;12044.0;3541.0;all;;median;3541.0;20.0;10017.0;2206.0;10.02;2.21;;
Tigo;Caquetá, Colombia;;Aug 2019;3.0;3.0;all;;median;3.0;26.0;16086.0;21225.0;16.09;21.23;;
Tigo;Cauca Department, Colombia;;Aug 2019;5574.0;1171.0;all;;median;1171.0;35.0;8666.0;2354.0;8.67;2.35;;
Tigo;Cesar, Colombia;;Aug 2019;2668.0;834.0;all;;median;834.0;40.0;9555.0;2311.0;9.56;2.31;;
Tigo;Choco, Colombia;;Aug 2019;380.0;65.0;all;;median;65.0;27.0;9029.0;3092.0;9.03;3.09;;
Tigo;Cordoba, Colombia;;Aug 2019;5498.0;1625.0;all;;median;1625.0;36.0;8714.0;1734.0;8.71;1.73;;
Tigo;Cundinamarca, Colombia;;Aug 2019;5767.0;1579.0;all;;median;1579.0;12.0;10230.0;3355.0;10.23;3.36;;
Tigo;Huila, Colombia;;Aug 2019;3.0;2.0;all;;median;2.0;27.0;20312.0;13428.0;20.31;13.43;;
Tigo;La Guajira, Colombia;;Aug 2019;30.0;10.0;all;;median;10.0;27.0;4483.0;2234.0;4.48;2.23;;
Tigo;Magdalena, Colombia;;Aug 2019;3545.0;1223.0;all;;median;1223.0;12.0;10472.0;3356.0;10.47;3.36;;
Tigo;Meta, Colombia;;Aug 2019;1261.0;460.0;all;;median;460.0;15.0;10413.0;2457.0;10.41;2.46;;
Tigo;Narino, Colombia;;Aug 2019;220.0;91.0;all;;median;91.0;32.0;11253.0;3806.0;11.25;3.81;;
Tigo;North Santander, Colombia;;Aug 2019;9144.0;2028.0;all;;median;2028.0;33.0;10077.0;3491.0;10.08;3.49;;
Tigo;Putumayo, Colombia;;Aug 2019;28.0;8.0;all;;median;8.0;28.0;5849.0;2115.0;5.85;2.12;;
Tigo;Quindio, Colombia;;Aug 2019;5158.0;1343.0;all;;median;1343.0;27.0;10285.0;2432.0;10.29;2.43;;
Tigo;Risaralda, Colombia;;Aug 2019;21001.0;5332.0;all;;median;5332.0;17.0;10396.0;3386.0;10.4;3.39;;
Tigo;San Andrés and Providencia, Colombia;;Aug 2019;71.0;46.0;all;;median;46.0;112.0;2511.0;3156.0;2.51;3.16;;
Tigo;Santander Department, Colombia;;Aug 2019;16150.0;4580.0;all;;median;4580.0;34.0;10401.0;3109.0;10.4;3.11;;
Tigo;Sucre, Colombia;;Aug 2019;4187.0;1331.0;all;;median;1331.0;42.0;7891.0;1619.0;7.89;1.62;;
Tigo;Tolima, Colombia;;Aug 2019;6736.0;1863.0;all;;median;1863.0;39.0;10431.0;5526.0;10.43;5.53;;
Tigo;Valle del Cauca, Colombia;;Aug 2019;35974.0;8092.0;all;;median;8092.0;24.0;9750.0;3057.0;9.75;3.06;;
Tigo;Vaupes, Colombia;;Aug 2019;3.0;2.0;all;;median;2.0;29.0;10231.0;2090.0;10.23;2.09;;
EMCALI;Antioquia, Colombia;;Aug 2019;2.0;1.0;all;;median;1.0;23.0;9268.0;4482.0;9.27;4.48;;
EMCALI;Cauca Department, Colombia;;Aug 2019;21.0;8.0;all;;median;8.0;17.0;3587.0;3183.0;3.59;3.18;;
EMCALI;Cundinamarca, Colombia;;Aug 2019;1.0;1.0;all;;median;1.0;46.0;8876.0;893.0;8.88;0.89;;
EMCALI;Valle del Cauca, Colombia;;Aug 2019;14607.0;4702.0;all;;median;4702.0;28.0;5321.0;791.0;5.32;0.79;;
Tigo;Antioquia, Colombia;;sep-19;121007.0;39072.0;all;;median;39072.0;12.0;13311.0;4278.0;13.31;4.28;;
Tigo;Arauca, Colombia;;sep-19;1.0;1.0;all;;median;1.0;28.0;5471.0;7817.0;5.47;7.82;;
Tigo;Atlantico, Colombia;;sep-19;20374.0;4943.0;all;;median;4943.0;12.0;10401.0;3376.0;10.4;3.38;;
Tigo;Bogota, Colombia;;sep-19;29640.0;9579.0;all;;median;9579.0;11.0;14833.0;4423.0;14.83;4.42;;
Tigo;Bolivar, Colombia;;sep-19;12420.0;3404.0;all;;median;3404.0;15.0;10394.0;2577.0;10.39;2.58;;
Tigo;Boyaca, Colombia;;sep-19;1874.0;651.0;all;;median;651.0;18.0;10151.0;2769.0;10.15;2.77;;
Tigo;Caldas, Colombia;;sep-19;11023.0;3460.0;all;;median;3460.0;19.0;10146.0;2353.0;10.15;2.35;;
Tigo;Cauca Department, Colombia;;sep-19;5400.0;1062.0;all;;median;1062.0;35.0;9025.0;2620.0;9.03;2.62;;
Tigo;Cesar, Colombia;;sep-19;2932.0;912.0;all;;median;912.0;39.0;9704.0;2271.0;9.7;2.27;;
Tigo;Choco, Colombia;;sep-19;114.0;43.0;all;;median;43.0;17.0;10222.0;4713.0;10.22;4.71;;
Tigo;Cordoba, Colombia;;sep-19;4889.0;1611.0;all;;median;1611.0;33.0;9202.0;2002.0;9.2;2.0;;
Tigo;Cundinamarca, Colombia;;sep-19;5266.0;1648.0;all;;median;1648.0;12.0;10381.0;3293.0;10.38;3.29;;
Tigo;La Guajira, Colombia;;sep-19;19.0;5.0;all;;median;5.0;51.0;7401.0;7246.0;7.4;7.25;;
Tigo;Magdalena, Colombia;;sep-19;4419.0;1433.0;all;;median;1433.0;12.0;10526.0;3278.0;10.53;3.28;;
Tigo;Meta, Colombia;;sep-19;1238.0;434.0;all;;median;434.0;15.0;10393.0;2456.0;10.39;2.46;;
Tigo;Narino, Colombia;;sep-19;559.0;183.0;all;;median;183.0;33.0;10446.0;3519.0;10.45;3.52;;
Tigo;North Santander, Colombia;;sep-19;7227.0;1767.0;all;;median;1767.0;34.0;10120.0;3566.0;10.12;3.57;;
Tigo;Putumayo, Colombia;;sep-19;2.0;2.0;all;;median;2.0;97.0;1313.0;369.0;1.31;0.37;;
Tigo;Quindio, Colombia;;sep-19;4982.0;1368.0;all;;median;1368.0;30.0;10359.0;2635.0;10.36;2.64;;
Tigo;Risaralda, Colombia;;sep-19;20624.0;5173.0;all;;median;5173.0;17.0;10501.0;3496.0;10.5;3.5;;
Tigo;San Andrés and Providencia, Colombia;;sep-19;56.0;28.0;all;;median;28.0;126.0;787.0;1279.0;0.79;1.28;;
Tigo;Santander Department, Colombia;;sep-19;14456.0;4523.0;all;;median;4523.0;36.0;10480.0;3251.0;10.48;3.25;;
Tigo;Sucre, Colombia;;sep-19;4661.0;1461.0;all;;median;1461.0;37.0;9325.0;2021.0;9.33;2.02;;
Tigo;Tolima, Colombia;;sep-19;7134.0;1825.0;all;;median;1825.0;36.0;10292.0;5598.0;10.29;5.6;;
Tigo;Valle del Cauca, Colombia;;sep-19;33164.0;7885.0;all;;median;7885.0;24.0;9908.0;3197.0;9.91;3.2;;
Tigo;Vaupes, Colombia;;sep-19;22.0;9.0;all;;median;9.0;27.0;19898.0;4936.0;19.9;4.94;;
EMCALI;Bogota, Colombia;;sep-19;1.0;1.0;all;;median;1.0;9.0;4727.0;927.0;4.73;0.93;;
EMCALI;Cauca Department, Colombia;;sep-19;6.0;4.0;all;;median;4.0;16.0;3347.0;883.0;3.35;0.88;;
EMCALI;Valle del Cauca, Colombia;;sep-19;15299.0;4715.0;all;;median;4715.0;27.0;5462.0;799.0;5.46;0.8;;
Tigo;Amazonas, Colombia;;oct-19;3.0;1.0;all;;median;1.0;22.0;22925.0;10959.0;22.93;10.96;;
Tigo;Antioquia, Colombia;;oct-19;127332.0;40986.0;all;;median;40988.0;11.0;13325.0;4428.0;13.33;4.43;;
Tigo;Arauca, Colombia;;oct-19;1.0;1.0;all;;median;1.0;11.0;2154.0;1049.0;2.15;1.05;;
Tigo;Atlantico, Colombia;;oct-19;19318.0;4679.0;all;;median;4680.0;12.0;10436.0;3624.0;10.44;3.62;;
Tigo;Bogota, Colombia;;oct-19;29129.0;10066.0;all;;median;10067.0;11.0;15881.0;4760.0;15.88;4.76;;
Tigo;Bolivar, Colombia;;oct-19;13887.0;4045.0;all;;median;4046.0;14.0;10515.0;3152.0;10.52;3.15;;
Tigo;Boyaca, Colombia;;oct-19;2201.0;792.0;all;;median;792.0;17.0;10398.0;3171.0;10.4;3.17;;
Tigo;Caldas, Colombia;;oct-19;10785.0;3361.0;all;;median;3360.0;16.0;11516.0;3682.0;11.52;3.68;;
Tigo;Cauca Department, Colombia;;oct-19;4636.0;1092.0;all;;median;1092.0;35.0;9444.0;3297.0;9.44;3.3;;
Tigo;Cesar, Colombia;;oct-19;3467.0;1271.0;all;;median;1271.0;35.0;9854.0;2680.0;9.85;2.68;;
Tigo;Choco, Colombia;;oct-19;152.0;33.0;all;;median;33.0;25.0;8745.0;5664.0;8.75;5.66;;
Tigo;Cordoba, Colombia;;oct-19;5582.0;1700.0;all;;median;1700.0;27.0;9532.0;2516.0;9.53;2.52;;
Tigo;Cundinamarca, Colombia;;oct-19;5998.0;1803.0;all;;median;1803.0;12.0;10551.0;3859.0;10.55;3.86;;
Tigo;Huila, Colombia;;oct-19;9.0;6.0;all;;median;6.0;30.0;13266.0;4338.0;13.27;4.34;;
Tigo;La Guajira, Colombia;;oct-19;12.0;5.0;all;;median;6.0;69.0;3224.0;3891.0;3.22;3.89;;
Tigo;Magdalena, Colombia;;oct-19;3977.0;1328.0;all;;median;1328.0;12.0;10527.0;3833.0;10.53;3.83;;
Tigo;Meta, Colombia;;oct-19;1661.0;535.0;all;;median;535.0;14.0;11084.0;3622.0;11.08;3.62;;
Tigo;Narino, Colombia;;oct-19;1100.0;339.0;all;;median;339.0;26.0;11157.0;3957.0;11.16;3.96;;
Tigo;North Santander, Colombia;;oct-19;7001.0;1873.0;all;;median;1873.0;33.0;9971.0;3967.0;9.97;3.97;;
Tigo;Putumayo, Colombia;;oct-19;4.0;4.0;all;;median;4.0;29.0;4020.0;4768.0;4.02;4.77;;
Tigo;Quindio, Colombia;;oct-19;6857.0;1915.0;all;;median;1915.0;26.0;10375.0;3106.0;10.38;3.11;;
Tigo;Risaralda, Colombia;;oct-19;18756.0;5029.0;all;;median;5030.0;16.0;10646.0;3782.0;10.65;3.78;;
Tigo;San Andrés and Providencia, Colombia;;oct-19;51.0;15.0;all;;median;15.0;110.0;1905.0;1968.0;1.91;1.97;;
Tigo;Santander Department, Colombia;;oct-19;16451.0;5149.0;all;;median;5149.0;33.0;11090.0;3602.0;11.09;3.6;;
Tigo;Sucre, Colombia;;oct-19;3199.0;1059.0;all;;median;1059.0;29.0;9138.0;2327.0;9.14;2.33;;
Tigo;Tolima, Colombia;;oct-19;7929.0;1845.0;all;;median;1845.0;37.0;10063.0;5675.0;10.06;5.68;;
Tigo;Valle del Cauca, Colombia;;oct-19;39108.0;9209.0;all;;median;9209.0;22.0;10273.0;3528.0;10.27;3.53;;
Tigo;Vaupes, Colombia;;oct-19;3.0;3.0;all;;median;3.0;24.0;18731.0;3313.0;18.73;3.31;;
