server_id,server_name,server_country,server_country_code,latitude,longitude,server_url,sponsor_name,sponsor_url,status,functional,host_functional,created_date,host,host_version,host_ip,is_public,https_enabled,https_functional,ipv6_functional
62702,Puerto Asís,Colombia,CO,0.4985,-76.4977,https://speedtest.cablenetsas.net:8080/speedtest/upload.php,CABLENETSAS,https://cablenetsas.net/,1,TRUE,TRUE,2/14/24 3:06,speedtest.cablenetsas.net:8080,2.11.0,177.93.37.56,1,1,1,0
62759,Bogotá,Colombia,CO,4.5981,-74.0758,http://testdevelocidadbog.movistar.com.co:8080/speedtest/upload.php,Movistar,https://www.movistar.com.co/,1,TRUE,TRUE,2/15/24 19:59,testdevelocidadbog.movistar.com.co:8080,2.11.0,152.200.176.133,1,1,1,0
62873,Mocoa,Colombia,CO,1.1478,-76.6481,http://hseingenieriacolombia.com:8080/speedtest/upload.php,HSEIngeniería SAS,https://hseingenieria.com.co/,1,TRUE,TRUE,2/22/24 14:40,hseingenieriacolombia.com:8080,2.11.0,185.236.182.42,1,1,1,1
62962,Armenia,Colombia,CO,4.535,-75.6757,http://speedtest.ayacomunicaciones.com:8080/speedtest/upload.php,A&A COMUNICACIONES,https://ayacomunicaciones.com/,1,TRUE,TRUE,2/26/24 22:06,speedtest.ayacomunicaciones.com:8080,2.11.0,45.162.78.5,1,1,1,0
63047,San Diego,Colombia,CO,10.1597,-73.3001,https://speedtest.intermegabits.com:8080/speedtest/upload.php,INTERMEGABITS SAS,https://www.intermegabits.com/,1,TRUE,TRUE,3/2/24 16:25,speedtest.intermegabits.com:8080,2.11.0,181.78.11.200,1,1,1,1
63091,Bogotá,Colombia,CO,4.5981,-74.0758,https://speed-bta.somosinternet.co:8080/speedtest/upload.php,Somos Internet,https://www.somosinternet.co/,1,TRUE,TRUE,3/5/24 4:05,speed-bta.somosinternet.co:8080,2.11.0,38.156.231.243,1,1,1,1
63159,Arauca,Colombia,CO,6.7801,-70.7168,http://speedtest.esmitel.com:8080/speedtest/upload.php,Esmitel SAS,https://esmitel.com/,1,TRUE,TRUE,3/7/24 17:47,speedtest.esmitel.com:8080,2.11.0,190.90.39.78,1,1,1,0
63182,Cali,Colombia,CO,3.4206,-76.5222,http://speedtest.spectratelecomunicaciones.co:8080/speedtest/upload.php,SPECTRA TELECOMUNICACIONES,https://spectratelecomunicaciones.co/,1,TRUE,TRUE,3/8/24 5:07,speedtest.spectratelecomunicaciones.co:8080,2.11.0,38.199.28.2,1,1,1,0
63193,Pereira,Colombia,CO,4.8087,-75.6906,http://speedtest-pereira.superredes.net:8080/speedtest/upload.php,Super Redes,https://superredes.com.co/,1,TRUE,TRUE,3/9/24 16:57,speedtest-pereira.superredes.net:8080,2.11.0,200.10.31.38,1,1,1,0
63216,Medellín,Colombia,CO,6.2476,-75.5658,https://test.ondastv.app:8080/speedtest/upload.php,Ondas S.A.S,https://ondastv.app/,1,TRUE,TRUE,3/11/24 7:24,test.ondastv.app:8080,2.11.0,186.159.6.110,1,1,1,0
63227,Manizales,Colombia,CO,5.063,-75.5028,http://speedtest-manizales.superredes.net:8080/speedtest/upload.php,Super Redes,https://superredes.com.co,1,TRUE,TRUE,3/11/24 16:51,speedtest-manizales.superredes.net:8080,2.11.0,200.10.28.2,1,1,1,0
63323,Manzanares,Colombia,CO,5.2537,-75.1542,http://speedtest.cadcom.tv:8080/speedtest/upload.php,CALDAS DATA COMPANY LTDA,https://www.cadcom.co/,1,TRUE,TRUE,3/16/24 18:57,speedtest.cadcom.tv:8080,2.11.0,143.137.98.123,1,1,1,1
63469,Maicao,Colombia,CO,11.3801,-72.2422,http://maicao.tvn.red:8080/speedtest/upload.php,TVN NORTE,https://tvn.com.co/,1,TRUE,TRUE,3/24/24 23:14,maicao.tvn.red:8080,2.11.0,190.216.153.82,1,1,1,1
63511,Ginebra,Colombia,CO,3.7259,-76.2677,http://speedtest.kgbtelecomunicaciones.com:8080/speedtest/upload.php,KGB TELECOMUNICACIONES SAS,http://kgbtelecomunicaciones.com,1,TRUE,TRUE,3/26/24 16:58,speedtest.kgbtelecomunicaciones.com:8080,2.11.0,170.254.3.34,1,1,1,0
63622,Cali,Colombia,CO,3.4206,-76.5222,http://btest.redesfn.com:8080/speedtest/upload.php,Fidelity Networks,https://redesfn.com,1,TRUE,TRUE,4/1/24 19:37,btest.redesfn.com:8080,2.11.0,190.131.197.166,1,1,1,0
63801,Cali,Colombia,CO,3.4516,-76.532,https://speed.ultrafibertelecomunicaciones.com:8080/speedtest/upload.php,ULTRAFIBER TELECOMUNICACIONES,https://ultrafibertelecomunicaciones.com/,1,TRUE,TRUE,4/14/24 2:03,speed.ultrafibertelecomunicaciones.com:8080,2.11.0,181.129.168.82,1,1,1,1
63878,Santa Rosa del Sur,Colombia,CO,7.9631,-74.051,http://santarosa.tvn.red:8080/speedtest/upload.php,TVN NORTE,https://tvn.com.co/,1,TRUE,TRUE,4/19/24 1:50,santarosa.tvn.red:8080,2.11.0,38.190.24.254,1,1,1,1
64006,El Carmen,Colombia,CO,8.4957,-73.447,http://test.u2red.co:8080/speedtest/upload.php,U2RED,https://u2red.online/,1,TRUE,TRUE,4/27/24 2:18,test.u2red.co:8080,2.11.0,8.243.162.42,1,1,1,1
64147,Villavicencio,Colombia,CO,4.1492,-73.6285,http://speedtest.solunetisp.com:8080/speedtest/upload.php,Soluciones Modernas S.A.S,https://solunetisp.com/,1,TRUE,TRUE,5/7/24 23:57,speedtest.solunetisp.com:8080,2.11.0,38.191.43.66,1,1,1,1
