Provider;Location;Device;Aggregate Date;Test Count;Sample Count;Platform;Technology Type;Metric Type;User Count;Minimum Latency;Multi-Server Latency;Multi-Server Jitter;Download Speed;Upload Speed;Download Speed Mbps;Upload Speed Mbps
ETB;Bogotá, Bogota, Colombia;;feb-23;292368;92594;all;N/A;median;92594;4;77.333;3.2;111998;114390;112.00;114.39
ETB;Cali, Cali, Valle del Cauca, Colombia;;feb-23;117;42;all;N/A;median;42;4;14.9;36.125;66762;93622;66.76;93.62
ETB;Barranquilla, Barranquilla, Atlantico, Colombia;;feb-23;44;24;all;N/A;median;24;19;230.667;4;36954;31576;36.95;31.58
ETB;Medellín, Medellin, Antioquia, Colombia;;feb-23;287;113;all;N/A;median;113;13;222.913;9;10542;14536;10.54;14.54
EMCALI;Cali, Cali, Valle del Cauca, Colombia;;feb-23;13528;4068;all;N/A;median;4068;5;325.548;91.625;45827;45101;45.83;45.10
All Providers Combined;Bogotá, Bogota, Colombia;;mar-23;790230;241647;all;N/A;median;241647;7;138.083;5.544;103398;43922;103.40;43.92
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;mar-23;123915;37771;all;N/A;median;37771;18;297.599;84.625;89160;32965;89.16;32.97
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;mar-23;71359;21931;all;N/A;median;21931;9;507.019;92.937;92038;33209;92.04;33.21
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;mar-23;196559;62868;all;N/A;median;62868;10;31;67.316;100156;31075;100.16;31.08
Movistar;Bogotá, Bogota, Colombia;;mar-23;142963;41518;all;N/A;median;41518;6;91.347;42.864;180066;150658;180.07;150.66
Movistar;Cali, Cali, Valle del Cauca, Colombia;;mar-23;35908;11321;all;N/A;median;11321;19;238.003;68.127;170937;141432;170.94;141.43
Movistar;Barranquilla, Barranquilla, Atlantico, Colombia;;mar-23;31865;9162;all;N/A;median;9162;5;440.586;80.067;152847;152909;152.85;152.91
Movistar;Medellín, Medellin, Antioquia, Colombia;;mar-23;38536;11250;all;N/A;median;11250;16;38.25;60.003;222036;231780;222.04;231.78
Claro;Bogotá, Bogota, Colombia;;mar-23;267787;86841;all;N/A;median;86841;10;178.083;71.449;94412;31733;94.41;31.73
Claro;Cali, Cali, Valle del Cauca, Colombia;;mar-23;44686;14317;all;N/A;median;14317;18;321.397;86.125;89555;31308;89.56;31.31
Claro;Barranquilla, Barranquilla, Atlantico, Colombia;;mar-23;19838;7000;all;N/A;median;7000;13;53.875;85.345;89282;31975;89.28;31.98
Claro;Medellín, Medellin, Antioquia, Colombia;;mar-23;36426;12633;all;N/A;median;12633;9;343.848;7.8;103944;31831;103.94;31.83
Tigo;Bogotá, Bogota, Colombia;;mar-23;46465;16398;all;N/A;median;16398;10;162.583;57.302;86059;18216;86.06;18.22
Tigo;Cali, Cali, Valle del Cauca, Colombia;;mar-23;20264;6432;all;N/A;median;6432;15;293.243;79.843;57193;16139;57.19;16.14
Tigo;Barranquilla, Barranquilla, Atlantico, Colombia;;mar-23;13598;4433;all;N/A;median;4433;10;516.268;8.975;73713;14213;73.71;14.21
Tigo;Medellín, Medellin, Antioquia, Colombia;;mar-23;106306;37257;all;N/A;median;37257;8;277.307;63.322;91820;22507;91.82;22.51
DIRECTV;Bogotá, Bogota, Colombia;;mar-23;7671;2573;all;N/A;median;2573;25;425.944;171.125;14477;4743;14.48;4.74
DIRECTV;Cali, Cali, Valle del Cauca, Colombia;;mar-23;3133;1229;all;N/A;median;1229;33;573.778;221.312;14075;3782;14.08;3.78
DIRECTV;Barranquilla, Barranquilla, Atlantico, Colombia;;mar-23;4078;1323;all;N/A;median;1323;38;853.209;323.047;9129;3106;9.13;3.11
DIRECTV;Medellín, Medellin, Antioquia, Colombia;;mar-23;267;100;all;N/A;median;100;30;538.768;150.323;16516;5075;16.52;5.08
ETB;Bogotá, Bogota, Colombia;;mar-23;284458;91856;all;N/A;median;91856;4;79.393;33.887;112623;112426;112.62;112.43
ETB;Cali, Cali, Valle del Cauca, Colombia;;mar-23;18;12;all;N/A;median;12;3;135.996;2.35;73628;91657;73.63;91.66
ETB;Barranquilla, Barranquilla, Atlantico, Colombia;;mar-23;43;22;all;N/A;median;22;31;357.958;35.208;39889;44996;39.89;45.00
ETB;Medellín, Medellin, Antioquia, Colombia;;mar-23;170;56;all;N/A;median;56;22;380.111;16.468;6757;6065;6.76;6.07
EMCALI;Cali, Cali, Valle del Cauca, Colombia;;mar-23;14724;4423;all;N/A;median;4423;5;28;9.675;49526;48438;49.53;48.44
All Providers Combined;Bogotá, Bogota, Colombia;;Apr 2023;720388;223376;all;N/A;median;223376;7;134.417;53.125;107944;44883;107.94;44.88
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;Apr 2023;111103;34379;all;N/A;median;34379;18;298.734;8.461;90113;33161;90.11;33.16
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;Apr 2023;62960;19889;all;N/A;median;19889;10;502.333;87.812;92363;33008;92.36;33.01
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;Apr 2023;194759;61653;all;N/A;median;61653;10;315.556;6.65;100529;31418;100.53;31.42
Movistar;Bogotá, Bogota, Colombia;;Apr 2023;131711;39087;all;N/A;median;39087;6;89.667;40.916;183968;155469;183.97;155.47
Movistar;Cali, Cali, Valle del Cauca, Colombia;;Apr 2023;32591;10394;all;N/A;median;10394;19;236.167;64.875;170989;150525;170.99;150.53
Movistar;Barranquilla, Barranquilla, Atlantico, Colombia;;Apr 2023;27646;8179;all;N/A;median;8179;5;433.717;73.393;160586;156479;160.59;156.48
Movistar;Medellín, Medellin, Antioquia, Colombia;;Apr 2023;38874;11128;all;N/A;median;11128;16;399.333;58.916;222083;230580;222.08;230.58
Claro;Bogotá, Bogota, Colombia;;Apr 2023;238804;78465;all;N/A;median;78465;10;17.65;70.375;95233;32453;95.23;32.45
Claro;Cali, Cali, Valle del Cauca, Colombia;;Apr 2023;39083;12651;all;N/A;median;12651;18;323.203;8.525;91418;32190;91.42;32.19
Claro;Barranquilla, Barranquilla, Atlantico, Colombia;;Apr 2023;18339;6389;all;N/A;median;6389;13;530.052;80.875;91003;32519;91.00;32.52
Claro;Medellín, Medellin, Antioquia, Colombia;;Apr 2023;43089;14518;all;N/A;median;14518;9;349.833;8.075;102809;32313;102.81;32.31
Tigo;Bogotá, Bogota, Colombia;;Apr 2023;41505;14727;all;N/A;median;14727;10;161.667;5.45;79814;18791;79.81;18.79
Tigo;Cali, Cali, Valle del Cauca, Colombia;;Apr 2023;17900;5725;all;N/A;median;5725;15;29.325;79.916;57421;15894;57.42;15.89
Tigo;Barranquilla, Barranquilla, Atlantico, Colombia;;Apr 2023;12067;4266;all;N/A;median;4266;11;519.979;89.312;62768;12908;62.77;12.91
Tigo;Medellín, Medellin, Antioquia, Colombia;;Apr 2023;98729;34790;all;N/A;median;34790;9;273.609;60.125;92210;22754;92.21;22.75
DIRECTV;Bogotá, Bogota, Colombia;;Apr 2023;6623;2378;all;N/A;median;2378;24;410.167;15.6;15269;4869;15.27;4.87
DIRECTV;Cali, Cali, Valle del Cauca, Colombia;;Apr 2023;2622;1098;all;N/A;median;1098;34;555.556;184.243;15075;3665;15.08;3.67
DIRECTV;Barranquilla, Barranquilla, Atlantico, Colombia;;Apr 2023;3534;1216;all;N/A;median;1216;29;829.294;291.469;9079;3134;9.08;3.13
DIRECTV;Medellín, Medellin, Antioquia, Colombia;;Apr 2023;595;227;all;N/A;median;227;29;441.552;135.144;17518;6083;17.52;6.08
ETB;Bogotá, Bogota, Colombia;;Apr 2023;260881;85708;all;N/A;median;85708;4;77.167;32.125;115689;115386;115.69;115.39
ETB;Cali, Cali, Valle del Cauca, Colombia;;Apr 2023;17;11;all;N/A;median;11;7;217.954;6.45;19187;18451;19.19;18.45
ETB;Barranquilla, Barranquilla, Atlantico, Colombia;;Apr 2023;34;17;all;N/A;median;17;26;39.25;4.85;17903;18075;17.90;18.08
ETB;Medellín, Medellin, Antioquia, Colombia;;Apr 2023;210;99;all;N/A;median;99;9;249.333;93.937;22506;37882;22.51;37.88
EMCALI;Cali, Cali, Valle del Cauca, Colombia;;Apr 2023;14532;4482;all;N/A;median;4482;5;313.333;127.125;51160;50987;51.16;50.99
All Providers Combined;Bogotá, Bogota, Colombia;;may-23;759364;235626;all;N/A;median;235626;7;133.167;53.022;110997;48124;111.00;48.12
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;may-23;118595;36266;all;N/A;median;36266;18;299.167;87.313;90768;33214;90.77;33.21
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;may-23;63049;20228;all;N/A;median;20228;9;49.5;8.675;93933;33253;93.93;33.25
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;may-23;185194;59261;all;N/A;median;59261;10;308.667;65.875;106143;32016;106.14;32.02
Movistar;Bogotá, Bogota, Colombia;;may-23;140146;41022;all;N/A;median;41022;6;89.119;40.333;186593;165849;186.59;165.85
Movistar;Cali, Cali, Valle del Cauca, Colombia;;may-23;32447;10538;all;N/A;median;10538;19;234.167;66.394;165258;140457;165.26;140.46
Movistar;Barranquilla, Barranquilla, Atlantico, Colombia;;may-23;26551;8110;all;N/A;median;8110;5;431.562;7.125;167499;164859;167.50;164.86
Movistar;Medellín, Medellin, Antioquia, Colombia;;may-23;42206;11838;all;N/A;median;11838;15;39;6.277;225946;232708;225.95;232.71
Claro;Bogotá, Bogota, Colombia;;may-23;259716;84705;all;N/A;median;84705;10;176.166;7;97614;32511;97.61;32.51
Claro;Cali, Cali, Valle del Cauca, Colombia;;may-23;44621;13915;all;N/A;median;13915;18;320.917;86.625;92475;32406;92.48;32.41
Claro;Barranquilla, Barranquilla, Atlantico, Colombia;;may-23;19590;6792;all;N/A;median;6792;13;51.7;82.137;93108;32556;93.11;32.56
Claro;Medellín, Medellin, Antioquia, Colombia;;may-23;36533;12646;all;N/A;median;12646;9;335.833;76.405;109123;32414;109.12;32.41
Tigo;Bogotá, Bogota, Colombia;;may-23;40967;14745;all;N/A;median;14745;10;161.532;5.375;86843;18904;86.84;18.90
Tigo;Cali, Cali, Valle del Cauca, Colombia;;may-23;18112;6051;all;N/A;median;6051;15;294.287;74.875;60806;16510;60.81;16.51
Tigo;Barranquilla, Barranquilla, Atlantico, Colombia;;may-23;12110;4419;all;N/A;median;4419;11;518.333;86.875;69901;13018;69.90;13.02
Tigo;Medellín, Medellin, Antioquia, Colombia;;may-23;93882;33822;all;N/A;median;33822;9;27.15;6.025;92590;22513;92.59;22.51
DIRECTV;Bogotá, Bogota, Colombia;;may-23;5359;1967;all;N/A;median;1967;24;421.667;155.458;15737;4823;15.74;4.82
DIRECTV;Cali, Cali, Valle del Cauca, Colombia;;may-23;2640;1128;all;N/A;median;1128;35;56.5;200.065;14978;3552;14.98;3.55
DIRECTV;Barranquilla, Barranquilla, Atlantico, Colombia;;may-23;3435;1045;all;N/A;median;1045;28;830.055;30.8;9331;3005;9.33;3.01
DIRECTV;Medellín, Medellin, Antioquia, Colombia;;may-23;269;98;all;N/A;median;98;33;487.778;144.667;18098;5570;18.10;5.57
ETB;Bogotá, Bogota, Colombia;;may-23;272076;90104;all;N/A;median;90104;4;76.583;32.161;121323;118553;121.32;118.55
ETB;Cali, Cali, Valle del Cauca, Colombia;;may-23;12;6;all;N/A;median;6;8;220.119;63.372;33372;28548;33.37;28.55
ETB;Barranquilla, Barranquilla, Atlantico, Colombia;;may-23;49;36;all;N/A;median;36;25;354.045;107.304;39588;48185;39.59;48.19
ETB;Medellín, Medellin, Antioquia, Colombia;;may-23;165;62;all;N/A;median;62;17;24.908;84.031;8532;9789;8.53;9.79
EMCALI;Cali, Cali, Valle del Cauca, Colombia;;may-23;16486;4692;all;N/A;median;4692;4;327.167;160.625;53549;56577;53.55;56.58
All Providers Combined;Bogotá, Bogota, Colombia;;jun-23;723584;226905;all;N/A;median;226905;7;133.838;5.4;115963;48744;115.96;48.74
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;jun-23;115360;34113;all;N/A;median;34113;18;295.333;86.048;93843;33279;93.84;33.28
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;jun-23;58599;19031;all;N/A;median;19031;9;479.337;89.028;93538;33260;93.54;33.26
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;jun-23;175360;55685;all;N/A;median;55685;10;315.509;66.375;111933;32415;111.93;32.42
Movistar;Bogotá, Bogota, Colombia;;jun-23;140472;41292;all;N/A;median;41292;6;90.992;41.833;192011;168727;192.01;168.73
Movistar;Cali, Cali, Valle del Cauca, Colombia;;jun-23;31256;9777;all;N/A;median;9777;19;231.667;62.333;177230;144939;177.23;144.94
Movistar;Barranquilla, Barranquilla, Atlantico, Colombia;;jun-23;25907;7978;all;N/A;median;7978;5;428.167;72.958;163895;161580;163.90;161.58
Movistar;Medellín, Medellin, Antioquia, Colombia;;jun-23;42757;12231;all;N/A;median;12231;15;397.167;6.45;227335;234893;227.34;234.89
Claro;Bogotá, Bogota, Colombia;;jun-23;243748;80680;all;N/A;median;80680;10;17.6;7.025;104887;32466;104.89;32.47
Claro;Cali, Cali, Valle del Cauca, Colombia;;jun-23;41560;12955;all;N/A;median;12955;18;323.333;85.833;93772;32375;93.77;32.38
Claro;Barranquilla, Barranquilla, Atlantico, Colombia;;jun-23;16360;5765;all;N/A;median;5765;13;502.916;8.247;93967;32466;93.97;32.47
Claro;Medellín, Medellin, Antioquia, Colombia;;jun-23;36223;12260;all;N/A;median;12260;9;342.416;77.905;113614;32492;113.61;32.49
Tigo;Bogotá, Bogota, Colombia;;jun-23;37559;13770;all;N/A;median;13770;10;16.15;5.45;86580;18403;86.58;18.40
Tigo;Cali, Cali, Valle del Cauca, Colombia;;jun-23;18594;5716;all;N/A;median;5716;15;285.457;74.783;68193;17557;68.19;17.56
Tigo;Barranquilla, Barranquilla, Atlantico, Colombia;;jun-23;11673;4313;all;N/A;median;4313;10;490.833;89.125;66007;12521;66.01;12.52
Tigo;Medellín, Medellin, Antioquia, Colombia;;jun-23;85618;30538;all;N/A;median;30538;8;270.154;60.129;93389;22171;93.39;22.17
DIRECTV;Bogotá, Bogota, Colombia;;jun-23;5304;1981;all;N/A;median;1981;25;419.172;16.775;13997;4559;14.00;4.56
DIRECTV;Cali, Cali, Valle del Cauca, Colombia;;jun-23;2224;865;all;N/A;median;865;35;582.889;21.375;13961;3565;13.96;3.57
DIRECTV;Barranquilla, Barranquilla, Atlantico, Colombia;;jun-23;3431;1057;all;N/A;median;1057;32;908.667;372.414;8574;3040;8.57;3.04
DIRECTV;Medellín, Medellin, Antioquia, Colombia;;jun-23;91;34;all;N/A;median;34;30;456.534;116.392;20772;5593;20.77;5.59
ETB;Bogotá, Bogota, Colombia;;jun-23;255759;85898;all;N/A;median;85898;4;76.988;3.3;127240;121653;127.24;121.65
ETB;Cali, Cali, Valle del Cauca, Colombia;;jun-23;76;18;all;N/A;median;18;2;146.833;25.375;46709;38535;46.71;38.54
ETB;Barranquilla, Barranquilla, Atlantico, Colombia;;jun-23;90;35;all;N/A;median;35;23;369.458;154.895;32273;43297;32.27;43.30
ETB;Medellín, Medellin, Antioquia, Colombia;;jun-23;93;45;all;N/A;median;45;16;29.206;112.812;16955;19259;16.96;19.26
EMCALI;Bogotá, Bogota, Colombia;;jun-23;22;5;all;N/A;median;5;5;77.513;71.688;37153;85413;37.15;85.41
EMCALI;Cali, Cali, Valle del Cauca, Colombia;;jun-23;17915;5019;all;N/A;median;5019;4;298.343;16.659;69569;76889;69.57;76.89
All Providers Combined;Bogotá, Bogota, Colombia;;jul-23;722141;221860;all;N/A;median;221860;7;13.35;54.166;117793;54071;117.79;54.07
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;jul-23;120543;35082;all;N/A;median;35082;17;299.333;8.6;94271;38353;94.27;38.35
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;jul-23;61025;19624;all;N/A;median;19624;10;477.304;88.125;93263;33756;93.26;33.76
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;jul-23;178629;57059;all;N/A;median;57059;10;297.083;65.408;114917;32368;114.92;32.37
Movistar;Bogotá, Bogota, Colombia;;jul-23;131433;38945;all;N/A;median;38945;6;9;40.208;198307;176751;198.31;176.75
Movistar;Cali, Cali, Valle del Cauca, Colombia;;jul-23;31572;10172;all;N/A;median;10172;19;234.528;63.375;177792;156056;177.79;156.06
Movistar;Barranquilla, Barranquilla, Atlantico, Colombia;;jul-23;24897;7935;all;N/A;median;7935;5;42.85;72.656;167625;164152;167.63;164.15
Movistar;Medellín, Medellin, Antioquia, Colombia;;jul-23;35769;11427;all;N/A;median;11427;15;386.333;5.975;235293;243146;235.29;243.15
Claro;Bogotá, Bogota, Colombia;;jul-23;230224;76136;all;N/A;median;76136;10;178.167;71.875;105315;32459;105.32;32.46
Claro;Cali, Cali, Valle del Cauca, Colombia;;jul-23;39688;12322;all;N/A;median;12322;18;323.333;84.394;94537;32276;94.54;32.28
Claro;Barranquilla, Barranquilla, Atlantico, Colombia;;jul-23;17872;6033;all;N/A;median;6033;13;508.572;85.964;94202;32478;94.20;32.48
Claro;Medellín, Medellin, Antioquia, Colombia;;jul-23;39998;13240;all;N/A;median;13240;9;336.737;7.797;125465;32532;125.47;32.53
Tigo;Bogotá, Bogota, Colombia;;jul-23;35325;13295;all;N/A;median;13295;10;161.413;55.222;88299;19463;88.30;19.46
Tigo;Cali, Cali, Valle del Cauca, Colombia;;jul-23;17425;5555;all;N/A;median;5555;16;289.122;7.425;73303;18488;73.30;18.49
Tigo;Barranquilla, Barranquilla, Atlantico, Colombia;;jul-23;12019;4230;all;N/A;median;4230;10;481.831;80.558;71789;13496;71.79;13.50
Tigo;Medellín, Medellin, Antioquia, Colombia;;jul-23;87514;30598;all;N/A;median;30598;8;237.854;59.625;93748;22042;93.75;22.04
DIRECTV;Bogotá, Bogota, Colombia;;jul-23;5865;2077;all;N/A;median;2077;25;409.833;154.875;14827;4703;14.83;4.70
DIRECTV;Cali, Cali, Valle del Cauca, Colombia;;jul-23;1572;675;all;N/A;median;675;35;577.124;211.738;14157;3654;14.16;3.65
DIRECTV;Barranquilla, Barranquilla, Atlantico, Colombia;;jul-23;3267;1041;all;N/A;median;1041;29;816.749;28;8445;2857;8.45;2.86
DIRECTV;Medellín, Medellin, Antioquia, Colombia;;jul-23;108;51;all;N/A;median;51;29;432.592;154.167;13444;6307;13.44;6.31
ETB;Bogotá, Bogota, Colombia;;jul-23;275993;87696;all;N/A;median;87696;4;78.945;3.375;132171;132822;132.17;132.82
ETB;Cali, Cali, Valle del Cauca, Colombia;;jul-23;19;12;all;N/A;median;12;9;201.012;177.311;4440;4633;4.44;4.63
ETB;Barranquilla, Barranquilla, Atlantico, Colombia;;jul-23;28;14;all;N/A;median;14;32;544.778;201.965;14373;12853;14.37;12.85
ETB;Medellín, Medellin, Antioquia, Colombia;;jul-23;72;36;all;N/A;median;36;13;246.458;69.104;23665;12750;23.67;12.75
EMCALI;Cali, Cali, Valle del Cauca, Colombia;;jul-23;24916;6338;all;N/A;median;6338;5;389.335;157.673;71621;87368;71.62;87.37
All Providers Combined;Bogotá, Bogota, Colombia;;Aug 2023;740059;231224;all;N/A;median;231224;6;14.1;5.5;125262;58548;125.26;58.55
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;Aug 2023;121932;35742;all;N/A;median;35742;17;298.073;9.35;94047;39783;94.05;39.78
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;Aug 2023;61619;19138;all;N/A;median;19138;10;46.4;86.279;94312;37799;94.31;37.80
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;Aug 2023;180683;58272;all;N/A;median;58272;10;322.583;70.833;114825;32204;114.83;32.20
Movistar;Bogotá, Bogota, Colombia;;Aug 2023;134299;40260;all;N/A;median;40260;6;91.295;43.667;200046;169756;200.05;169.76
Movistar;Cali, Cali, Valle del Cauca, Colombia;;Aug 2023;32498;10377;all;N/A;median;10377;19;23.75;65.119;183205;167694;183.21;167.69
Movistar;Barranquilla, Barranquilla, Atlantico, Colombia;;Aug 2023;26390;7896;all;N/A;median;7896;5;428.139;77.553;171800;164451;171.80;164.45
Movistar;Medellín, Medellin, Antioquia, Colombia;;Aug 2023;33867;10927;all;N/A;median;10927;15;38.55;6.075;239162;247949;239.16;247.95
Claro;Bogotá, Bogota, Colombia;;Aug 2023;233562;78631;all;N/A;median;78631;10;175.111;70.431;108424;32489;108.42;32.49
Claro;Cali, Cali, Valle del Cauca, Colombia;;Aug 2023;40939;12764;all;N/A;median;12764;18;322.708;8.85;94343;32346;94.34;32.35
Claro;Barranquilla, Barranquilla, Atlantico, Colombia;;Aug 2023;17272;5909;all;N/A;median;5909;13;481.702;79.312;93751;32595;93.75;32.60
Claro;Medellín, Medellin, Antioquia, Colombia;;Aug 2023;39636;13666;all;N/A;median;13666;9;337.833;7.608;126655;32529;126.66;32.53
Tigo;Bogotá, Bogota, Colombia;;Aug 2023;38255;13703;all;N/A;median;13703;10;163.944;5.875;90645;19391;90.65;19.39
Tigo;Cali, Cali, Valle del Cauca, Colombia;;Aug 2023;17030;5432;all;N/A;median;5432;16;309.541;88.723;68769;17657;68.77;17.66
Tigo;Barranquilla, Barranquilla, Atlantico, Colombia;;Aug 2023;11105;3865;all;N/A;median;3865;10;482.167;79.156;76003;13910;76.00;13.91
Tigo;Medellín, Medellin, Antioquia, Colombia;;Aug 2023;89337;31634;all;N/A;median;31634;8;278.338;68.583;94096;22461;94.10;22.46
DIRECTV;Bogotá, Bogota, Colombia;;Aug 2023;5133;1832;all;N/A;median;1832;25;415.062;16.028;15828;4814;15.83;4.81
DIRECTV;Cali, Cali, Valle del Cauca, Colombia;;Aug 2023;1774;785;all;N/A;median;785;34;584.444;223.583;15459;3743;15.46;3.74
DIRECTV;Barranquilla, Barranquilla, Atlantico, Colombia;;Aug 2023;2948;1009;all;N/A;median;1009;29;838.872;308.818;9477;3279;9.48;3.28
DIRECTV;Medellín, Medellin, Antioquia, Colombia;;Aug 2023;201;64;all;N/A;median;64;32;425.333;141.906;12536;5575;12.54;5.58
ETB;Bogotá, Bogota, Colombia;;Aug 2023;279937;91998;all;N/A;median;91998;4;93.041;34.671;147847;147265;147.85;147.27
ETB;Cali, Cali, Valle del Cauca, Colombia;;Aug 2023;46;31;all;N/A;median;31;14;272.833;76.375;4669;4653;4.67;4.65
ETB;Barranquilla, Barranquilla, Atlantico, Colombia;;Aug 2023;46;18;all;N/A;median;18;25;390.443;9.175;12761;13674;12.76;13.67
ETB;Medellín, Medellin, Antioquia, Colombia;;Aug 2023;163;76;all;N/A;median;76;13;323.333;11.275;21547;24327;21.55;24.33
EMCALI;Cali, Cali, Valle del Cauca, Colombia;;Aug 2023;24532;6462;all;N/A;median;6462;6;287.729;176.667;68766;82588;68.77;82.59
All Providers Combined;Bogotá, Bogota, Colombia;;sep-23;750071;227259;all;N/A;median;227259;6;128.919;54.826;131724;61782;131.72;61.78
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;sep-23;130635;37697;all;N/A;median;37697;18;307.667;97.041;93898;39072;93.90;39.07
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;sep-23;62340;18599;all;N/A;median;18599;9;453.167;85.337;100570;44554;100.57;44.55
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;sep-23;179247;57691;all;N/A;median;57691;11;313.625;7.025;123734;32879;123.73;32.88
Movistar;Bogotá, Bogota, Colombia;;sep-23;169028;46851;all;N/A;median;46851;5;9.25;49.583;223860;199682;223.86;199.68
Movistar;Cali, Cali, Valle del Cauca, Colombia;;sep-23;40716;11896;all;N/A;median;11896;19;236.283;67.888;202897;192551;202.90;192.55
Movistar;Barranquilla, Barranquilla, Atlantico, Colombia;;sep-23;30980;8426;all;N/A;median;8426;5;42.2;73.869;194234;184971;194.23;184.97
Movistar;Medellín, Medellin, Antioquia, Colombia;;sep-23;38802;12438;all;N/A;median;12438;14;370.555;64.312;255015;265481;255.02;265.48
Claro;Bogotá, Bogota, Colombia;;sep-23;235516;79588;all;N/A;median;79588;10;172.099;6.975;110598;32506;110.60;32.51
Claro;Cali, Cali, Valle del Cauca, Colombia;;sep-23;48876;14391;all;N/A;median;14391;19;339.597;11.625;87744;32240;87.74;32.24
Claro;Barranquilla, Barranquilla, Atlantico, Colombia;;sep-23;16491;5524;all;N/A;median;5524;13;472.667;81.906;93537;32620;93.54;32.62
Claro;Medellín, Medellin, Antioquia, Colombia;;sep-23;38692;13609;all;N/A;median;13609;9;330.619;76.125;135093;32535;135.09;32.54
Tigo;Bogotá, Bogota, Colombia;;sep-23;34026;12192;all;N/A;median;12192;10;158.667;56.375;91750;21275;91.75;21.28
Tigo;Cali, Cali, Valle del Cauca, Colombia;;sep-23;17710;5687;all;N/A;median;5687;15;314.331;9.15;66961;17147;66.96;17.15
Tigo;Barranquilla, Barranquilla, Atlantico, Colombia;;sep-23;9279;3428;all;N/A;median;3428;11;469.323;7.875;70789;14127;70.79;14.13
Tigo;Medellín, Medellin, Antioquia, Colombia;;sep-23;80981;28665;all;N/A;median;28665;9;251.556;66.917;93857;22180;93.86;22.18
DIRECTV;Bogotá, Bogota, Colombia;;sep-23;3605;1416;all;N/A;median;1416;25;435.106;16.95;15566;4691;15.57;4.69
DIRECTV;Cali, Cali, Valle del Cauca, Colombia;;sep-23;2498;986;all;N/A;median;986;34;596.333;229.167;15201;3754;15.20;3.75
DIRECTV;Barranquilla, Barranquilla, Atlantico, Colombia;;sep-23;2729;899;all;N/A;median;899;29;793.333;263.077;10757;3451;10.76;3.45
DIRECTV;Medellín, Medellin, Antioquia, Colombia;;sep-23;123;31;all;N/A;median;31;33;436.216;134.396;17251;5441;17.25;5.44
ETB;Bogotá, Bogota, Colombia;;sep-23;253956;82026;all;N/A;median;82026;4;72.667;31.656;143443;142658;143.44;142.66
ETB;Cali, Cali, Valle del Cauca, Colombia;;sep-23;18;12;all;N/A;median;12;9;179.833;3.4;42964;88802;42.96;88.80
ETB;Barranquilla, Barranquilla, Atlantico, Colombia;;sep-23;52;20;all;N/A;median;20;23;363.881;15.8;15052;13823;15.05;13.82
ETB;Medellín, Medellin, Antioquia, Colombia;;sep-23;75;39;all;N/A;median;39;16;25.919;65.875;24688;19421;24.69;19.42
EMCALI;Cali, Cali, Valle del Cauca, Colombia;;sep-23;15734;4787;all;N/A;median;4787;4;346.167;103.312;74643;78972;74.64;78.97
All Providers Combined;Bogotá, Bogota, Colombia;;oct-23;782941;237363;all;N/A;median;237363;6;124.667;5.375;137948;72024;137.95;72.02
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;oct-23;141888;41420;all;N/A;median;41420;18;288.583;82.067;103630;44112;103.63;44.11
All Providers Combined;Barranquilla, Barranquilla, Atlantico, Colombia;;oct-23;67022;19716;all;N/A;median;19716;8;450.132;86.476;116024;68488;116.02;68.49
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;oct-23;183353;59566;all;N/A;median;59566;11;302.338;70.652;132268;33036;132.27;33.04
Movistar;Bogotá, Bogota, Colombia;;oct-23;199392;54350;all;N/A;median;54350;5;91.111;45.437;240728;203903;240.73;203.90
Movistar;Cali, Cali, Valle del Cauca, Colombia;;oct-23;49829;14677;all;N/A;median;14677;19;232.648;6.682;209786;197946;209.79;197.95
Movistar;Barranquilla, Barranquilla, Atlantico, Colombia;;oct-23;36643;9973;all;N/A;median;9973;5;423.394;78.176;204690;200509;204.69;200.51
Movistar;Medellín, Medellin, Antioquia, Colombia;;oct-23;40062;12902;all;N/A;median;12902;14;325.833;60.715;275570;289505;275.57;289.51
