Provider,Location,Device,Aggregate Date,Test Count,Sample Count,Platform,Technology Type,Metric Type,Device Count,Latency,Download Speed,Upload Speed,Download Speed Mbps,Upload Speed Mbps
Movistar,"Amazonas, Colombia",,Jan 2021,22,9,N/A,cellular,mean,9,71,1984,3323,1.98,3.32
Movistar,"Antioquia, Colombia",,Jan 2021,2631,919,N/A,cellular,mean,919,49,14282,7939,14.28,7.94
Movistar,"Arauca, Colombia",,Jan 2021,181,56,N/A,cellular,mean,56,55,9589,8427,9.59,8.43
Movistar,"Atlantico, Colombia",,Jan 2021,1873,731,N/A,cellular,mean,731,36,20039,10346,20.04,10.35
Movistar,"Bogota, Colombia",,Jan 2021,8523,3487,N/A,cellular,mean,3487,31,14989,9253,14.99,9.25
Movistar,"Bolivar, Colombia",,Jan 2021,643,300,N/A,cellular,mean,300,38,15119,8365,15.12,8.37
Movistar,"Boyaca, Colombia",,Jan 2021,689,245,N/A,cellular,mean,245,57,10473,5575,10.47,5.58
Movistar,"Caldas, Colombia",,Jan 2021,333,150,N/A,cellular,mean,150,60,11178,7192,11.18,7.19
Movistar,"Caquetá, Colombia",,Jan 2021,50,36,N/A,cellular,mean,36,54,8232,3663,8.23,3.66
Movistar,"Casanare, Colombia",,Jan 2021,261,63,N/A,cellular,mean,63,48,11846,5840,11.85,5.84
Movistar,"Cauca Department, Colombia",,Jan 2021,361,138,N/A,cellular,mean,138,51,13910,8393,13.91,8.39
Movistar,"Cesar, Colombia",,Jan 2021,924,216,N/A,cellular,mean,216,78,12163,7872,12.16,7.87
Movistar,"Choco, Colombia",,Jan 2021,71,21,N/A,cellular,mean,21,71,8281,6598,8.28,6.6
Movistar,"Cordoba, Colombia",,Jan 2021,429,132,N/A,cellular,mean,132,62,15765,9258,15.77,9.26
Movistar,"Cundinamarca, Colombia",,Jan 2021,2183,814,N/A,cellular,mean,814,43,9126,4962,9.13,4.96
Movistar,"Huila, Colombia",,Jan 2021,515,211,N/A,cellular,mean,211,45,13196,6721,13.2,6.72
Movistar,"La Guajira, Colombia",,Jan 2021,401,119,N/A,cellular,mean,119,36,9964,7849,9.96,7.85
Movistar,"Magdalena, Colombia",,Jan 2021,457,158,N/A,cellular,mean,158,94,14709,8428,14.71,8.43
Movistar,"Meta, Colombia",,Jan 2021,473,188,N/A,cellular,mean,188,46,13267,6432,13.27,6.43
Movistar,"Narino, Colombia",,Jan 2021,535,173,N/A,cellular,mean,173,53,12852,10519,12.85,10.52
Movistar,"North Santander, Colombia",,Jan 2021,560,203,N/A,cellular,mean,203,48,8755,7220,8.76,7.22
Movistar,"Putumayo, Colombia",,Jan 2021,47,24,N/A,cellular,mean,24,165,8004,4590,8,4.59
Movistar,"Quindio, Colombia",,Jan 2021,378,136,N/A,cellular,mean,136,60,12119,7893,12.12,7.89
Movistar,"Risaralda, Colombia",,Jan 2021,412,175,N/A,cellular,mean,175,56,13025,7701,13.03,7.7
Movistar,"San Andrés and Providencia, Colombia",,Jan 2021,428,99,N/A,cellular,mean,99,109,5505,5529,5.51,5.53
Movistar,"Santander Department, Colombia",,Jan 2021,2506,870,N/A,cellular,mean,870,53,11240,7599,11.24,7.6
Movistar,"Sucre, Colombia",,Jan 2021,251,67,N/A,cellular,mean,67,45,16241,10073,16.24,10.07
Movistar,"Tolima, Colombia",,Jan 2021,769,274,N/A,cellular,mean,274,41,12911,5452,12.91,5.45
Movistar,"Valle del Cauca, Colombia",,Jan 2021,6705,2302,N/A,cellular,mean,2302,41,14934,9928,14.93,9.93
Movistar,"Vichada, Colombia",,Jan 2021,7,2,N/A,cellular,mean,2,139,619,789,0.62,0.79
Movistar,"Guaviare, Colombia",,Jan 2021,40,21,N/A,cellular,mean,21,43,24963,12881,24.96,12.88
Avantel,"Amazonas, Colombia",,Jan 2021,5,4,N/A,cellular,mean,4,847,279,1545,0.28,1.55
Avantel,"Antioquia, Colombia",,Jan 2021,865,229,N/A,cellular,mean,229,33,20399,9568,20.4,9.57
Avantel,"Arauca, Colombia",,Jan 2021,65,6,N/A,cellular,mean,6,45,4029,9760,4.03,9.76
Avantel,"Atlantico, Colombia",,Jan 2021,846,145,N/A,cellular,mean,145,36,21996,12772,22,12.77
Avantel,"Bogota, Colombia",,Jan 2021,5552,1728,N/A,cellular,mean,1728,30,18062,10719,18.06,10.72
