Provider,Location,Device,Aggregate Date,Test Count,Sample Count,Platform,Technology Type,Metric Type,Device Count,Latency,Download Speed,Upload Speed,Download Speed Mbps,Upload Speed Mbps
Movistar,"Amazonas, Colombia",,Jan 2019,13,5,N/A,cellular,mean,5,65,9097,6731,9.1,6.73
Movistar,"Antioquia, Colombia",,Jan 2019,2232,995,N/A,cellular,mean,995,51,18273,9683,18.27,9.68
Movistar,"Arauca, Colombia",,Jan 2019,32,18,N/A,cellular,mean,18,76,9478,8061,9.48,8.06
Movistar,"Atlantico, Colombia",,Jan 2019,947,472,N/A,cellular,mean,472,63,22192,12152,22.19,12.15
Movistar,"Bogota, Colombia",,Jan 2019,6231,2913,N/A,cellular,mean,2913,44,16829,9667,16.83,9.67
Movistar,"Bolivar, Colombia",,Jan 2019,486,249,N/A,cellular,mean,249,70,18123,9691,18.12,9.69
Movistar,"Boyaca, Colombia",,Jan 2019,314,153,N/A,cellular,mean,153,45,15768,7552,15.77,7.55
Movistar,"Caldas, Colombia",,Jan 2019,250,103,N/A,cellular,mean,103,51,17605,8410,17.61,8.41
Movistar,"Caquetá, Colombia",,Jan 2019,57,31,N/A,cellular,mean,31,49,14812,6886,14.81,6.89
Movistar,"Casanare, Colombia",,Jan 2019,79,43,N/A,cellular,mean,43,47,22197,10017,22.2,10.02
Movistar,"Cauca Department, Colombia",,Jan 2019,143,72,N/A,cellular,mean,72,48,17888,8386,17.89,8.39
Movistar,"Cesar, Colombia",,Jan 2019,332,128,N/A,cellular,mean,128,74,11972,8197,11.97,8.2
Movistar,"Choco, Colombia",,Jan 2019,48,15,N/A,cellular,mean,15,70,14689,7759,14.69,7.76
Movistar,"Cordoba, Colombia",,Jan 2019,71,41,N/A,cellular,mean,41,66,10782,9932,10.78,9.93
Movistar,"Cundinamarca, Colombia",,Jan 2019,954,495,N/A,cellular,mean,495,58,12769,6334,12.77,6.33
Movistar,"Guainia, Colombia",,Jan 2019,1,1,N/A,cellular,mean,1,99,211,26,0.21,0.03
