Aggregate Date;municipio;region;connection_type;provider;test_count;performance_sample_count;mean_download_speed_mbps;download_speed;mean_upload_mbps;upload_speed;latency;jitter;mes;año;periodo;sample_count;mean_download_mbps;mean_latency_ms;mean_jitter;Indice_Descarga;Indice_Carga;Indice_Latencia;Indice_Jitter;Indice_CRC
2022-02-01;PEREIRA;Risaralda;All Fixed;All Providers Combined;35612;9863.0;74.814;52.614;27.457;16.303;22.0;6.0;2;2022;2022-02;;;;;2.3253894736842105;0.570858585858586;25.0;8.8;36.696248059542796
2022-12-01;SANTA MARTA;Magdalena;All Fixed;All Providers Combined;16393;4866.0;113.33;79.511;71.275;28.542;15.0;6.0;12;2022;2022-12;;;;;4.590399999999999;1.188989898989899;25.0;8.8;39.5793898989899
2022-10-01;MEDELLIN;Antioquia;All Fixed;All Providers Combined;208839;64649.0;140.455;94.594;70.378;28.405;10.0;4.0;10;2022;2022-10;;;;;5.860547368421052;1.182070707070707;25.0;9.2;41.24261807549176
2022-08-01;SINCELEJO;Sucre;All Fixed;All Providers Combined;5018;1509.0;108.485;72.483;48.02;19.568;15.0;6.0;8;2022;2022-08;;;;;3.998568421052632;0.7357575757575758;25.0;8.8;38.53432599681021
2022-10-01;QUIBDO;Choco;All Fixed;All Providers Combined;1861;421.0;22.108;14.533;23.266;16.143;30.0;23.0;10;2022;2022-10;;;;;0.0;0.5627777777777778;23.333333333333332;5.4;29.29611111111111
2022-06-01;BARRANQUILLA;Atlantico;All Fixed;All Providers Combined;62591;18970.0;110.322;80.405;75.04;28.98;15.0;5.0;6;2022;2022-06;;;;;4.665684210526315;1.211111111111111;25.0;9.0;39.87679532163743
2022-09-01;FLORENCIA;Caquetá;All Fixed;All Providers Combined;4987;1218.0;49.696;21.054;32.199;21.122;22.0;8.0;9;2022;2022-09;;;;;0.0;0.8142424242424242;25.0;8.4;34.21424242424242
2022-11-01;ARAUCA;Arauca;All Fixed;All Providers Combined;598;235.0;17.562;12.117;9.118;4.894;15.0;7.0;11;2022;2022-11;;;;;0.0;0.0;25.0;8.6;33.6
2022-02-01;CALI;Valle del Cauca;All Fixed;All Providers Combined;141999;42171.0;95.402;63.832;61.713;21.773;18.0;6.0;2;2022;2022-02;;;;;3.270063157894737;0.847121212121212;25.0;8.8;37.917184370015946
2022-07-01;NEIVA;Huila;All Fixed;All Providers Combined;17806;5148.0;89.175;56.597;47.765;26.679;26.0;8.0;7;2022;2022-07;;;;;2.6608;1.0948989898989898;24.666666666666668;8.4;36.82236565656566
2022-08-01;MANIZALES;Caldas;All Fixed;All Providers Combined;30402;8207.0;111.6;86.789;26.577;17.996;30.0;7.0;8;2022;2022-08;;;;;5.2032842105263155;0.6563636363636364;23.333333333333332;8.6;37.792981180223286
2022-03-01;MONTERIA;Cordoba;All Fixed;All Providers Combined;15820;4291.0;90.16;59.454;48.864;19.504;18.0;7.0;3;2022;2022-03;;;;;2.9013894736842105;0.7325252525252526;25.0;8.6;37.23391472620946
2022-06-01;VALLEDUPAR;Cesar;All Fixed;All Providers Combined;14594;4118.0;103.652;69.46;51.598;24.183;29.0;6.0;6;2022;2022-06;;;;;3.7439999999999993;0.9688383838383838;23.666666666666668;8.8;37.17950505050506
2022-11-01;CALI;Valle del Cauca;All Fixed;All Providers Combined;119514;36247.0;119.622;83.256;73.003;32.217;19.0;6.0;11;2022;2022-11;;;;;4.905768421052631;1.3745959595959596;25.0;8.8;40.08036438064859
2022-04-01;ARAUCA;Arauca;All Fixed;All Providers Combined;841;341.0;14.877;10.107;7.993;4.839;17.0;9.0;4;2022;2022-04;;;;;0.0;0.0;25.0;8.2;33.2
2022-02-01;SAN JOSE DEL GUAVIARE;Guaviare;All Fixed;All Providers Combined;651;170.0;30.836;10.747;36.177;10.521;15.0;15.0;2;2022;2022-02;;;;;0.0;0.2788383838383839;25.0;7.0;32.278838383838384
2022-10-01;PEREIRA;Risaralda;All Fixed;All Providers Combined;27526;7441.0;106.519;73.281;43.306;26.845;21.0;6.0;10;2022;2022-10;;;;;4.065768421052632;1.1032828282828282;25.0;8.8;38.969051249335465
2022-10-01;FLORENCIA;Caquetá;All Fixed;All Providers Combined;5382;1342.0;57.907;24.91;39.799;23.841;22.0;10.0;10;2022;2022-10;;;;;0.0;0.9515656565656566;25.0;8.0;33.951565656565656
2022-04-01;TUNJA;Boyaca;All Fixed;All Providers Combined;14903;4619.0;80.602;53.263;36.548;21.486;15.0;7.0;4;2022;2022-04;;;;;2.3800421052631577;0.8326262626262627;25.0;8.6;36.81266836788942
2022-12-01;RIOHACHA;La Guajira;All Fixed;All Providers Combined;2287;812.0;101.878;63.867;35.352;28.604;33.0;8.0;12;2022;2022-12;;;;;3.273010526315789;1.1921212121212121;22.333333333333332;8.4;35.198465071770336
2022-11-01;IBAGUE;Tolima;All Fixed;All Providers Combined;27188;7910.0;130.864;91.825;97.369;38.273;12.0;5.0;11;2022;2022-11;;;;;5.627368421052632;1.6804545454545456;25.0;9.0;41.307822966507175
2022-11-01;YOPAL;Casanare;All Fixed;All Providers Combined;4023;976.0;77.132;37.863;39.417;25.049;14.0;7.0;11;2022;2022-11;;;;;1.0832;1.0125757575757575;25.0;8.6;35.69577575757576
2022-03-01;CARTAGENA;Bolivar;All Fixed;All Providers Combined;28973;8230.0;97.438;68.423;59.299;19.958;12.0;5.0;3;2022;2022-03;;;;;3.6566736842105265;0.7554545454545453;25.0;9.0;38.41212822966507
2022-07-01;BUCARAMANGA;Santander Department;All Fixed;All Providers Combined;50472;16740.0;120.177;87.587;86.12;31.613;17.0;5.0;7;2022;2022-07;;;;;5.270484210526316;1.3440909090909092;25.0;9.0;40.61457511961723
2022-07-01;SAN ANDRES;Santander Department;All Fixed;All Providers Combined;40;3.0;12.378;11.87;10.625;11.406;20.0;17.0;7;2022;2022-07;;;;;0.0;0.32353535353535356;25.0;6.6;31.923535353535357
2022-11-01;SAN JOSE DEL GUAVIARE;Guaviare;All Fixed;All Providers Combined;630;149.0;22.569;9.58;26.302;12.229;19.0;16.0;11;2022;2022-11;;;;;0.0;0.36510101010101004;25.0;6.8;32.16510101010101
2022-01-01;NEIVA;Huila;All Fixed;All Providers Combined;18417;5617.0;66.434;39.338;29.183;11.914;21.0;9.0;1;2022;2022-01;;;;;1.2074105263157895;0.34919191919191916;25.0;8.2;34.75660244550771
2022-03-01;IBAGUE;Tolima;All Fixed;All Providers Combined;35174;10042.0;93.799;60.209;69.969;25.842;15.0;6.0;3;2022;2022-03;;;;;2.9649684210526317;1.0526262626262626;25.0;8.8;37.81759468367889
2022-08-01;CARTAGENA;Bolivar;All Fixed;All Providers Combined;25708;7247.0;117.643;91.498;79.723;28.259;11.0;5.0;8;2022;2022-08;;;;;5.599831578947368;1.1746969696969698;25.0;9.0;40.77452854864434
2022-01-01;MONTERIA;Cordoba;All Fixed;All Providers Combined;17238;4689.0;80.69;50.733;44.398;14.494;19.0;7.0;1;2022;2022-01;;;;;2.1669894736842106;0.4794949494949495;25.0;8.6;36.24648442317916
2022-05-01;VILLAVICENCIO;Meta;All Fixed;All Providers Combined;29958;8160.0;102.513;70.188;72.848;29.268;15.0;6.0;5;2022;2022-05;;;;;3.8053052631578947;1.2256565656565657;25.0;8.8;38.830961828814466
2022-06-01;POPAYAN;Cauca Department;All Fixed;All Providers Combined;17449;4850.0;76.438;49.169;29.263;22.035;20.0;8.0;6;2022;2022-06;;;;;2.0352842105263154;0.8603535353535353;25.0;8.4;36.29563774587985
2022-07-01;VALLEDUPAR;Cesar;All Fixed;All Providers Combined;14518;4395.0;102.212;68.924;47.081;24.957;30.0;6.0;7;2022;2022-07;;;;;3.6988631578947375;1.007929292929293;23.333333333333332;8.8;36.840125784157365
2022-05-01;BUCARAMANGA;Santander Department;All Fixed;All Providers Combined;58865;18288.0;113.399;77.056;73.513;29.465;25.0;5.0;5;2022;2022-05;;;;;4.383663157894737;1.2356060606060606;25.0;9.0;39.6192692185008
2022-10-01;IBAGUE;Tolima;All Fixed;All Providers Combined;28775;8136.0;120.932;83.094;89.071;35.657;12.0;6.0;10;2022;2022-10;;;;;4.892126315789473;1.5483333333333333;25.0;8.8;40.24045964912281
2022-05-01;FLORENCIA;Caquetá;All Fixed;All Providers Combined;4654;1147.0;34.354;17.547;19.683;15.912;23.0;11.0;5;2022;2022-05;;;;;0.0;0.5511111111111111;25.0;7.8;33.35111111111111
2022-04-01;CUCUTA;North Santander;All Fixed;All Providers Combined;29620;8507.0;89.85;56.92;41.952;21.159;23.0;7.0;4;2022;2022-04;;;;;2.688;0.816111111111111;25.0;8.6;37.10411111111111
2022-04-01;MONTERIA;Cordoba;All Fixed;All Providers Combined;13665;4006.0;88.88;56.288;49.085;20.214;18.0;6.0;4;2022;2022-04;;;;;2.634778947368421;0.7683838383838383;25.0;8.8;37.203162785752255
2022-11-01;MEDELLIN;Antioquia;All Fixed;All Providers Combined;184633;58055.0;144.602;94.717;74.791;28.377;10.0;4.0;11;2022;2022-11;;;;;5.870905263157894;1.1806565656565655;25.0;9.2;41.25156182881446
2022-02-01;IBAGUE;Tolima;All Fixed;All Providers Combined;31215;9050.0;93.08;63.129;68.776;23.477;15.0;6.0;2;2022;2022-02;;;;;3.2108631578947366;0.9331818181818182;25.0;8.8;37.944044976076555
2022-07-01;VILLAVICENCIO;Meta;All Fixed;All Providers Combined;28603;8059.0;116.09;83.183;80.657;31.146;13.0;6.0;7;2022;2022-07;;;;;4.899621052631579;1.3205050505050504;25.0;8.8;40.02012610313663
2022-06-01;PASTO;Narino;All Fixed;All Providers Combined;15256;4317.0;88.147;55.103;40.119;22.804;23.0;7.0;6;2022;2022-06;;;;;2.534989473684211;0.8991919191919191;25.0;8.6;37.03418139287613
2022-12-01;QUIBDO;Choco;All Fixed;All Providers Combined;1701;512.0;73.084;21.075;71.154;24.598;23.0;10.0;12;2022;2022-12;;;;;0.0;0.9897979797979798;25.0;8.0;33.989797979797984
2022-10-01;POPAYAN;Cauca Department;All Fixed;All Providers Combined;16647;4747.0;89.164;56.289;36.632;28.065;19.0;7.0;10;2022;2022-10;;;;;2.6348631578947366;1.1648989898989899;25.0;8.6;37.39976214779372
2022-12-01;MANIZALES;Caldas;All Fixed;All Providers Combined;18040;5693.0;118.289;89.108;32.504;18.861;27.0;6.0;12;2022;2022-12;;;;;5.398568421052632;0.7000505050505051;24.333333333333332;8.8;39.23195225943647
2022-09-01;QUIBDO;Choco;All Fixed;All Providers Combined;1470;358.0;25.485;15.114;22.826;16.553;31.0;16.0;9;2022;2022-09;;;;;0.0;0.5834848484848486;23.0;6.8;30.383484848484848
2022-03-01;NEIVA;Huila;All Fixed;All Providers Combined;19105;5513.0;74.366;46.521;34.941;19.398;21.0;8.0;3;2022;2022-03;;;;;1.8122947368421054;0.7271717171717171;25.0;8.4;35.939466454013825
2022-02-01;PASTO;Narino;All Fixed;All Providers Combined;16849;4902.0;77.114;46.318;35.494;16.399;24.0;7.0;2;2022;2022-02;;;;;1.7952;0.5757070707070707;25.0;8.6;35.97090707070707
2022-04-01;FLORENCIA;Caquetá;All Fixed;All Providers Combined;6782;1438.0;41.315;20.255;19.708;17.406;22.0;11.0;4;2022;2022-04;;;;;0.0;0.6265656565656565;25.0;7.8;33.42656565656566
2022-08-01;PASTO;Narino;All Fixed;All Providers Combined;16190;4664.0;90.714;56.726;45.422;23.534;25.0;9.0;8;2022;2022-08;;;;;2.671663157894737;0.936060606060606;25.0;8.2;36.80772376395534
2022-08-01;SAN JOSE DEL GUAVIARE;Guaviare;All Fixed;All Providers Combined;665;167.0;37.693;11.93;47.273;14.135;15.0;5.0;8;2022;2022-08;;;;;0.0;0.46136363636363636;25.0;9.0;34.461363636363636
2022-09-01;CALI;Valle del Cauca;All Fixed;All Providers Combined;126349;37356.0;113.628;78.887;66.704;31.249;19.0;6.0;9;2022;2022-09;;;;;4.537852631578947;1.3257070707070708;25.0;8.8;39.66355970228602
2022-08-01;BARRANQUILLA;Atlantico;All Fixed;All Providers Combined;62129;18313.0;116.398;86.77;85.11;31.44;12.0;5.0;8;2022;2022-08;;;;;5.201684210526315;1.3353535353535353;25.0;9.0;40.53703774587985
2022-05-01;MONTERIA;Cordoba;All Fixed;All Providers Combined;15615;4016.0;93.126;63.669;53.063;21.476;19.0;7.0;5;2022;2022-05;;;;;3.2563368421052625;0.832121212121212;25.0;8.6;37.68845805422647
2022-11-01;BARRANQUILLA;Atlantico;All Fixed;All Providers Combined;58696;18125.0;122.506;88.821;94.389;32.638;9.0;5.0;11;2022;2022-11;;;;;5.3744000000000005;1.3958585858585857;25.0;9.0;40.770258585858585
2022-03-01;BOGOTA;Bogota;All Fixed;All Providers Combined;954081;282537.0;112.368;87.39;80.473;30.231;8.0;5.0;3;2022;2022-03;;;;;5.253894736842105;1.2742929292929295;25.0;9.0;40.52818766613504
2022-04-01;IBAGUE;Tolima;All Fixed;All Providers Combined;37925;10311.0;97.739;63.618;70.628;29.78;14.0;6.0;4;2022;2022-04;;;;;3.252042105263158;1.2515151515151515;25.0;8.8;38.303557256778305
2022-05-01;MOCOA;Putumayo;All Fixed;All Providers Combined;1580;410.0;36.744;21.342;33.462;24.176;23.0;12.0;5;2022;2022-05;;;;;0.0;0.9684848484848484;25.0;7.6;33.56848484848485
2022-07-01;SAN ANDRES;San Andrés and Providencia;All Fixed;All Providers Combined;982;289.0;35.545;11.985;33.083;7.877;36.0;16.0;7;2022;2022-07;;;;;0.0;0.1453030303030303;21.333333333333332;6.8;28.278636363636362
2022-01-01;BUCARAMANGA;Santander Department;All Fixed;All Providers Combined;73168;21215.0;100.215;70.06;66.861;21.902;27.0;7.0;1;2022;2022-01;;;;;3.794526315789474;0.8536363636363636;24.333333333333332;8.6;37.58149601275917
2022-05-01;MANIZALES;Caldas;All Fixed;All Providers Combined;33761;7926.0;91.532;65.532;20.985;14.069;30.0;10.0;5;2022;2022-05;;;;;3.4132210526315783;0.45803030303030307;23.333333333333332;8.0;35.20458468899521
2022-08-01;MEDELLIN;Antioquia;All Fixed;All Providers Combined;214107;64949.0;134.669;93.656;66.822;26.819;10.0;4.0;8;2022;2022-08;;;;;5.781557894736842;1.101969696969697;25.0;9.2;41.08352759170654
2022-10-01;CUCUTA;North Santander;All Fixed;All Providers Combined;24218;7273.0;109.79;70.025;70.105;29.841;20.0;7.0;10;2022;2022-10;;;;;3.7915789473684214;1.2545959595959595;25.0;8.6;38.64617490696438
2022-06-01;MONTERIA;Cordoba;All Fixed;All Providers Combined;13250;3795.0;93.661;60.341;53.876;22.707;18.0;6.0;6;2022;2022-06;;;;;2.976084210526316;0.8942929292929294;25.0;8.8;37.67037713981925
2022-09-01;CARTAGENA;Bolivar;All Fixed;All Providers Combined;26769;6819.0;123.488;93.249;89.282;29.429;9.0;5.0;9;2022;2022-09;;;;;5.747284210526316;1.2337878787878787;25.0;9.0;40.981072089314196
2022-12-01;MONTERIA;Cordoba;All Fixed;All Providers Combined;10456;3162.0;105.319;68.152;58.659;25.846;15.0;7.0;12;2022;2022-12;;;;;3.633852631578947;1.052828282828283;25.0;8.6;38.28668091440723
2022-07-01;SAN JOSE DEL GUAVIARE;Guaviare;All Fixed;All Providers Combined;1003;219.0;26.246;9.183;33.926;12.295;17.0;18.0;7;2022;2022-07;;;;;0.0;0.36843434343434345;25.0;6.4;31.768434343434343
2022-12-01;CALI;Valle del Cauca;All Fixed;All Providers Combined;104889;32510.0;122.742;85.593;75.758;32.411;19.0;6.0;12;2022;2022-12;;;;;5.1025684210526325;1.3843939393939395;25.0;8.8;40.28696236044657
2022-12-01;MEDELLIN;Antioquia;All Fixed;All Providers Combined;146997;47531.0;149.697;95.075;80.52;28.274;10.0;4.0;12;2022;2022-12;;;;;5.901052631578947;1.1754545454545455;25.0;9.2;41.276507177033494
2022-11-01;SINCELEJO;Sucre;All Fixed;All Providers Combined;4148;1432.0;107.35;77.375;43.971;22.436;15.0;5.0;11;2022;2022-11;;;;;4.410526315789474;0.8806060606060606;25.0;9.0;39.29113237639554
2022-01-01;SAN ANDRES;San Andrés and Providencia;All Fixed;All Providers Combined;428;135.0;7.616;3.895;6.368;2.782;12.0;18.0;1;2022;2022-01;;;;;0.0;0.0;25.0;6.4;31.4
2022-01-01;PEREIRA;Risaralda;All Fixed;All Providers Combined;39418;11371.0;69.321;48.47;23.579;12.381;22.0;7.0;1;2022;2022-01;;;;;1.9764210526315789;0.37277777777777776;25.0;8.6;35.94919883040936
2022-07-01;SINCELEJO;Sucre;All Fixed;All Providers Combined;5104;1578.0;93.264;62.786;34.332;18.438;16.0;6.0;7;2022;2022-07;;;;;3.181978947368421;0.6786868686868687;25.0;8.8;37.660665816055285
2022-07-01;TUNJA;Boyaca;All Fixed;All Providers Combined;11648;3780.0;93.328;65.327;39.069;24.961;15.0;7.0;7;2022;2022-07;;;;;3.395957894736842;1.008131313131313;25.0;8.6;38.004089207868155
2022-06-01;TUNJA;Boyaca;All Fixed;All Providers Combined;12336;3556.0;90.764;61.9;38.555;23.402;16.0;7.0;6;2022;2022-06;;;;;3.1073684210526316;0.9293939393939394;25.0;8.6;37.63676236044657
2022-08-01;YOPAL;Casanare;All Fixed;All Providers Combined;10163;3602.0;113.292;91.774;60.579;32.177;10.0;5.0;8;2022;2022-08;;;;;5.623073684210526;1.3725757575757576;25.0;9.0;40.995649441786284
2022-03-01;SINCELEJO;Sucre;All Fixed;All Providers Combined;5080;1697.0;77.668;49.859;32.104;13.635;17.0;6.0;3;2022;2022-03;;;;;2.0933894736842107;0.4361111111111111;25.0;8.8;36.329500584795326
2022-11-01;CARTAGENA;Bolivar;All Fixed;All Providers Combined;24122;6724.0;133.162;94.803;101.156;33.705;8.0;4.0;11;2022;2022-11;;;;;5.878147368421052;1.4497474747474748;25.0;9.2;41.527894843168525
2022-01-01;SANTA MARTA;Magdalena;All Fixed;All Providers Combined;20568;6296.0;77.382;46.431;39.188;11.518;26.0;8.0;1;2022;2022-01;;;;;1.804715789473684;0.3291919191919192;24.666666666666668;8.4;35.20057437533227
2022-09-01;SAN JOSE DEL GUAVIARE;Guaviare;All Fixed;All Providers Combined;652;169.0;31.251;9.563;34.63;10.032;17.0;12.0;9;2022;2022-09;;;;;0.0;0.2541414141414141;25.0;7.6;32.85414141414142
2022-01-01;CUCUTA;North Santander;All Fixed;All Providers Combined;29491;9027.0;81.833;48.788;33.762;13.723;25.0;8.0;1;2022;2022-01;;;;;2.0031999999999996;0.4405555555555556;25.0;8.4;35.84375555555555
2022-05-01;PEREIRA;Risaralda;All Fixed;All Providers Combined;32483;8217.0;87.862;59.826;30.201;18.553;22.0;7.0;5;2022;2022-05;;;;;2.932715789473684;0.6844949494949496;25.0;8.6;37.21721073896863
2022-02-01;FLORENCIA;Caquetá;All Fixed;All Providers Combined;4962;1286.0;61.88;29.791;35.941;21.793;22.0;7.0;2;2022;2022-02;;;;;0.4034526315789474;0.8481313131313131;25.0;8.6;34.85158394471026
2022-07-01;CALI;Valle del Cauca;All Fixed;All Providers Combined;123351;36911.0;110.089;76.528;68.126;28.232;18.0;7.0;7;2022;2022-07;;;;;4.339200000000001;1.1733333333333333;25.0;8.6;39.11253333333333
2022-04-01;PEREIRA;Risaralda;All Fixed;All Providers Combined;31666;8419.0;82.059;56.501;30.721;18.03;23.0;7.0;4;2022;2022-04;;;;;2.652715789473684;0.658080808080808;25.0;8.6;36.910796597554494
2022-04-01;MANIZALES;Caldas;All Fixed;All Providers Combined;28449;7690.0;91.852;70.438;20.411;14.805;29.0;8.0;4;2022;2022-04;;;;;3.826357894736842;0.4952020202020202;23.666666666666668;8.4;36.38822658160553
2022-02-01;ARAUCA;Arauca;All Fixed;All Providers Combined;920;346.0;13.71;9.187;7.278;4.735;24.0;11.0;2;2022;2022-02;;;;;0.0;0.0;25.0;7.8;32.8
2022-02-01;ARMENIA;Quindio;All Fixed;All Providers Combined;11102;3177.0;90.666;67.317;32.181;15.083;22.0;6.0;2;2022;2022-02;;;;;3.563536842105263;0.5092424242424243;25.0;8.8;37.87277926634769
2022-12-01;VALLEDUPAR;Cesar;All Fixed;All Providers Combined;12358;3736.0;116.8;82.822;63.952;28.413;20.0;6.0;12;2022;2022-12;;;;;4.86922105263158;1.1824747474747475;25.0;8.8;39.85169580010633
2022-12-01;BARRANQUILLA;Atlantico;All Fixed;All Providers Combined;56264;17457.0;126.006;92.312;95.622;32.66;9.0;5.0;12;2022;2022-12;;;;;5.668378947368421;1.3969696969696968;25.0;9.0;41.065348644338115
2022-10-01;VALLEDUPAR;Cesar;All Fixed;All Providers Combined;14011;4006.0;112.768;77.589;64.728;28.613;22.0;6.0;10;2022;2022-10;;;;;4.428547368421053;1.1925757575757576;25.0;8.8;39.421123125996814
2022-12-01;BOGOTA;Bogota;All Fixed;All Providers Combined;622952;195283.0;138.48;98.967;102.023;41.562;7.0;4.0;12;2022;2022-12;;;;;6.2288;1.8465656565656565;25.0;9.2;42.275365656565654
2022-12-01;IBAGUE;Tolima;All Fixed;All Providers Combined;24007;7494.0;130.094;90.607;95.426;37.862;11.0;5.0;12;2022;2022-12;;;;;5.524799999999999;1.65969696969697;25.0;9.0;41.184496969696966
2022-07-01;SANTA MARTA;Magdalena;All Fixed;All Providers Combined;16936;5339.0;95.338;62.872;50.406;22.705;20.0;7.0;7;2022;2022-07;;;;;3.189221052631579;0.8941919191919191;25.0;8.6;37.6834129718235
2022-10-01;PASTO;Narino;All Fixed;All Providers Combined;12910;3945.0;90.932;59.147;44.607;27.204;23.0;7.0;10;2022;2022-10;;;;;2.8755368421052627;1.1214141414141414;25.0;8.6;37.596950983519406
2022-07-01;MOCOA;Putumayo;All Fixed;All Providers Combined;2632;599.0;35.853;20.968;31.839;21.603;25.0;10.0;7;2022;2022-07;;;;;0.0;0.8385353535353536;25.0;8.0;33.83853535353535
2022-12-01;ARAUCA;Arauca;All Fixed;All Providers Combined;875;320.0;17.548;12.511;8.353;4.821;12.0;8.0;12;2022;2022-12;;;;;0.0;0.0;25.0;8.4;33.4
2022-11-01;MOCOA;Putumayo;All Fixed;All Providers Combined;1067;277.0;66.052;38.621;57.895;38.391;20.0;6.0;11;2022;2022-11;;;;;1.1470315789473686;1.6864141414141414;25.0;8.8;36.63344572036151
2022-11-01;ARMENIA;Quindio;All Fixed;All Providers Combined;11679;3365.0;143.396;106.914;72.362;24.118;23.0;6.0;11;2022;2022-11;;;;;6.898021052631579;0.9655555555555555;25.0;8.8;41.66357660818713
2022-12-01;FLORENCIA;Caquetá;All Fixed;All Providers Combined;4062;1028.0;64.85;30.388;54.915;30.404;21.0;9.0;12;2022;2022-12;;;;;0.4537263157894738;1.283030303030303;25.0;8.2;34.93675661881977
2022-04-01;QUIBDO;Choco;All Fixed;All Providers Combined;1181;319.0;17.361;9.442;18.506;7.285;34.0;23.0;4;2022;2022-04;;;;;0.0;0.1154040404040404;22.0;5.4;27.515404040404043
2022-12-01;SAN JOSE DEL GUAVIARE;Guaviare;All Fixed;All Providers Combined;477;159.0;24.482;11.315;23.265;9.467;16.0;13.0;12;2022;2022-12;;;;;0.0;0.22560606060606062;25.0;7.4;32.62560606060606
2022-02-01;NEIVA;Huila;All Fixed;All Providers Combined;17184;5247.0;71.965;42.88;34.774;16.747;21.0;8.0;2;2022;2022-02;;;;;1.505684210526316;0.5932828282828283;25.0;8.4;35.49896703880914
2022-08-01;PEREIRA;Risaralda;All Fixed;All Providers Combined;30234;8320.0;101.435;65.855;36.555;22.019;22.0;7.0;8;2022;2022-08;;;;;3.4404210526315797;0.8595454545454545;25.0;8.6;37.899966507177034
2022-09-01;YOPAL;Casanare;All Fixed;All Providers Combined;4502;1080.0;66.32;34.838;35.061;24.448;14.0;8.0;9;2022;2022-09;;;;;0.8284631578947369;0.9822222222222222;25.0;8.4;35.210685380116956
2022-09-01;MANIZALES;Caldas;All Fixed;All Providers Combined;28530;7417.0;109.318;80.68;30.499;18.456;29.0;8.0;9;2022;2022-09;;;;;4.688842105263158;0.6795959595959595;23.666666666666668;8.4;37.43510473152578
2022-05-01;POPAYAN;Cauca Department;All Fixed;All Providers Combined;25330;6038.0;74.562;48.456;25.374;16.689;25.0;11.0;5;2022;2022-05;;;;;1.9752421052631581;0.5903535353535354;25.0;7.8;35.36559564061669
2022-02-01;VILLAVICENCIO;Meta;All Fixed;All Providers Combined;31030;8688.0;91.535;61.086;65.087;21.663;14.0;7.0;2;2022;2022-02;;;;;3.038821052631579;0.8415656565656565;25.0;8.6;37.480386709197234
2022-05-01;TUNJA;Boyaca;All Fixed;All Providers Combined;13737;4025.0;83.412;55.268;39.779;22.08;17.0;8.0;5;2022;2022-05;;;;;2.5488842105263156;0.8626262626262625;25.0;8.4;36.81151047315258
2022-10-01;CALI;Valle del Cauca;All Fixed;All Providers Combined;130628;39594.0;115.951;78.377;71.181;31.46;18.0;6.0;10;2022;2022-10;;;;;4.494905263157895;1.3363636363636364;25.0;8.8;39.63126889952153
2022-03-01;CALI;Valle del Cauca;All Fixed;All Providers Combined;152667;43453.0;97.928;65.822;61.877;22.02;18.0;6.0;3;2022;2022-03;;;;;3.437642105263158;0.8595959595959596;25.0;8.8;38.09723806485911
2022-03-01;QUIBDO;Choco;All Fixed;All Providers Combined;1368;316.0;15.994;8.709;15.921;5.904;36.0;20.0;3;2022;2022-03;;;;;0.0;0.04565656565656565;21.333333333333332;6.0;27.378989898989897
2022-08-01;MONTERIA;Cordoba;All Fixed;All Providers Combined;12949;3912.0;99.972;67.44;55.358;24.155;16.0;6.0;8;2022;2022-08;;;;;3.5738947368421052;0.9674242424242424;25.0;8.8;38.34131897926635
2022-07-01;BARRANQUILLA;Atlantico;All Fixed;All Providers Combined;59624;17657.0;113.852;86.693;76.385;29.525;14.0;5.0;7;2022;2022-07;;;;;5.1952;1.2386363636363635;25.0;9.0;40.43383636363636
2022-07-01;MONTERIA;Cordoba;All Fixed;All Providers Combined;13977;3869.0;99.182;63.605;52.558;23.846;18.0;6.0;7;2022;2022-07;;;;;3.2509473684210524;0.9518181818181818;25.0;8.8;38.00276555023923
2022-02-01;FLORENCIA;Cauca Department;All Fixed;All Providers Combined;51;20.0;145.573;73.373;81.096;53.224;8.0;4.0;2;2022;2022-02;;;;;4.073515789473684;2.4355555555555553;25.0;9.2;40.709071345029244
2022-04-01;ARMENIA;Quindio;All Fixed;All Providers Combined;11509;2909.0;93.257;68.803;33.114;17.85;22.0;7.0;4;2022;2022-04;;;;;3.688673684210526;0.6489898989898991;25.0;8.6;37.937663583200425
2022-09-01;TUNJA;Boyaca;All Fixed;All Providers Combined;11029;3385.0;96.292;64.014;43.847;28.154;14.0;7.0;9;2022;2022-09;;;;;3.2853894736842104;1.1693939393939394;25.0;8.6;38.05478341307815
2022-05-01;ARMENIA;Quindio;All Fixed;All Providers Combined;11503;2891.0;99.216;72.855;37.185;17.353;22.0;7.0;5;2022;2022-05;;;;;4.029894736842106;0.6238888888888889;25.0;8.6;38.253783625730996
2022-05-01;YOPAL;Casanare;All Fixed;All Providers Combined;6684;1921.0;77.054;52.297;23.741;21.837;18.0;9.0;5;2022;2022-05;;;;;2.298694736842105;0.8503535353535354;25.0;8.2;36.34904827219564
2022-07-01;YOPAL;Casanare;All Fixed;All Providers Combined;3840;961.0;70.009;43.279;33.146;23.849;15.0;8.0;7;2022;2022-07;;;;;1.539284210526316;0.951969696969697;25.0;8.4;35.891253907496015
2022-04-01;CALI;Valle del Cauca;All Fixed;All Providers Combined;149703;42107.0;101.198;69.93;58.188;21.719;19.0;7.0;4;2022;2022-04;;;;;3.783578947368422;0.8443939393939395;25.0;8.6;38.22797288676236
