Provider;Location;Device;Aggregate Date;Test Count;Sample Count;Platform;Technology Type;Metric Type;User Count;Minimum Latency;Download Speed;Upload Speed;Download Speed Mbps;Upload Speed Mbps
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;Jan 2018;838;560;all;N/A;median;183;51;4694;864;4.69;0.86
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;Jan 2018;549;294;all;N/A;median;145;120;1012;839;1.01;0.84
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;feb-18;954;606;all;N/A;median;167;51;4610;860;4.61;0.86
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;feb-18;496;257;all;N/A;median;118;19;1715;1222;1.72;1.22
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;mar-18;725;486;all;N/A;median;161;51;4671;812;4.67;0.81
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;mar-18;650;344;all;N/A;median;167;19;1265;1122;1.27;1.12
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;Apr 2018;676;440;all;N/A;median;137;52;4781;897;4.78;0.90
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;Apr 2018;592;307;all;N/A;median;161;25;1516;1105;1.52;1.11
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;may-18;539;382;all;N/A;median;135;50;4708;861;4.71;0.86
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;may-18;303;172;all;N/A;median;84;66;1064;1031;1.06;1.03
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;jun-18;490;331;all;N/A;median;136;51;4822;860;4.82;0.86
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;jun-18;472;247;all;N/A;median;115;25;1365;1349;1.37;1.35
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;jul-18;569;380;all;N/A;median;126;48;3817;817;3.82;0.82
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;jul-18;398;240;all;N/A;median;108;20;1200;1127;1.20;1.13
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;Aug 2018;566;382;all;N/A;median;125;48;4202;864;4.20;0.86
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;Aug 2018;242;148;all;N/A;median;91;32;1330;1602;1.33;1.60
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;sep-18;433;324;all;N/A;median;128;48;4477;846;4.48;0.85
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;sep-18;192;135;all;N/A;median;86;10;1774;1805;1.77;1.81
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;oct-18;590;390;all;N/A;median;135;50;4160;894;4.16;0.89
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;oct-18;234;151;all;N/A;median;84;11;1642;1624;1.64;1.62
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;nov-18;604;442;all;N/A;median;155;50;4561;897;4.56;0.90
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;nov-18;158;95;all;N/A;median;64;137;920;775;0.92;0.78
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;Dec 2018;2;2;all;N/A;median;1;298;1450;634;1.45;0.63
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;Dec 2018;553;406;all;N/A;median;144;50;4163;812;4.16;0.81
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;Dec 2018;496;291;all;N/A;median;152;142;1018;922;1.02;0.92
All Providers Combined;San José Del Guaviare, San José Del Guaviare, Guaviare, Colombia;;Jan 2019;;;all;N/A;median;;;;;;
All Providers Combined;Puerto Carreño, Puerto Carreño, Vichada, Colombia;;Jan 2019;;;all;N/A;median;;;;;;
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;Jan 2019;138;68;all;N/A;median;34;65;3516;2266;3.52;2.27
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;Jan 2019;533;387;all;N/A;median;153;48;4594;831;4.59;0.83
All Providers Combined;Inírida, Inírida, Guainía, Colombia;;Jan 2019;38;22;all;N/A;median;10;107;931;403;0.93;0.40
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;Jan 2019;871;551;all;N/A;median;299;148;807;712;0.81;0.71
All Providers Combined;Mitú, Mitú, Vaupes, Colombia;;Jan 2019;34;17;all;N/A;median;14;16;35865;42936;35.87;42.94
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;feb-19;323;163;all;N/A;median;71;85;1912;2640;1.91;2.64
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;feb-19;665;455;all;N/A;median;167;47;4729;912;4.73;0.91
All Providers Combined;Inírida, Inírida, Guainía, Colombia;;feb-19;97;68;all;N/A;median;38;78;3102;2794;3.10;2.79
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;feb-19;1441;660;all;N/A;median;255;121;960;940;0.96;0.94
All Providers Combined;Mitú, Mitú, Vaupes, Colombia;;feb-19;28;17;all;N/A;median;15;18;19175;16856;19.18;16.86
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;mar-19;261;134;all;N/A;median;41;78;1174;1234;1.17;1.23
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;mar-19;490;377;all;N/A;median;164;49;4851;855;4.85;0.86
All Providers Combined;Inírida, Inírida, Guainía, Colombia;;mar-19;6;5;all;N/A;median;3;120;594;112;0.59;0.11
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;mar-19;1085;653;all;N/A;median;254;124;987;894;0.99;0.89
All Providers Combined;Mitú, Mitú, Vaupes, Colombia;;mar-19;23;12;all;N/A;median;8;16;24311;13009;24.31;13.01
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;Apr 2019;205;94;all;N/A;median;50;87;1875;2391;1.88;2.39
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;Apr 2019;727;498;all;N/A;median;174;50;4500;845;4.50;0.85
All Providers Combined;Inírida, Inírida, Guainía, Colombia;;Apr 2019;7;7;all;N/A;median;3;80;5303;7097;5.30;7.10
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;Apr 2019;1436;778;all;N/A;median;270;125;1004;1049;1.00;1.05
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;may-19;196;96;all;N/A;median;47;84;4377;3162;4.38;3.16
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;may-19;1018;703;all;N/A;median;206;49;4080;863;4.08;0.86
All Providers Combined;Inírida, Inírida, Guainía, Colombia;;may-19;11;6;all;N/A;median;5;87;577;323;0.58;0.32
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;may-19;1441;788;all;N/A;median;288;118;1097;1272;1.10;1.27
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;jun-19;13;10;all;N/A;median;6;734;388;185;0.39;0.19
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;jun-19;604;467;all;N/A;median;158;48;4100;879;4.10;0.88
All Providers Combined;Inírida, Inírida, Guainía, Colombia;;jun-19;9;4;all;N/A;median;3;37;13634;3244;13.63;3.24
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;jun-19;739;439;all;N/A;median;207;130;1022;1170;1.02;1.17
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;jul-19;105;26;all;N/A;median;26;83;3715;3244;3.72;3.24
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;jul-19;654;168;all;N/A;median;168;50;4267;820;4.27;0.82
All Providers Combined;Inírida, Inírida, Guainía, Colombia;;jul-19;1;1;all;N/A;median;1;5;21381;36377;21.38;36.38
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;jul-19;705;204;all;N/A;median;204;136;1103;1565;1.10;1.57
All Providers Combined;Mitú, Mitú, Vaupes, Colombia;;jul-19;2;1;all;N/A;median;1;79;6358;7154;6.36;7.15
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;Aug 2019;205;35;all;N/A;median;35;89;2948;2164;2.95;2.16
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;Aug 2019;591;153;all;N/A;median;153;46;4723;873;4.72;0.87
All Providers Combined;Inírida, Inírida, Guainía, Colombia;;Aug 2019;6;3;all;N/A;median;3;96;829;367;0.83;0.37
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;Aug 2019;553;183;all;N/A;median;183;126;993;882;0.99;0.88
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;sep-19;80;20;all;N/A;median;20;82;1659;1181;1.66;1.18
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;sep-19;509;147;all;N/A;median;147;45;5080;850;5.08;0.85
All Providers Combined;Inírida, Inírida, Guainía, Colombia;;sep-19;2;1;all;N/A;median;1;74;540;311;0.54;0.31
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;sep-19;454;142;all;N/A;median;142;135;988;894;0.99;0.89
All Providers Combined;Mitú, Mitú, Vaupes, Colombia;;sep-19;1;1;all;N/A;median;1;65;8148;6303;8.15;6.30
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;oct-19;87;21;all;N/A;median;21;92;9579;5620;9.58;5.62
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;oct-19;556;135;all;N/A;median;135;47;4934;826;4.93;0.83
All Providers Combined;Inírida, Inírida, Guainía, Colombia;;oct-19;6;3;all;N/A;median;3;94;8144;5798;8.14;5.80
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;oct-19;484;126;all;N/A;median;126;112;1303;2245;1.30;2.25
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;nov-19;153;29;all;N/A;median;29;89;1244;2406;1.24;2.41
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;nov-19;771;167;all;N/A;median;167;45;5559;1053;5.56;1.05
All Providers Combined;Inírida, Inírida, Guainía, Colombia;;nov-19;2;2;all;N/A;median;2;41;3221;1073;3.22;1.07
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;nov-19;531;155;all;N/A;median;155;118;1025;1279;1.03;1.28
All Providers Combined;Mitú, Mitú, Vaupes, Colombia;;nov-19;1;1;all;N/A;median;1;112;947;2;0.95;0.00
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;Dec 2019;76;22;all;N/A;median;22;84;1692;1109;1.69;1.11
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;Dec 2019;714;213;all;N/A;median;213;45;5042;883;5.04;0.88
All Providers Combined;Inírida, Inírida, Guainía, Colombia;;Dec 2019;6;2;all;N/A;median;2;71;1065;10572;1.07;10.57
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;Dec 2019;526;142;all;N/A;median;142;102;1342;1601;1.34;1.60
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;Jan 2020;8;7;all;N/A;median;7;78;955;844;0.96;0.84
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;Jan 2020;805;192;all;N/A;median;192;49;4552;761;4.55;0.76
All Providers Combined;Inírida, Inírida, Guainía, Colombia;;Jan 2020;33;8;all;N/A;median;8;77;2905;855;2.91;0.86
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;Jan 2020;677;164;all;N/A;median;164;115;1308;1608;1.31;1.61
All Providers Combined;Mitú, Mitú, Vaupes, Colombia;;Jan 2020;10;4;all;N/A;median;4;14;62227;49069;62.23;49.07
All Providers Combined;Mitú, Mitú, Vaupes, Colombia;;feb-20;;;all;N/A;median;;;;;;
All Providers Combined;Puerto Carreño, Puerto Carreño, Vichada, Colombia;;feb-20;;;all;N/A;median;;;;;;
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;feb-20;5;4;all;N/A;median;4;173;3509;826;3.51;0.83
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;feb-20;738;196;all;N/A;median;196;43;5144;828;5.14;0.83
All Providers Combined;Inírida, Inírida, Guainía, Colombia;;feb-20;37;9;all;N/A;median;9;80;1034;281;1.03;0.28
All Providers Combined;San José Del Guaviare, San José Del Guaviare, Guaviare, Colombia;;feb-20;3;3;all;N/A;median;3;22;6857;4778;6.86;4.78
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;feb-20;700;160;all;N/A;median;160;116;860;993;0.86;0.99
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;mar-20;3;2;all;N/A;median;2;477;308;153;0.31;0.15
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;mar-20;933;225;all;N/A;median;225;44;4788;798;4.79;0.80
All Providers Combined;Inírida, Inírida, Guainía, Colombia;;mar-20;3;2;all;N/A;median;2;115;434;3170;0.43;3.17
All Providers Combined;San José Del Guaviare, San José Del Guaviare, Guaviare, Colombia;;mar-20;316;60;all;N/A;median;60;33;2827;1876;2.83;1.88
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;mar-20;600;135;all;N/A;median;135;106;864;1301;0.86;1.30
All Providers Combined;Mitú, Mitú, Vaupes, Colombia;;mar-20;12;3;all;N/A;median;3;11;68510;62878;68.51;62.88
All Providers Combined;Puerto Carreño, Puerto Carreño, Vichada, Colombia;;mar-20;3;1;all;N/A;median;1;93;116;1917;0.12;1.92
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;Apr 2020;3;3;all;N/A;median;3;271;1002;495;1.00;0.50
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;Apr 2020;975;253;all;N/A;median;253;50;4394;757;4.39;0.76
All Providers Combined;Inírida, Inírida, Guainía, Colombia;;Apr 2020;6;2;all;N/A;median;2;40;22314;25822;22.31;25.82
All Providers Combined;San José Del Guaviare, San José Del Guaviare, Guaviare, Colombia;;Apr 2020;491;98;all;N/A;median;98;35;3541;2408;3.54;2.41
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;Apr 2020;510;107;all;N/A;median;107;113;1510;1827;1.51;1.83
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;may-20;34;9;all;N/A;median;9;288;902;380;0.90;0.38
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;may-20;996;250;all;N/A;median;250;50;4781;757;4.78;0.76
All Providers Combined;Inírida, Inírida, Guainía, Colombia;;may-20;3;2;all;N/A;median;2;15;32363;34487;32.36;34.49
All Providers Combined;San José Del Guaviare, San José Del Guaviare, Guaviare, Colombia;;may-20;716;102;all;N/A;median;102;30;3629;2264;3.63;2.26
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;may-20;687;111;all;N/A;median;111;112;1473;1489;1.47;1.49
All Providers Combined;Mitú, Mitú, Vaupes, Colombia;;may-20;2;2;all;N/A;median;2;22;27004;14575;27.00;14.58
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;jun-20;9;4;all;N/A;median;4;381;808;589;0.81;0.59
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;jun-20;1109;317;all;N/A;median;317;52;4427;776;4.43;0.78
All Providers Combined;San José Del Guaviare, San José Del Guaviare, Guaviare, Colombia;;jun-20;964;118;all;N/A;median;118;37;3456;2474;3.46;2.47
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;jun-20;960;135;all;N/A;median;135;99;939;1328;0.94;1.33
All Providers Combined;Mitú, Mitú, Vaupes, Colombia;;jun-20;1;1;all;N/A;median;1;17;3625;14483;3.63;14.48
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;jul-20;40;11;all;N/A;median;11;340;749;594;0.75;0.59
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;jul-20;930;243;all;N/A;median;243;47;4791;807;4.79;0.81
All Providers Combined;San José Del Guaviare, San José Del Guaviare, Guaviare, Colombia;;jul-20;726;148;all;N/A;median;148;30;5865;3155;5.87;3.16
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;jul-20;830;154;all;N/A;median;154;67;1829;1848;1.83;1.85
All Providers Combined;Mitú, Mitú, Vaupes, Colombia;;jul-20;8;3;all;N/A;median;3;21;25557;14221;25.56;14.22
All Providers Combined;Puerto Carreño, Puerto Carreño, Vichada, Colombia;;jul-20;1;1;all;N/A;median;1;42;43271;42173;43.27;42.17
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;Aug 2020;574;154;all;N/A;median;154;51;4198;716;4.20;0.72
All Providers Combined;San José Del Guaviare, San José Del Guaviare, Guaviare, Colombia;;Aug 2020;353;77;all;N/A;median;77;27;5835;2426;5.84;2.43
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;Aug 2020;705;147;all;N/A;median;147;74;1841;1777;1.84;1.78
All Providers Combined;Puerto Carreño, Puerto Carreño, Vichada, Colombia;;Aug 2020;1;1;all;N/A;median;1;97;6203;7375;6.20;7.38
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;sep-20;9;5;all;N/A;median;5;273;591;819;0.59;0.82
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;sep-20;542;144;all;N/A;median;144;50;4184;726;4.18;0.73
All Providers Combined;Inírida, Inírida, Guainía, Colombia;;sep-20;7;3;all;N/A;median;3;20;9729;6073;9.73;6.07
All Providers Combined;San José Del Guaviare, San José Del Guaviare, Guaviare, Colombia;;sep-20;404;52;all;N/A;median;52;22;6027;2036;6.03;2.04
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;sep-20;345;95;all;N/A;median;95;46;2325;1924;2.33;1.92
All Providers Combined;Puerto Carreño, Puerto Carreño, Vichada, Colombia;;sep-20;2;1;all;N/A;median;1;51;1803;4148;1.80;4.15
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;oct-20;30;17;all;N/A;median;17;267;757;997;0.76;1.00
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;oct-20;695;136;all;N/A;median;136;48;3855;683;3.86;0.68
All Providers Combined;San José Del Guaviare, San José Del Guaviare, Guaviare, Colombia;;oct-20;363;72;all;N/A;median;72;18;6847;4032;6.85;4.03
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;oct-20;681;141;all;N/A;median;141;50;1844;1834;1.84;1.83
All Providers Combined;Puerto Carreño, Puerto Carreño, Vichada, Colombia;;oct-20;2;2;all;N/A;median;2;26;3726;5980;3.73;5.98
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;nov-20;701;144;all;N/A;median;144;46;4304;761;4.30;0.76
All Providers Combined;San José Del Guaviare, San José Del Guaviare, Guaviare, Colombia;;nov-20;480;118;all;N/A;median;118;18;7713;8030;7.71;8.03
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;nov-20;264;77;all;N/A;median;77;84;1446;1737;1.45;1.74
All Providers Combined;Puerto Carreño, Puerto Carreño, Vichada, Colombia;;nov-20;1;1;all;N/A;median;1;103;87;706;0.09;0.71
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;Dec 2020;5;4;all;N/A;median;4;72;313;387;0.31;0.39
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;Dec 2020;772;154;all;N/A;median;154;44;4594;748;4.59;0.75
All Providers Combined;Inírida, Inírida, Guainía, Colombia;;Dec 2020;8;4;all;N/A;median;4;80;3355;3260;3.36;3.26
All Providers Combined;San José Del Guaviare, San José Del Guaviare, Guaviare, Colombia;;Dec 2020;445;93;all;N/A;median;93;18;8330;8576;8.33;8.58
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;Dec 2020;329;102;all;N/A;median;102;92;1679;1529;1.68;1.53
All Providers Combined;Mitú, Mitú, Vaupes, Colombia;;Dec 2020;1;1;all;N/A;median;1;0;53492;27995;53.49;28.00
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;Jan 2021;7;4;all;N/A;median;4;89;277;262;0.28;0.26
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;Jan 2021;979;189;all;N/A;median;189;48;3884;751;3.88;0.75
All Providers Combined;Inírida, Inírida, Guainía, Colombia;;Jan 2021;11;7;all;N/A;median;7;97;1164;737;1.16;0.74
All Providers Combined;San José Del Guaviare, San José Del Guaviare, Guaviare, Colombia;;Jan 2021;324;75;all;N/A;median;75;20;9181;6648;9.18;6.65
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;Jan 2021;337;116;all;N/A;median;116;94;1052;1057;1.05;1.06
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;feb-21;162;28;all;N/A;median;28;264;752;240;0.75;0.24
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;feb-21;1014;198;all;N/A;median;198;43;5097;776;5.10;0.78
All Providers Combined;Inírida, Inírida, Guainía, Colombia;;feb-21;4;4;all;N/A;median;4;64;2144;806;2.14;0.81
All Providers Combined;San José Del Guaviare, San José Del Guaviare, Guaviare, Colombia;;feb-21;168;49;all;N/A;median;49;24;5326;2889;5.33;2.89
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;feb-21;362;139;all;N/A;median;139;117;873;993;0.87;0.99
All Providers Combined;Puerto Carreño, Puerto Carreño, Vichada, Colombia;;feb-21;53;20;all;N/A;median;20;227;888;804;0.89;0.80
All Providers Combined;Mitú, Mitú, Vaupes, Colombia;;mar-21;;;all;N/A;median;;;;;;
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;mar-21;104;38;all;N/A;median;38;184;1205;432;1.21;0.43
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;mar-21;1082;175;all;N/A;median;175;42;4612;746;4.61;0.75
All Providers Combined;Inírida, Inírida, Guainía, Colombia;;mar-21;3;2;all;N/A;median;2;51;62341;57043;62.34;57.04
All Providers Combined;San José Del Guaviare, San José Del Guaviare, Guaviare, Colombia;;mar-21;187;57;all;N/A;median;57;18;9007;4790;9.01;4.79
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;mar-21;602;185;all;N/A;median;185;111;1238;1077;1.24;1.08
All Providers Combined;Puerto Carreño, Puerto Carreño, Vichada, Colombia;;mar-21;105;40;all;N/A;median;40;186;694;887;0.69;0.89
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;Apr 2021;8;6;all;N/A;median;6;83;878;758;0.88;0.76
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;Apr 2021;841;162;all;N/A;median;162;44;5028;763;5.03;0.76
All Providers Combined;Inírida, Inírida, Guainía, Colombia;;Apr 2021;7;3;all;N/A;median;3;88;2574;1745;2.57;1.75
All Providers Combined;San José Del Guaviare, San José Del Guaviare, Guaviare, Colombia;;Apr 2021;373;104;all;N/A;median;104;19;6235;5255;6.24;5.26
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;Apr 2021;267;74;all;N/A;median;74;20;3139;1690;3.14;1.69
All Providers Combined;Puerto Carreño, Puerto Carreño, Vichada, Colombia;;Apr 2021;7;4;all;N/A;median;4;71;3905;1180;3.91;1.18
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;may-21;14;3;all;N/A;median;3;67;809;760;0.81;0.76
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;may-21;1044;146;all;N/A;median;146;43;5960;838;5.96;0.84
All Providers Combined;Inírida, Inírida, Guainía, Colombia;;may-21;3;2;all;N/A;median;2;49;46806;45584;46.81;45.58
All Providers Combined;San José Del Guaviare, San José Del Guaviare, Guaviare, Colombia;;may-21;647;144;all;N/A;median;144;17;7590;4738;7.59;4.74
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;may-21;559;91;all;N/A;median;91;30;3314;1726;3.31;1.73
All Providers Combined;Puerto Carreño, Puerto Carreño, Vichada, Colombia;;may-21;2;2;all;N/A;median;2;68;2153;2608;2.15;2.61
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;jun-21;16;6;all;N/A;median;6;62;1714;870;1.71;0.87
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;jun-21;856;167;all;N/A;median;167;44;6167;860;6.17;0.86
All Providers Combined;San José Del Guaviare, San José Del Guaviare, Guaviare, Colombia;;jun-21;811;176;all;N/A;median;176;17;9095;6843;9.10;6.84
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;jun-21;658;128;all;N/A;median;128;36;2896;1782;2.90;1.78
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;jul-21;6;4;all;N/A;median;4;80;931;729;0.93;0.73
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;jul-21;609;148;all;N/A;median;148;43;5963;809;5.96;0.81
All Providers Combined;Inírida, Inírida, Guainía, Colombia;;jul-21;1;1;all;N/A;median;1;7;2725;15518;2.73;15.52
All Providers Combined;San José Del Guaviare, San José Del Guaviare, Guaviare, Colombia;;jul-21;934;222;all;N/A;median;222;18;8116;6843;8.12;6.84
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;jul-21;871;140;all;N/A;median;140;35;3519;2130;3.52;2.13
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;Aug 2021;1;1;all;N/A;median;1;77;1774;686;1.77;0.69
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;Aug 2021;604;151;all;N/A;median;151;43;6691;841;6.69;0.84
All Providers Combined;Inírida, Inírida, Guainía, Colombia;;Aug 2021;11;4;all;N/A;median;4;22;8873;31283;8.87;31.28
All Providers Combined;San José Del Guaviare, San José Del Guaviare, Guaviare, Colombia;;Aug 2021;1133;213;all;N/A;median;213;19;8076;8160;8.08;8.16
All Providers Combined;San Andrés, San Andrés, San Andrés y Providencia, Colombia;;Aug 2021;632;115;all;N/A;median;115;27;3076;1899;3.08;1.90
All Providers Combined;Leticia, Leticia, Amazonas, Colombia;;sep-21;1;1;all;N/A;median;1;68;1048;728;1.05;0.73
All Providers Combined;Quibdo, Quibdó, Chocó, Colombia;;sep-21;612;150;all;N/A;median;150;41;7347;956;7.35;0.96
All Providers Combined;Inírida, Inírida, Guainía, Colombia;;sep-21;1;1;all;N/A;median;1;47;2739;788;2.74;0.79
All Providers Combined;San José Del Guaviare, San José Del Guaviare, Guaviare, Colombia;;sep-21;1194;233;all;N/A;median;233;18;6482;7510;6.48;7.51
