Provider;Location;Device;Aggregate Date;Test Count;Sample Count;Platform;Technology Type;Metric Type;User Count;Minimum Latency;Multi-Server Jitter;Download Speed;Upload Speed;Download Speed Mbps;Upload Speed Mbps
Tigo;Bogotá, Bogota, Colombia;;feb-20;39792;11672;all;N/A;median;11672;11;;21725;5095;21.73;5.10
ETB;Colombia;;feb-20;196850;59630;all;N/A;median;59630;5;;24584;20359;24.58;20.36
ETB;Cali, Cali, Valle del Cauca, Colombia;;feb-20;103;48;all;N/A;median;48;23;;5387;15456;5.39;15.46
ETB;Cartagena, Cartagena, Bolívar, Colombia;;feb-20;31;16;all;N/A;median;16;22;;9542;9362;9.54;9.36
ETB;Medellín, Medellin, Antioquia, Colombia;;feb-20;1152;464;all;N/A;median;464;9;;16203;18232;16.20;18.23
ETB;Bogotá, Bogota, Colombia;;feb-20;178463;54741;all;N/A;median;54741;5;;26505;21986;26.51;21.99
All Providers Combined;Colombia;;mar-20;3309750;785318;all;N/A;median;785318;34;;17536;5184;17.54;5.18
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;mar-20;217067;56283;all;N/A;median;56283;40;;19573;5719;19.57;5.72
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;mar-20;50040;12205;all;N/A;median;12205;22;;19346;4872;19.35;4.87
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;mar-20;274854;78368;all;N/A;median;78368;25;;20123;4992;20.12;4.99
All Providers Combined;Bogotá, Bogota, Colombia;;mar-20;1263183;316613;all;N/A;median;316613;33;;20143;5856;20.14;5.86
Movistar;Colombia;;mar-20;403040;108400;all;N/A;median;108400;28;;10773;4082;10.77;4.08
Movistar;Cali, Cali, Valle del Cauca, Colombia;;mar-20;46399;14341;all;N/A;median;14341;17;;44552;47734;44.55;47.73
Movistar;Cartagena, Cartagena, Bolívar, Colombia;;mar-20;20482;5397;all;N/A;median;5397;37;;17318;16395;17.32;16.40
Movistar;Medellín, Medellin, Antioquia, Colombia;;mar-20;1439;696;all;N/A;median;696;35;;6726;923;6.73;0.92
Movistar;Bogotá, Bogota, Colombia;;mar-20;75024;21071;all;N/A;median;21071;25;;9435;1062;9.44;1.06
Claro;Colombia;;mar-20;1500090;364319;all;N/A;median;364319;41;;22188;5745;22.19;5.75
Claro;Cali, Cali, Valle del Cauca, Colombia;;mar-20;108448;28096;all;N/A;median;28096;46;;22980;5916;22.98;5.92
Claro;Cartagena, Cartagena, Bolívar, Colombia;;mar-20;7590;2133;all;N/A;median;2133;14;;25056;5899;25.06;5.90
Claro;Medellín, Medellin, Antioquia, Colombia;;mar-20;92873;25762;all;N/A;median;25762;36;;27652;6056;27.65;6.06
Claro;Bogotá, Bogota, Colombia;;mar-20;706029;173747;all;N/A;median;173747;40;;21877;5649;21.88;5.65
Tigo;Colombia;;mar-20;735610;174730;all;N/A;median;174730;20;;14291;4562;14.29;4.56
Tigo;Cali, Cali, Valle del Cauca, Colombia;;mar-20;39964;9090;all;N/A;median;9090;23;;10450;4273;10.45;4.27
Tigo;Cartagena, Cartagena, Bolívar, Colombia;;mar-20;21124;4881;all;N/A;median;4881;16;;18108;4093;18.11;4.09
Tigo;Medellín, Medellin, Antioquia, Colombia;;mar-20;156653;46000;all;N/A;median;46000;12;;19829;4844;19.83;4.84
Tigo;Bogotá, Bogota, Colombia;;mar-20;96703;20673;all;N/A;median;20673;20;;13433;4786;13.43;4.79
ETB;Colombia;;mar-20;365921;103728;all;N/A;median;103728;6;;22911;19181;22.91;19.18
ETB;Cali, Cali, Valle del Cauca, Colombia;;mar-20;13;9;all;N/A;median;9;12;;4802;13778;4.80;13.78
ETB;Cartagena, Cartagena, Bolívar, Colombia;;mar-20;24;16;all;N/A;median;16;20;;21999;28917;22.00;28.92
ETB;Medellín, Medellin, Antioquia, Colombia;;mar-20;828;401;all;N/A;median;401;5;;19227;21430;19.23;21.43
ETB;Bogotá, Bogota, Colombia;;mar-20;337357;97041;all;N/A;median;97041;6;;24243;20264;24.24;20.26
All Providers Combined;Colombia;;Apr 2020;3959783;864322;all;N/A;median;864322;35;;17408;5070;17.41;5.07
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;Apr 2020;245810;60477;all;N/A;median;60477;42;;17474;5225;17.47;5.23
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;Apr 2020;63141;14193;all;N/A;median;14193;22;;16599;4508;16.60;4.51
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;Apr 2020;292106;75753;all;N/A;median;75753;26;;20786;4850;20.79;4.85
All Providers Combined;Bogotá, Bogota, Colombia;;Apr 2020;1669769;367686;all;N/A;median;367686;34;;20189;5727;20.19;5.73
Movistar;Colombia;;Apr 2020;477825;120170;all;N/A;median;120170;29;;9948;1570;9.95;1.57
Movistar;Cali, Cali, Valle del Cauca, Colombia;;Apr 2020;54024;15334;all;N/A;median;15334;18;;44109;44936;44.11;44.94
Movistar;Cartagena, Cartagena, Bolívar, Colombia;;Apr 2020;23654;6090;all;N/A;median;6090;34;;18816;18363;18.82;18.36
Movistar;Medellín, Medellin, Antioquia, Colombia;;Apr 2020;1263;597;all;N/A;median;597;29;;7080;1164;7.08;1.16
Movistar;Bogotá, Bogota, Colombia;;Apr 2020;101805;25777;all;N/A;median;25777;25;;9217;1009;9.22;1.01
Claro;Colombia;;Apr 2020;1804497;397929;all;N/A;median;397929;42;;22214;5565;22.21;5.57
Claro;Cali, Cali, Valle del Cauca, Colombia;;Apr 2020;116351;28637;all;N/A;median;28637;49;;22325;5810;22.33;5.81
Claro;Cartagena, Cartagena, Bolívar, Colombia;;Apr 2020;8751;2167;all;N/A;median;2167;14;;24554;5833;24.55;5.83
Claro;Medellín, Medellin, Antioquia, Colombia;;Apr 2020;101957;25515;all;N/A;median;25515;38;;27154;5919;27.15;5.92
Claro;Bogotá, Bogota, Colombia;;Apr 2020;927448;199862;all;N/A;median;199862;40;;22555;5492;22.56;5.49
Tigo;Colombia;;Apr 2020;795940;178534;all;N/A;median;178534;20;;15483;4397;15.48;4.40
Tigo;Cali, Cali, Valle del Cauca, Colombia;;Apr 2020;39538;8693;all;N/A;median;8693;23;;10738;4208;10.74;4.21
Tigo;Cartagena, Cartagena, Bolívar, Colombia;;Apr 2020;29904;6053;all;N/A;median;6053;18;;13484;3432;13.48;3.43
Tigo;Medellín, Medellin, Antioquia, Colombia;;Apr 2020;171130;45286;all;N/A;median;45286;13;;20051;4642;20.05;4.64
Tigo;Bogotá, Bogota, Colombia;;Apr 2020;100426;21294;all;N/A;median;21294;15;;16256;4685;16.26;4.69
ETB;Colombia;;Apr 2020;502060;118305;all;N/A;median;118305;6;;22048;20253;22.05;20.25
ETB;Cali, Cali, Valle del Cauca, Colombia;;Apr 2020;18;8;all;N/A;median;8;8;;27303;27817;27.30;27.82
ETB;Cartagena, Cartagena, Bolívar, Colombia;;Apr 2020;4;3;all;N/A;median;3;23;;18048;19314;18.05;19.31
ETB;Medellín, Medellin, Antioquia, Colombia;;Apr 2020;486;223;all;N/A;median;223;8;;15162;17365;15.16;17.37
ETB;Bogotá, Bogota, Colombia;;Apr 2020;468693;112101;all;N/A;median;112101;6;;22998;21159;23.00;21.16
All Providers Combined;Colombia;;may-20;4204200;914025;all;N/A;median;914025;33;;19733;5364;19.73;5.36
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;may-20;252173;61671;all;N/A;median;61671;39;;20120;5728;20.12;5.73
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;may-20;67033;15543;all;N/A;median;15543;22;;18406;4823;18.41;4.82
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;may-20;302902;79754;all;N/A;median;79754;24;;23720;5133;23.72;5.13
All Providers Combined;Bogotá, Bogota, Colombia;;may-20;1810274;391655;all;N/A;median;391655;31;;22229;5930;22.23;5.93
Movistar;Colombia;;may-20;518419;131571;all;N/A;median;131571;28;;10856;3707;10.86;3.71
Movistar;Cali, Cali, Valle del Cauca, Colombia;;may-20;53093;15801;all;N/A;median;15801;18;;45869;47091;45.87;47.09
Movistar;Cartagena, Cartagena, Bolívar, Colombia;;may-20;25828;5985;all;N/A;median;5985;34;;23960;24773;23.96;24.77
Movistar;Medellín, Medellin, Antioquia, Colombia;;may-20;1822;799;all;N/A;median;799;30;;8784;1259;8.78;1.26
Movistar;Bogotá, Bogota, Colombia;;may-20;111055;28355;all;N/A;median;28355;23;;9958;1120;9.96;1.12
Claro;Colombia;;may-20;1969204;426693;all;N/A;median;426693;41;;24077;5852;24.08;5.85
Claro;Cali, Cali, Valle del Cauca, Colombia;;may-20;126672;30022;all;N/A;median;30022;46;;24136;5943;24.14;5.94
Claro;Cartagena, Cartagena, Bolívar, Colombia;;may-20;9158;2314;all;N/A;median;2314;14;;26012;5887;26.01;5.89
Claro;Medellín, Medellin, Antioquia, Colombia;;may-20;107155;28819;all;N/A;median;28819;37;;28326;6042;28.33;6.04
Claro;Bogotá, Bogota, Colombia;;may-20;1027433;216264;all;N/A;median;216264;40;;24153;5824;24.15;5.82
Tigo;Colombia;;may-20;785269;184704;all;N/A;median;184704;18;;19120;4760;19.12;4.76
Tigo;Cali, Cali, Valle del Cauca, Colombia;;may-20;40019;8918;all;N/A;median;8918;20;;14804;4622;14.80;4.62
Tigo;Cartagena, Cartagena, Bolívar, Colombia;;may-20;31352;7519;all;N/A;median;7519;20;;14769;3964;14.77;3.96
Tigo;Medellín, Medellin, Antioquia, Colombia;;may-20;182164;48096;all;N/A;median;48096;12;;22516;4902;22.52;4.90
Tigo;Bogotá, Bogota, Colombia;;may-20;91915;21806;all;N/A;median;21806;13;;20797;4900;20.80;4.90
ETB;Colombia;;may-20;537884;124733;all;N/A;median;124733;6;;24665;21884;24.67;21.88
ETB;Cali, Cali, Valle del Cauca, Colombia;;may-20;84;30;all;N/A;median;30;36;;9128;6608;9.13;6.61
ETB;Cartagena, Cartagena, Bolívar, Colombia;;may-20;7;5;all;N/A;median;5;21;;26764;40426;26.76;40.43
ETB;Medellín, Medellin, Antioquia, Colombia;;may-20;473;200;all;N/A;median;200;13;;11007;8628;11.01;8.63
ETB;Bogotá, Bogota, Colombia;;may-20;503869;118325;all;N/A;median;118325;6;;25835;22889;25.84;22.89
All Providers Combined;Colombia;;jun-20;3511363;817004;all;N/A;median;817004;19;;22444;5754;22.44;5.75
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;jun-20;198004;53398;all;N/A;median;53398;23;;22788;5955;22.79;5.96
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;jun-20;54147;13554;all;N/A;median;13554;18;;23494;5125;23.49;5.13
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;jun-20;273583;75895;all;N/A;median;75895;21;;25146;5217;25.15;5.22
All Providers Combined;Bogotá, Bogota, Colombia;;jun-20;1429409;340064;all;N/A;median;340064;13;;25849;6151;25.85;6.15
Movistar;Colombia;;jun-20;429127;114802;all;N/A;median;114802;27;;11521;6226;11.52;6.23
Movistar;Cali, Cali, Valle del Cauca, Colombia;;jun-20;43725;13742;all;N/A;median;13742;18;;47102;49730;47.10;49.73
Movistar;Cartagena, Cartagena, Bolívar, Colombia;;jun-20;21397;5571;all;N/A;median;5571;33;;25044;25587;25.04;25.59
Movistar;Medellín, Medellin, Antioquia, Colombia;;jun-20;1180;526;all;N/A;median;526;32;;7499;984;7.50;0.98
Movistar;Bogotá, Bogota, Colombia;;jun-20;90743;23868;all;N/A;median;23868;21;;10867;1928;10.87;1.93
Claro;Colombia;;jun-20;1529884;372737;all;N/A;median;372737;19;;26784;5968;26.78;5.97
Claro;Cali, Cali, Valle del Cauca, Colombia;;jun-20;97074;26208;all;N/A;median;26208;24;;25812;6056;25.81;6.06
Claro;Cartagena, Cartagena, Bolívar, Colombia;;jun-20;8736;2137;all;N/A;median;2137;14;;27224;5928;27.22;5.93
Claro;Medellín, Medellin, Antioquia, Colombia;;jun-20;94619;27006;all;N/A;median;27006;26;;29507;6580;29.51;6.58
Claro;Bogotá, Bogota, Colombia;;jun-20;766333;183641;all;N/A;median;183641;14;;27074;5964;27.07;5.96
Tigo;Colombia;;jun-20;733660;176540;all;N/A;median;176540;17;;21366;4955;21.37;4.96
Tigo;Cali, Cali, Valle del Cauca, Colombia;;jun-20;34736;8393;all;N/A;median;8393;18;;19235;4902;19.24;4.90
Tigo;Cartagena, Cartagena, Bolívar, Colombia;;jun-20;23414;6139;all;N/A;median;6139;15;;21945;4710;21.95;4.71
Tigo;Medellín, Medellin, Antioquia, Colombia;;jun-20;161973;44911;all;N/A;median;44911;11;;24517;5081;24.52;5.08
Tigo;Bogotá, Bogota, Colombia;;jun-20;76967;20436;all;N/A;median;20436;12;;24265;5037;24.27;5.04
ETB;Colombia;;jun-20;474896;116339;all;N/A;median;116339;6;;27939;24096;27.94;24.10
ETB;Cali, Cali, Valle del Cauca, Colombia;;jun-20;6;3;all;N/A;median;3;11;;14354;13448;14.35;13.45
ETB;Cartagena, Cartagena, Bolívar, Colombia;;jun-20;2;1;all;N/A;median;1;21;;75760;67020;75.76;67.02
ETB;Medellín, Medellin, Antioquia, Colombia;;jun-20;549;231;all;N/A;median;231;14;;15677;13380;15.68;13.38
ETB;Bogotá, Bogota, Colombia;;jun-20;446745;110420;all;N/A;median;110420;6;;29122;25289;29.12;25.29
All Providers Combined;Colombia;;jul-20;3606397;861459;all;N/A;median;861459;18;;24119;5832;24.12;5.83
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;jul-20;193838;54111;all;N/A;median;54111;22;;25621;6068;25.62;6.07
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;jul-20;55233;13945;all;N/A;median;13945;20;;23467;5164;23.47;5.16
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;jul-20;292044;82477;all;N/A;median;82477;20;;25365;5210;25.37;5.21
All Providers Combined;Bogotá, Bogota, Colombia;;jul-20;1420473;352489;all;N/A;median;352489;13;;27754;6401;27.75;6.40
Movistar;Colombia;;jul-20;416137;116674;all;N/A;median;116674;28;;13209;9309;13.21;9.31
Movistar;Cali, Cali, Valle del Cauca, Colombia;;jul-20;41499;13687;all;N/A;median;13687;17;;49846;50579;49.85;50.58
Movistar;Cartagena, Cartagena, Bolívar, Colombia;;jul-20;19750;5443;all;N/A;median;5443;35;;27321;27673;27.32;27.67
Movistar;Medellín, Medellin, Antioquia, Colombia;;jul-20;1223;563;all;N/A;median;563;35;;6956;1173;6.96;1.17
Movistar;Bogotá, Bogota, Colombia;;jul-20;83459;23038;all;N/A;median;23038;20;;11498;3958;11.50;3.96
Claro;Colombia;;jul-20;1524480;388546;all;N/A;median;388546;19;;28429;6003;28.43;6.00
Claro;Cali, Cali, Valle del Cauca, Colombia;;jul-20;95742;27077;all;N/A;median;27077;24;;28974;6424;28.97;6.42
Claro;Cartagena, Cartagena, Bolívar, Colombia;;jul-20;8342;2057;all;N/A;median;2057;14;;27711;5977;27.71;5.98
Claro;Medellín, Medellin, Antioquia, Colombia;;jul-20;90573;27075;all;N/A;median;27075;26;;30164;6606;30.16;6.61
Claro;Bogotá, Bogota, Colombia;;jul-20;739919;187662;all;N/A;median;187662;14;;28642;5991;28.64;5.99
Tigo;Colombia;;jul-20;805537;192740;all;N/A;median;192740;18;;21618;4995;21.62;5.00
Tigo;Cali, Cali, Valle del Cauca, Colombia;;jul-20;33475;8241;all;N/A;median;8241;18;;17436;4921;17.44;4.92
Tigo;Cartagena, Cartagena, Bolívar, Colombia;;jul-20;26271;6699;all;N/A;median;6699;15;;21289;4850;21.29;4.85
Tigo;Medellín, Medellin, Antioquia, Colombia;;jul-20;181933;50522;all;N/A;median;50522;12;;24920;5099;24.92;5.10
Tigo;Bogotá, Bogota, Colombia;;jul-20;78800;20991;all;N/A;median;20991;12;;23644;5039;23.64;5.04
ETB;Colombia;;jul-20;501491;125100;all;N/A;median;125100;5;;29981;24449;29.98;24.45
ETB;Cali, Cali, Valle del Cauca, Colombia;;jul-20;9;3;all;N/A;median;3;19;;132622;112517;132.62;112.52
ETB;Cartagena, Cartagena, Bolívar, Colombia;;jul-20;17;7;all;N/A;median;7;23;;15544;16524;15.54;16.52
ETB;Medellín, Medellin, Antioquia, Colombia;;jul-20;803;279;all;N/A;median;279;20;;8634;3662;8.63;3.66
ETB;Bogotá, Bogota, Colombia;;jul-20;468571;118511;all;N/A;median;118511;5;;31231;25621;31.23;25.62
All Providers Combined;Colombia;;Aug 2020;3495419;843286;all;N/A;median;843286;19;;25217;5861;25.22;5.86
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;Aug 2020;198883;56987;all;N/A;median;56987;22;;26838;6285;26.84;6.29
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;Aug 2020;54328;13807;all;N/A;median;13807;21;;25120;5255;25.12;5.26
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;Aug 2020;285639;79127;all;N/A;median;79127;21;;24856;5196;24.86;5.20
All Providers Combined;Bogotá, Bogota, Colombia;;Aug 2020;1295591;329439;all;N/A;median;329439;13;;28913;6377;28.91;6.38
Movistar;Colombia;;Aug 2020;411549;117254;all;N/A;median;117254;29;;16259;14169;16.26;14.17
Movistar;Cali, Cali, Valle del Cauca, Colombia;;Aug 2020;42707;14192;all;N/A;median;14192;17;;52605;55804;52.61;55.80
Movistar;Cartagena, Cartagena, Bolívar, Colombia;;Aug 2020;19717;5720;all;N/A;median;5720;36;;30843;31591;30.84;31.59
Movistar;Medellín, Medellin, Antioquia, Colombia;;Aug 2020;905;410;all;N/A;median;410;31;;8886;1225;8.89;1.23
Movistar;Bogotá, Bogota, Colombia;;Aug 2020;80740;22874;all;N/A;median;22874;16;;13974;8947;13.97;8.95
Claro;Colombia;;Aug 2020;1531333;391914;all;N/A;median;391914;19;;29339;6029;29.34;6.03
Claro;Cali, Cali, Valle del Cauca, Colombia;;Aug 2020;99572;29113;all;N/A;median;29113;24;;29844;6540;29.84;6.54
Claro;Cartagena, Cartagena, Bolívar, Colombia;;Aug 2020;9143;2428;all;N/A;median;2428;15;;27911;6042;27.91;6.04
Claro;Medellín, Medellin, Antioquia, Colombia;;Aug 2020;83137;24381;all;N/A;median;24381;26;;31426;6645;31.43;6.65
Claro;Bogotá, Bogota, Colombia;;Aug 2020;698692;181260;all;N/A;median;181260;14;;29698;6003;29.70;6.00
Tigo;Colombia;;Aug 2020;816157;190319;all;N/A;median;190319;18;;21948;4994;21.95;4.99
Tigo;Cali, Cali, Valle del Cauca, Colombia;;Aug 2020;32212;8128;all;N/A;median;8128;18;;19461;5021;19.46;5.02
Tigo;Cartagena, Cartagena, Bolívar, Colombia;;Aug 2020;24880;6040;all;N/A;median;6040;14;;23270;4928;23.27;4.93
Tigo;Medellín, Medellin, Antioquia, Colombia;;Aug 2020;181209;49007;all;N/A;median;49007;12;;24320;5099;24.32;5.10
Tigo;Bogotá, Bogota, Colombia;;Aug 2020;95822;22038;all;N/A;median;22038;14;;23861;4985;23.86;4.99
ETB;Colombia;;Aug 2020;406266;107375;all;N/A;median;107375;5;;30919;24935;30.92;24.94
ETB;Cali, Cali, Valle del Cauca, Colombia;;Aug 2020;45;10;all;N/A;median;10;15;;17921;19626;17.92;19.63
ETB;Cartagena, Cartagena, Bolívar, Colombia;;Aug 2020;24;9;all;N/A;median;9;21;;13759;18293;13.76;18.29
ETB;Medellín, Medellin, Antioquia, Colombia;;Aug 2020;1022;309;all;N/A;median;309;17;;9824;6466;9.82;6.47
ETB;Bogotá, Bogota, Colombia;;Aug 2020;376105;101257;all;N/A;median;101257;5;;32942;26202;32.94;26.20
All Providers Combined;Colombia;;sep-20;3092255;782006;all;N/A;median;782006;18;;26237;5971;26.24;5.97
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;sep-20;207276;57069;all;N/A;median;57069;22;;27196;6356;27.20;6.36
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;sep-20;50476;13087;all;N/A;median;13087;23;;25429;5256;25.43;5.26
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;sep-20;235768;69362;all;N/A;median;69362;17;;27376;5315;27.38;5.32
All Providers Combined;Bogotá, Bogota, Colombia;;sep-20;1049792;288394;all;N/A;median;288394;12;;30426;6729;30.43;6.73
Movistar;Colombia;;sep-20;381516;112544;all;N/A;median;112544;29;;18663;18573;18.66;18.57
Movistar;Cali, Cali, Valle del Cauca, Colombia;;sep-20;40181;13409;all;N/A;median;13409;16;;56993;58405;56.99;58.41
Movistar;Cartagena, Cartagena, Bolívar, Colombia;;sep-20;17521;5272;all;N/A;median;5272;37;;29065;32101;29.07;32.10
Movistar;Medellín, Medellin, Antioquia, Colombia;;sep-20;874;425;all;N/A;median;425;33;;6422;1038;6.42;1.04
Movistar;Bogotá, Bogota, Colombia;;sep-20;73864;21533;all;N/A;median;21533;13;;17652;16816;17.65;16.82
Claro;Colombia;;sep-20;1288398;348512;all;N/A;median;348512;18;;31007;6358;31.01;6.36
Claro;Cali, Cali, Valle del Cauca, Colombia;;sep-20;92560;27693;all;N/A;median;27693;23;;30911;6646;30.91;6.65
Claro;Cartagena, Cartagena, Bolívar, Colombia;;sep-20;8598;2356;all;N/A;median;2356;15;;28063;6153;28.06;6.15
Claro;Medellín, Medellin, Antioquia, Colombia;;sep-20;67339;20883;all;N/A;median;20883;25;;32611;7430;32.61;7.43
Claro;Bogotá, Bogota, Colombia;;sep-20;554238;153860;all;N/A;median;153860;13;;31947;6305;31.95;6.31
Tigo;Colombia;;sep-20;772356;191064;all;N/A;median;191064;17;;23082;5062;23.08;5.06
Tigo;Cali, Cali, Valle del Cauca, Colombia;;sep-20;49621;10635;all;N/A;median;10635;18;;19117;4981;19.12;4.98
Tigo;Cartagena, Cartagena, Bolívar, Colombia;;sep-20;23820;5896;all;N/A;median;5896;13;;24188;4972;24.19;4.97
Tigo;Medellín, Medellin, Antioquia, Colombia;;sep-20;157982;46042;all;N/A;median;46042;11;;26195;5176;26.20;5.18
Tigo;Bogotá, Bogota, Colombia;;sep-20;65954;19010;all;N/A;median;19010;11;;25415;5111;25.42;5.11
ETB;Colombia;;sep-20;336862;96396;all;N/A;median;96396;5;;32737;26313;32.74;26.31
ETB;Cali, Cali, Valle del Cauca, Colombia;;sep-20;52;24;all;N/A;median;24;15;;17649;17070;17.65;17.07
ETB;Cartagena, Cartagena, Bolívar, Colombia;;sep-20;27;14;all;N/A;median;14;24;;7644;17401;7.64;17.40
ETB;Medellín, Medellin, Antioquia, Colombia;;sep-20;774;328;all;N/A;median;328;14;;13420;9470;13.42;9.47
ETB;Bogotá, Bogota, Colombia;;sep-20;308745;90172;all;N/A;median;90172;5;;35035;27538;35.04;27.54
All Providers Combined;Colombia;;oct-20;2897967;758815;all;N/A;median;758815;18;;27036;6137;27.04;6.14
All Providers Combined;Cali, Cali, Valle del Cauca, Colombia;;oct-20;185590;52946;all;N/A;median;52946;21;;28992;6687;28.99;6.69
All Providers Combined;Cartagena, Cartagena, Bolívar, Colombia;;oct-20;46991;12553;all;N/A;median;12553;24;;25399;5230;25.40;5.23
All Providers Combined;Medellín, Medellin, Antioquia, Colombia;;oct-20;224309;68675;all;N/A;median;68675;18;;27467;5363;27.47;5.36
All Providers Combined;Bogotá, Bogota, Colombia;;oct-20;994213;283216;all;N/A;median;283216;12;;31514;7307;31.51;7.31
Movistar;Colombia;;oct-20;351600;104394;all;N/A;median;104394;28;;16968;16158;16.97;16.16
Movistar;Cali, Cali, Valle del Cauca, Colombia;;oct-20;36279;11607;all;N/A;median;11607;15;;52947;50042;52.95;50.04
Movistar;Cartagena, Cartagena, Bolívar, Colombia;;oct-20;15755;4709;all;N/A;median;4709;39;;23011;24838;23.01;24.84
Movistar;Medellín, Medellin, Antioquia, Colombia;;oct-20;807;389;all;N/A;median;389;32;;6868;1001;6.87;1.00
Movistar;Bogotá, Bogota, Colombia;;oct-20;71901;20834;all;N/A;median;20834;13;;18468;18531;18.47;18.53
Claro;Colombia;;oct-20;1225153;344276;all;N/A;median;344276;18;;32360;6598;32.36;6.60
Claro;Cali, Cali, Valle del Cauca, Colombia;;oct-20;91231;27201;all;N/A;median;27201;22;;33049;7484;33.05;7.48
Claro;Cartagena, Cartagena, Bolívar, Colombia;;oct-20;7207;2146;all;N/A;median;2146;15;;28209;6501;28.21;6.50
Claro;Medellín, Medellin, Antioquia, Colombia;;oct-20;63702;20694;all;N/A;median;20694;24;;33076;7789;33.08;7.79
