Provider,Location,Device,Aggregate Date,Test Count,Sample Count,Platform,Technology Type,Metric Type,Device Count,Latency,Download Speed,Upload Speed,Download Speed Mbps,Upload Speed Mbps
All Providers Combined,Colombia,,Jan 2018,65425,23027,N/A,cellular,mean,23027,58,16041,7837,16.04,7.84
All Providers Combined,"Bogotá, Bogota, Colombia",,Jan 2018,22890,8469,N/A,cellular,mean,8469,46,17174,8326,17.17,8.33
All Providers Combined,"Cali, Cali, Valle del Cauca, Colombia",,Jan 2018,2985,1391,N/A,cellular,mean,1391,58,21562,12527,21.56,12.53
All Providers Combined,"Manizales, Manizales, Caldas, Colombia",,Jan 2018,415,194,N/A,cellular,mean,194,60,20846,10408,20.85,10.41
All Providers Combined,"Ibagué, Ibague, Tolima, Colombia",,Jan 2018,303,173,N/A,cellular,mean,173,47,16901,8249,16.9,8.25
All Providers Combined,"Armenia, Armenia, Quindio, Colombia",,Jan 2018,241,111,N/A,cellular,mean,111,64,22875,13023,22.88,13.02
All Providers Combined,"Popayán, Popayán, Cauca, Colombia",,Jan 2018,177,105,N/A,cellular,mean,105,57,18168,11904,18.17,11.9
All Providers Combined,"Cartagena, Cartagena, Bolívar, Colombia",,Jan 2018,939,407,N/A,cellular,mean,407,75,16297,8453,16.3,8.45
All Providers Combined,"Pasto, Pasto, Narino, Colombia",,Jan 2018,248,120,N/A,cellular,mean,120,75,18494,12026,18.49,12.03
All Providers Combined,"Barranquilla, Barranquilla, Atlantico, Colombia",,Jan 2018,1771,693,N/A,cellular,mean,693,58,20499,10117,20.5,10.12
All Providers Combined,"Santa Marta, Santa Marta, Magdalena, Colombia",,Jan 2018,293,121,N/A,cellular,mean,121,117,12292,9014,12.29,9.01
All Providers Combined,"Villavicencio, Villavicencio, Meta, Colombia",,Jan 2018,513,246,N/A,cellular,mean,246,64,22241,7992,22.24,7.99
All Providers Combined,"Pereira, Pereira, Risaralda, Colombia",,Jan 2018,405,182,N/A,cellular,mean,182,63,16860,9842,16.86,9.84
All Providers Combined,"Medellín, Medellin, Antioquia, Colombia",,Jan 2018,4155,1797,N/A,cellular,mean,1797,51,17293,7222,17.29,7.22
All Providers Combined,"Montería, Montería, Córdoba, Colombia",,Jan 2018,261,128,N/A,cellular,mean,128,60,17299,10495,17.3,10.5
All Providers Combined,"Sincelejo, Sincelejo, Sucre, Colombia",,Jan 2018,184,73,N/A,cellular,mean,73,104,11205,6862,11.21,6.86
All Providers Combined,"Bucaramanga, Bucaramanga, Santander Department, Colombia",,Jan 2018,809,361,N/A,cellular,mean,361,61,18160,9406,18.16,9.41
All Providers Combined,"Tunja, Tunja, Boyacá, Colombia",,Jan 2018,205,97,N/A,cellular,mean,97,50,18939,9116,18.94,9.12
All Providers Combined,Colombia,,feb-18,63031,22270,N/A,cellular,mean,22270,58,15231,8650,15.23,8.65
All Providers Combined,"Bogotá, Bogota, Colombia",,feb-18,23163,8427,N/A,cellular,mean,8427,46,15729,9519,15.73,9.52
All Providers Combined,"Cali, Cali, Valle del Cauca, Colombia",,feb-18,2664,1251,N/A,cellular,mean,1251,55,22623,13303,22.62,13.3
All Providers Combined,"Manizales, Manizales, Caldas, Colombia",,feb-18,347,162,N/A,cellular,mean,162,58,20327,11125,20.33,11.13
All Providers Combined,"Ibagué, Ibague, Tolima, Colombia",,feb-18,329,164,N/A,cellular,mean,164,55,16675,8902,16.68,8.9
All Providers Combined,"Armenia, Armenia, Quindio, Colombia",,feb-18,351,121,N/A,cellular,mean,121,69,18418,10450,18.42,10.45
All Providers Combined,"Popayán, Popayán, Cauca, Colombia",,feb-18,198,93,N/A,cellular,mean,93,57,19136,9817,19.14,9.82
All Providers Combined,"Cartagena, Cartagena, Bolívar, Colombia",,feb-18,796,358,N/A,cellular,mean,358,61,15839,9081,15.84,9.08
All Providers Combined,"Pasto, Pasto, Narino, Colombia",,feb-18,204,98,N/A,cellular,mean,98,64,22387,13227,22.39,13.23
All Providers Combined,"Barranquilla, Barranquilla, Atlantico, Colombia",,feb-18,1757,678,N/A,cellular,mean,678,54,18279,10608,18.28,10.61
All Providers Combined,"Santa Marta, Santa Marta, Magdalena, Colombia",,feb-18,255,117,N/A,cellular,mean,117,67,11753,8838,11.75,8.84
All Providers Combined,"Villavicencio, Villavicencio, Meta, Colombia",,feb-18,499,212,N/A,cellular,mean,212,60,17531,8149,17.53,8.15
All Providers Combined,"Pereira, Pereira, Risaralda, Colombia",,feb-18,367,197,N/A,cellular,mean,197,58,17887,10687,17.89,10.69
All Providers Combined,"Medellín, Medellin, Antioquia, Colombia",,feb-18,3595,1705,N/A,cellular,mean,1705,48,16673,8124,16.67,8.12
All Providers Combined,"Montería, Montería, Córdoba, Colombia",,feb-18,211,111,N/A,cellular,mean,111,58,13948,9960,13.95,9.96
All Providers Combined,"Sincelejo, Sincelejo, Sucre, Colombia",,feb-18,123,48,N/A,cellular,mean,48,61,11304,8148,11.3,8.15
All Providers Combined,"Bucaramanga, Bucaramanga, Santander Department, Colombia",,feb-18,1047,390,N/A,cellular,mean,390,104,13582,9330,13.58,9.33
All Providers Combined,"Tunja, Tunja, Boyacá, Colombia",,feb-18,149,84,N/A,cellular,mean,84,53,15915,7247,15.92,7.25
All Providers Combined,Colombia,,mar-18,70001,24587,N/A,cellular,mean,24587,55,16140,8604,16.14,8.6
All Providers Combined,"Bogotá, Bogota, Colombia",,mar-18,26376,9609,N/A,cellular,mean,9609,44,17345,9538,17.35,9.54
All Providers Combined,"Cali, Cali, Valle del Cauca, Colombia",,mar-18,3143,1384,N/A,cellular,mean,1384,55,21620,12687,21.62,12.69
All Providers Combined,"Manizales, Manizales, Caldas, Colombia",,mar-18,338,173,N/A,cellular,mean,173,54,22518,11419,22.52,11.42
All Providers Combined,"Ibagué, Ibague, Tolima, Colombia",,mar-18,422,219,N/A,cellular,mean,219,41,17430,8461,17.43,8.46
All Providers Combined,"Armenia, Armenia, Quindio, Colombia",,mar-18,250,130,N/A,cellular,mean,130,56,17687,10827,17.69,10.83
All Providers Combined,"Popayán, Popayán, Cauca, Colombia",,mar-18,270,137,N/A,cellular,mean,137,60,18546,10979,18.55,10.98
All Providers Combined,"Cartagena, Cartagena, Bolívar, Colombia",,mar-18,888,399,N/A,cellular,mean,399,61,16678,9428,16.68,9.43
All Providers Combined,"Pasto, Pasto, Narino, Colombia",,mar-18,168,92,N/A,cellular,mean,92,59,22750,13274,22.75,13.27
All Providers Combined,"Barranquilla, Barranquilla, Atlantico, Colombia",,mar-18,1444,578,N/A,cellular,mean,578,51,20228,10512,20.23,10.51
All Providers Combined,"Santa Marta, Santa Marta, Magdalena, Colombia",,mar-18,276,137,N/A,cellular,mean,137,74,14033,9377,14.03,9.38
All Providers Combined,"Villavicencio, Villavicencio, Meta, Colombia",,mar-18,618,270,N/A,cellular,mean,270,78,21623,9000,21.62,9
All Providers Combined,"Pereira, Pereira, Risaralda, Colombia",,mar-18,410,222,N/A,cellular,mean,222,60,20430,11840,20.43,11.84
All Providers Combined,"Medellín, Medellin, Antioquia, Colombia",,mar-18,5075,2283,N/A,cellular,mean,2283,49,17225,8465,17.23,8.47
All Providers Combined,"Montería, Montería, Córdoba, Colombia",,mar-18,222,109,N/A,cellular,mean,109,58,13990,9460,13.99,9.46
All Providers Combined,"Sincelejo, Sincelejo, Sucre, Colombia",,mar-18,156,78,N/A,cellular,mean,78,60,13569,9024,13.57,9.02
All Providers Combined,"Bucaramanga, Bucaramanga, Santander Department, Colombia",,mar-18,989,383,N/A,cellular,mean,383,55,16735,9758,16.74,9.76
All Providers Combined,"Tunja, Tunja, Boyacá, Colombia",,mar-18,180,106,N/A,cellular,mean,106,50,16156,7588,16.16,7.59
All Providers Combined,Colombia,,Apr 2018,67851,23904,N/A,cellular,mean,23904,53,16189,8650,16.19,8.65
All Providers Combined,"Bogotá, Bogota, Colombia",,Apr 2018,25257,9240,N/A,cellular,mean,9240,43,16628,9356,16.63,9.36
All Providers Combined,"Cali, Cali, Valle del Cauca, Colombia",,Apr 2018,3580,1401,N/A,cellular,mean,1401,55,21606,12209,21.61,12.21
All Providers Combined,"Manizales, Manizales, Caldas, Colombia",,Apr 2018,388,174,N/A,cellular,mean,174,53,19581,11558,19.58,11.56
All Providers Combined,"Ibagué, Ibague, Tolima, Colombia",,Apr 2018,492,220,N/A,cellular,mean,220,48,19556,9529,19.56,9.53
All Providers Combined,"Armenia, Armenia, Quindio, Colombia",,Apr 2018,277,113,N/A,cellular,mean,113,70,19295,10645,19.3,10.65
All Providers Combined,"Popayán, Popayán, Cauca, Colombia",,Apr 2018,216,108,N/A,cellular,mean,108,58,16296,8664,16.3,8.66
All Providers Combined,"Cartagena, Cartagena, Bolívar, Colombia",,Apr 2018,625,317,N/A,cellular,mean,317,65,16419,9944,16.42,9.94
All Providers Combined,"Pasto, Pasto, Narino, Colombia",,Apr 2018,202,97,N/A,cellular,mean,97,57,19244,11894,19.24,11.89
All Providers Combined,"Barranquilla, Barranquilla, Atlantico, Colombia",,Apr 2018,1211,585,N/A,cellular,mean,585,50,20785,11166,20.79,11.17
