Provider,Location,Device,Aggregate Date,Test Count,Sample Count,Platform,Technology Type,Metric Type,Device Count,Latency,Download Speed,Upload Speed,Download Speed Mbps,Upload Speed Mbps
All Providers Combined,Colombia,,Jan 2021,112216,37703,N/A,cellular,mean,37703,48,16297,9328,16.3,9.33
All Providers Combined,"Bogotá, Bogota, Colombia",,Jan 2021,35763,13681,N/A,cellular,mean,13681,38,17628,9986,17.63,9.99
All Providers Combined,"Cali, Cali, Valle del Cauca, Colombia",,Jan 2021,8014,2885,N/A,cellular,mean,2885,43,17728,10627,17.73,10.63
All Providers Combined,"Manizales, Manizales, Caldas, Colombia",,Jan 2021,747,296,N/A,cellular,mean,296,72,14649,9674,14.65,9.67
All Providers Combined,"Ibagué, Ibague, Tolima, Colombia",,Jan 2021,747,308,N/A,cellular,mean,308,37,18274,8339,18.27,8.34
All Providers Combined,"Armenia, Armenia, Quindio, Colombia",,Jan 2021,379,187,N/A,cellular,mean,187,72,15980,9977,15.98,9.98
All Providers Combined,"Popayán, Popayán, Cauca, Colombia",,Jan 2021,338,181,N/A,cellular,mean,181,59,16196,10241,16.2,10.24
All Providers Combined,"Cartagena, Cartagena, Bolívar, Colombia",,Jan 2021,1307,607,N/A,cellular,mean,607,41,22540,11222,22.54,11.22
All Providers Combined,"Pasto, Pasto, Narino, Colombia",,Jan 2021,468,157,N/A,cellular,mean,157,53,17523,11620,17.52,11.62
All Providers Combined,"Barranquilla, Barranquilla, Atlantico, Colombia",,Jan 2021,5212,2239,N/A,cellular,mean,2239,40,21727,11057,21.73,11.06
All Providers Combined,"Santa Marta, Santa Marta, Magdalena, Colombia",,Jan 2021,477,246,N/A,cellular,mean,246,55,19799,10121,19.8,10.12
All Providers Combined,"Villavicencio, Villavicencio, Meta, Colombia",,Jan 2021,996,402,N/A,cellular,mean,402,45,17887,10752,17.89,10.75
All Providers Combined,"Pereira, Pereira, Risaralda, Colombia",,Jan 2021,617,336,N/A,cellular,mean,336,73,14868,7831,14.87,7.83
All Providers Combined,"Medellín, Medellin, Antioquia, Colombia",,Jan 2021,8268,3628,N/A,cellular,mean,3628,50,18540,9862,18.54,9.86
All Providers Combined,"Montería, Montería, Córdoba, Colombia",,Jan 2021,532,219,N/A,cellular,mean,219,58,18223,11891,18.22,11.89
All Providers Combined,"Sincelejo, Sincelejo, Sucre, Colombia",,Jan 2021,341,152,N/A,cellular,mean,152,52,21295,12901,21.3,12.9
All Providers Combined,"Bucaramanga, Bucaramanga, Santander Department, Colombia",,Jan 2021,2187,817,N/A,cellular,mean,817,44,15797,9822,15.8,9.82
All Providers Combined,"Tunja, Tunja, Boyacá, Colombia",,Jan 2021,441,176,N/A,cellular,mean,176,53,15195,10137,15.2,10.14
All Providers Combined,Colombia,,feb-21,119772,38759,N/A,cellular,mean,38759,49,16669,9740,16.67,9.74
All Providers Combined,"Bogotá, Bogota, Colombia",,feb-21,42191,15037,N/A,cellular,mean,15037,43,17417,10252,17.42,10.25
All Providers Combined,"Cali, Cali, Valle del Cauca, Colombia",,feb-21,8299,2895,N/A,cellular,mean,2895,49,17205,10908,17.21,10.91
All Providers Combined,"Manizales, Manizales, Caldas, Colombia",,feb-21,656,301,N/A,cellular,mean,301,57,18032,10624,18.03,10.62
All Providers Combined,"Ibagué, Ibague, Tolima, Colombia",,feb-21,810,312,N/A,cellular,mean,312,47,20327,9644,20.33,9.64
All Providers Combined,"Armenia, Armenia, Quindio, Colombia",,feb-21,407,202,N/A,cellular,mean,202,57,19915,11678,19.92,11.68
All Providers Combined,"Popayán, Popayán, Cauca, Colombia",,feb-21,462,182,N/A,cellular,mean,182,55,17393,10977,17.39,10.98
All Providers Combined,"Cartagena, Cartagena, Bolívar, Colombia",,feb-21,1308,567,N/A,cellular,mean,567,40,25071,12221,25.07,12.22
All Providers Combined,"Pasto, Pasto, Narino, Colombia",,feb-21,491,176,N/A,cellular,mean,176,50,19381,11079,19.38,11.08
All Providers Combined,"Barranquilla, Barranquilla, Atlantico, Colombia",,feb-21,6387,2444,N/A,cellular,mean,2444,39,20480,11677,20.48,11.68
All Providers Combined,"Santa Marta, Santa Marta, Magdalena, Colombia",,feb-21,596,246,N/A,cellular,mean,246,39,19570,11492,19.57,11.49
All Providers Combined,"Villavicencio, Villavicencio, Meta, Colombia",,feb-21,952,402,N/A,cellular,mean,402,49,17608,10638,17.61,10.64
All Providers Combined,"Pereira, Pereira, Risaralda, Colombia",,feb-21,851,387,N/A,cellular,mean,387,56,16121,8362,16.12,8.36
All Providers Combined,"Medellín, Medellin, Antioquia, Colombia",,feb-21,8656,3673,N/A,cellular,mean,3673,50,18334,10169,18.33,10.17
All Providers Combined,"Montería, Montería, Córdoba, Colombia",,feb-21,487,249,N/A,cellular,mean,249,46,25881,13583,25.88,13.58
All Providers Combined,"Sincelejo, Sincelejo, Sucre, Colombia",,feb-21,360,157,N/A,cellular,mean,157,49,20705,12016,20.71,12.02
All Providers Combined,"Bucaramanga, Bucaramanga, Santander Department, Colombia",,feb-21,2572,882,N/A,cellular,mean,882,47,15183,9408,15.18,9.41
All Providers Combined,"Tunja, Tunja, Boyacá, Colombia",,feb-21,451,214,N/A,cellular,mean,214,50,12597,8432,12.6,8.43
All Providers Combined,Colombia,,mar-21,137978,41417,N/A,cellular,mean,41417,46,16490,9564,16.49,9.56
All Providers Combined,"Bogotá, Bogota, Colombia",,mar-21,50930,16101,N/A,cellular,mean,16101,38,17328,10108,17.33,10.11
All Providers Combined,"Cali, Cali, Valle del Cauca, Colombia",,mar-21,8400,2927,N/A,cellular,mean,2927,49,18830,10704,18.83,10.7
All Providers Combined,"Manizales, Manizales, Caldas, Colombia",,mar-21,827,315,N/A,cellular,mean,315,54,17683,9773,17.68,9.77
All Providers Combined,"Ibagué, Ibague, Tolima, Colombia",,mar-21,950,344,N/A,cellular,mean,344,37,20268,9161,20.27,9.16
All Providers Combined,"Armenia, Armenia, Quindio, Colombia",,mar-21,436,217,N/A,cellular,mean,217,52,18800,11715,18.8,11.72
