Provider,Location,Device,Aggregate Date,Test Count,Sample Count,Platform,Technology Type,Metric Type,Device Count,Latency,Download Speed,Upload Speed,Download Speed Mbps,Upload Speed Mbps
All Providers Combined,"Popayán, Popayán, Cauca, Colombia",,Aug 2020,546,180,N/A,cellular,mean,180,48,19639,10511,19.64,10.51
All Providers Combined,"Cartagena, Cartagena, Bolívar, Colombia",,Aug 2020,1509,637,N/A,cellular,mean,637,54,20877,11034,20.88,11.03
All Providers Combined,"Pasto, Pasto, Narino, Colombia",,Aug 2020,625,214,N/A,cellular,mean,214,51,21264,12214,21.26,12.21
All Providers Combined,"Barranquilla, Barranquilla, Atlantico, Colombia",,Aug 2020,7452,2456,N/A,cellular,mean,2456,52,20168,11065,20.17,11.07
All Providers Combined,"Santa Marta, Santa Marta, Magdalena, Colombia",,Aug 2020,450,214,N/A,cellular,mean,214,53,21422,11248,21.42,11.25
All Providers Combined,"Villavicencio, Villavicencio, Meta, Colombia",,Aug 2020,1260,442,N/A,cellular,mean,442,35,21625,11186,21.63,11.19
All Providers Combined,"Pereira, Pereira, Risaralda, Colombia",,Aug 2020,714,360,N/A,cellular,mean,360,47,22358,9346,22.36,9.35
All Providers Combined,"Medellín, Medellin, Antioquia, Colombia",,Aug 2020,8720,4113,N/A,cellular,mean,4113,48,21405,9483,21.41,9.48
All Providers Combined,"Montería, Montería, Córdoba, Colombia",,Aug 2020,914,204,N/A,cellular,mean,204,68,20608,9984,20.61,9.98
All Providers Combined,"Sincelejo, Sincelejo, Sucre, Colombia",,Aug 2020,368,135,N/A,cellular,mean,135,56,21008,12723,21.01,12.72
All Providers Combined,"Bucaramanga, Bucaramanga, Santander Department, Colombia",,Aug 2020,2995,1035,N/A,cellular,mean,1035,58,17998,8722,18,8.72
All Providers Combined,"Tunja, Tunja, Boyacá, Colombia",,Aug 2020,508,257,N/A,cellular,mean,257,39,19400,10370,19.4,10.37
All Providers Combined,Colombia,,sep-20,119236,42263,N/A,cellular,mean,42263,44,19359,9689,19.36,9.69
All Providers Combined,"Bogotá, Bogota, Colombia",,sep-20,42473,16985,N/A,cellular,mean,16985,37,19038,10124,19.04,10.12
All Providers Combined,"Cali, Cali, Valle del Cauca, Colombia",,sep-20,9178,3363,N/A,cellular,mean,3363,43,21417,11718,21.42,11.72
All Providers Combined,"Manizales, Manizales, Caldas, Colombia",,sep-20,750,365,N/A,cellular,mean,365,45,21802,11131,21.8,11.13
All Providers Combined,"Ibagué, Ibague, Tolima, Colombia",,sep-20,961,396,N/A,cellular,mean,396,36,23640,8777,23.64,8.78
All Providers Combined,"Armenia, Armenia, Quindio, Colombia",,sep-20,394,206,N/A,cellular,mean,206,48,21210,11941,21.21,11.94
All Providers Combined,"Popayán, Popayán, Cauca, Colombia",,sep-20,403,184,N/A,cellular,mean,184,50,20585,10350,20.59,10.35
All Providers Combined,"Cartagena, Cartagena, Bolívar, Colombia",,sep-20,1295,614,N/A,cellular,mean,614,51,24013,10962,24.01,10.96
All Providers Combined,"Pasto, Pasto, Narino, Colombia",,sep-20,672,225,N/A,cellular,mean,225,52,18887,11967,18.89,11.97
All Providers Combined,"Barranquilla, Barranquilla, Atlantico, Colombia",,sep-20,6962,2547,N/A,cellular,mean,2547,48,23514,11274,23.51,11.27
All Providers Combined,"Santa Marta, Santa Marta, Magdalena, Colombia",,sep-20,559,217,N/A,cellular,mean,217,51,21892,9589,21.89,9.59
All Providers Combined,"Villavicencio, Villavicencio, Meta, Colombia",,sep-20,1042,464,N/A,cellular,mean,464,45,23662,10566,23.66,10.57
All Providers Combined,"Pereira, Pereira, Risaralda, Colombia",,sep-20,642,351,N/A,cellular,mean,351,51,20630,9497,20.63,9.5
All Providers Combined,"Medellín, Medellin, Antioquia, Colombia",,sep-20,8172,3792,N/A,cellular,mean,3792,44,21435,10222,21.44,10.22
All Providers Combined,"Montería, Montería, Córdoba, Colombia",,sep-20,722,240,N/A,cellular,mean,240,62,20329,10755,20.33,10.76
All Providers Combined,"Sincelejo, Sincelejo, Sucre, Colombia",,sep-20,443,140,N/A,cellular,mean,140,70,20032,9702,20.03,9.7
All Providers Combined,"Bucaramanga, Bucaramanga, Santander Department, Colombia",,sep-20,2366,923,N/A,cellular,mean,923,52,19309,9022,19.31,9.02
All Providers Combined,"Tunja, Tunja, Boyacá, Colombia",,sep-20,418,236,N/A,cellular,mean,236,49,18771,10777,18.77,10.78
All Providers Combined,Colombia,,oct-20,123466,41896,N/A,cellular,mean,41896,43,19090,9862,19.09,9.86
All Providers Combined,"Bogotá, Bogota, Colombia",,oct-20,40981,16274,N/A,cellular,mean,16274,35,19384,10591,19.38,10.59
All Providers Combined,"Cali, Cali, Valle del Cauca, Colombia",,oct-20,9186,3248,N/A,cellular,mean,3248,40,20835,11312,20.84,11.31
All Providers Combined,"Manizales, Manizales, Caldas, Colombia",,oct-20,684,378,N/A,cellular,mean,378,48,22695,12100,22.7,12.1
All Providers Combined,"Ibagué, Ibague, Tolima, Colombia",,oct-20,820,404,N/A,cellular,mean,404,36,22899,9267,22.9,9.27
All Providers Combined,"Armenia, Armenia, Quindio, Colombia",,oct-20,452,242,N/A,cellular,mean,242,47,22596,12030,22.6,12.03
All Providers Combined,"Popayán, Popayán, Cauca, Colombia",,oct-20,418,191,N/A,cellular,mean,191,46,22475,11182,22.48,11.18
All Providers Combined,"Cartagena, Cartagena, Bolívar, Colombia",,oct-20,1711,657,N/A,cellular,mean,657,48,24974,11869,24.97,11.87
All Providers Combined,"Pasto, Pasto, Narino, Colombia",,oct-20,539,216,N/A,cellular,mean,216,55,19428,11158,19.43,11.16
All Providers Combined,"Barranquilla, Barranquilla, Atlantico, Colombia",,oct-20,7306,2714,N/A,cellular,mean,2714,49,22399,11236,22.4,11.24
All Providers Combined,"Santa Marta, Santa Marta, Magdalena, Colombia",,oct-20,604,238,N/A,cellular,mean,238,59,23572,10257,23.57,10.26
All Providers Combined,"Villavicencio, Villavicencio, Meta, Colombia",,oct-20,1006,437,N/A,cellular,mean,437,37,22529,11008,22.53,11.01
All Providers Combined,"Pereira, Pereira, Risaralda, Colombia",,oct-20,706,386,N/A,cellular,mean,386,45,20646,8796,20.65,8.8
All Providers Combined,"Medellín, Medellin, Antioquia, Colombia",,oct-20,8558,3812,N/A,cellular,mean,3812,44,21249,10451,21.25,10.45
All Providers Combined,"Montería, Montería, Córdoba, Colombia",,oct-20,745,283,N/A,cellular,mean,283,55,20704,11262,20.7,11.26
All Providers Combined,"Sincelejo, Sincelejo, Sucre, Colombia",,oct-20,427,149,N/A,cellular,mean,149,81,23469,12204,23.47,12.2
All Providers Combined,"Bucaramanga, Bucaramanga, Santander Department, Colombia",,oct-20,2762,981,N/A,cellular,mean,981,46,18377,9192,18.38,9.19
All Providers Combined,"Tunja, Tunja, Boyacá, Colombia",,oct-20,453,219,N/A,cellular,mean,219,37,19688,10466,19.69,10.47
All Providers Combined,Colombia,,nov-20,118776,39223,N/A,cellular,mean,39223,48,18025,9911,18.03,9.91
All Providers Combined,"Bogotá, Bogota, Colombia",,nov-20,37447,14947,N/A,cellular,mean,14947,39,18649,10490,18.65,10.49
All Providers Combined,"Cali, Cali, Valle del Cauca, Colombia",,nov-20,8612,2958,N/A,cellular,mean,2958,41,20751,11333,20.75,11.33
All Providers Combined,"Manizales, Manizales, Caldas, Colombia",,nov-20,776,379,N/A,cellular,mean,379,49,20876,11265,20.88,11.27
All Providers Combined,"Ibagué, Ibague, Tolima, Colombia",,nov-20,732,356,N/A,cellular,mean,356,39,22310,10286,22.31,10.29
All Providers Combined,"Armenia, Armenia, Quindio, Colombia",,nov-20,422,236,N/A,cellular,mean,236,51,18546,10455,18.55,10.46
All Providers Combined,"Popayán, Popayán, Cauca, Colombia",,nov-20,447,183,N/A,cellular,mean,183,50,20064,10394,20.06,10.39
All Providers Combined,"Cartagena, Cartagena, Bolívar, Colombia",,nov-20,1588,693,N/A,cellular,mean,693,56,23734,11270,23.73,11.27
All Providers Combined,"Pasto, Pasto, Narino, Colombia",,nov-20,440,165,N/A,cellular,mean,165,53,20413,12189,20.41,12.19
All Providers Combined,"Barranquilla, Barranquilla, Atlantico, Colombia",,nov-20,7582,2667,N/A,cellular,mean,2667,58,20296,11592,20.3,11.59
All Providers Combined,"Santa Marta, Santa Marta, Magdalena, Colombia",,nov-20,553,264,N/A,cellular,mean,264,68,19618,10697,19.62,10.7
All Providers Combined,"Villavicencio, Villavicencio, Meta, Colombia",,nov-20,1091,430,N/A,cellular,mean,430,49,16282,10152,16.28,10.15
